id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
19;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0097;0,0826;0,2616;0,3661;0,5375;0,6075;0,7186;0,7164;0,6006;0,4107;0,2848;0,1972;0,0522;0,0042;0,0;0,0002;0,001;0,0013;0,0017
20;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0116;0,0973;0,2261;0,5058;0,504;0,5519;0,8379;0,8051;0,5938;0,4795;0,3847;0,1547;0,0553;0,004;0,0;0,0002;0,0014;0,0018;0,0018
21;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0469;0,2152;0,4938;0,6969;1,0;1,0;0,9324;0,8575;0,7578;0,4952;0,2135;0,0497;0,0021;0,0003;0,0;0,0;0,0;0,0001
22;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0096;0,0846;0,2946;0,3757;0,5318;0,5635;0,6743;0,4246;0,4846;0,5358;0,3182;0,2154;0,0493;0,0039;0,0;0,0002;0,0014;0,0017;0,0019
23;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0381;0,1822;0,4834;0,8218;0,7962;0,7436;0,9567;0,9737;0,7568;0,4442;0,221;0,0424;0,0019;0,0004;0,0;0,0;0,0;0,0001
24;parcialmente_nublado;0,0008;0,0011;0,0011;0,0013;0,0007;0,004;0,0562;0,174;0,4249;0,56;0,7093;1,0;0,7674;0,6518;0,6238;0,4255;0,1992;0,0533;0,0065;0,0009;0,0007;0,0004;0,0003;0,0004
25;nublado;0,0004;0,0;0,0;0,0001;0,0;0,011;0,0847;0,256;0,4239;0,5442;0,5392;0,6578;0,7768;0,4264;0,5615;0,3684;0,1658;0,0556;0,0033;0,0;0,0002;0,0016;0,0018;0,0017
26;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0431;0,2037;0,5039;0,71;0,7808;0,888;1,0;1,0;0,5777;0,498;0,2231;0,044;0,0019;0,0003;0,0;0,0;0,0;0,0001
27;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,046;0,2432;0,409;0,7722;0,802;1,0;1,0;0,7383;0,656;0,432;0,2135;0,055;0,0019;0,0003;0,0;0,0;0,0;0,0001
28;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0374;0,2018;0,4127;0,7983;0,9028;0,9515;1,0;0,9259;0,7996;0,6045;0,2431;0,0457;0,0021;0,0003;0,0;0,0;0,0;0,0001
29;parcialmente_nublado;0,0008;0,0008;0,0012;0,0011;0,0007;0,0047;0,0458;0,2129;0,4043;0,5232;0,8697;0,9531;0,8442;0,8194;0,5841;0,4293;0,1794;0,0534;0,0055;0,0008;0,0005;0,0004;0,0004;0,0004
30;parcialmente_nublado;0,0009;0,001;0,0011;0,0013;0,0006;0,0032;0,0538;0,2153;0,3866;0,5834;0,7659;0,8206;0,8124;0,4967;0,6199;0,4238;0,2427;0,0441;0,0056;0,0008;0,0006;0,0004;0,0003;0,0005
31;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,044;0,2252;0,4179;0,7912;0,8306;0,9012;0,9015;1,0;0,7595;0,4532;0,3087;0,0414;0,002;0,0003;0,0;0,0;0,0;0,0001
32;parcialmente_nublado;0,0012;0,0009;0,001;0,001;0,0008;0,0037;0,0472;0,1538;0,4222;0,6148;0,8875;0,9287;0,9855;0,7865;0,5443;0,3528;0,2261;0,0438;0,0056;0,0007;0,0006;0,0004;0,0003;0,0004
33;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0024;0,0451;0,1854;0,5092;0,7077;0,9867;1,0;1,0;0,9981;0,6321;0,4423;0,2638;0,0481;0,0022;0,0003;0,0;0,0;0,0;0,0001
34;parcialmente_nublado;0,0009;0,0009;0,0012;0,001;0,0008;0,0043;0,0631;0,1743;0,3785;0,4897;0,6565;0,9035;0,8707;0,6981;0,6585;0,3865;0,1887;0,0448;0,0055;0,0009;0,0007;0,0004;0,0004;0,0004
35;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,048;0,22;0,4656;0,6488;0,8864;1,0;1,0;0,8974;0,792;0,5621;0,2212;0,0434;0,0021;0,0003;0,0;0,0;0,0;0,0001
36;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0039;0,0374;0,2248;0,506;0,6428;0,9757;0,8042;0,9146;0,8366;0,656;0,4889;0,2273;0,0358;0,0021;0,0004;0,0;0,0;0,0;0,0001
37;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,042;0,204;0,4707;0,5364;1,0;0,7532;0,9426;0,9749;0,7343;0,4541;0,181;0,0443;0,0021;0,0004;0,0;0,0;0,0;0,0001
38;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0127;0,1101;0,2732;0,4831;0,5728;0,5976;0,8242;0,8331;0,7005;0,5393;0,3041;0,1876;0,0445;0,0033;0,0;0,0002;0,0017;0,0019;0,0019
39;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0529;0,2073;0,4424;0,7946;0,8901;0,9678;1,0;1,0;0,7557;0,4963;0,2549;0,043;0,0022;0,0003;0,0;0,0;0,0;0,0001
40;parcialmente_nublado;0,0009;0,0009;0,0011;0,0011;0,0008;0,0043;0,0421;0,1931;0,2973;0,5838;0,6674;1,0;0,9137;0,9182;0,4794;0,3805;0,2033;0,0527;0,0058;0,0008;0,0007;0,0004;0,0003;0,0003
41;parcialmente_nublado;0,001;0,0008;0,0009;0,0011;0,0006;0,0044;0,0392;0,1971;0,3588;0,5287;0,9055;0,8825;0,9401;0,8102;0,4842;0,3518;0,2102;0,0655;0,0056;0,0007;0,0007;0,0004;0,0004;0,0003
42;parcialmente_nublado;0,0009;0,0011;0,0012;0,001;0,0008;0,0042;0,0584;0,2281;0,4728;0,5827;0,8854;0,7756;0,8948;0,6896;0,5909;0,3262;0,165;0,0488;0,0062;0,0009;0,0006;0,0004;0,0003;0,0004
43;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0105;0,0852;0,2472;0,3948;0,4845;0,6563;0,6408;0,7576;0,5883;0,4726;0,3351;0,202;0,0539;0,004;0,0;0,0002;0,0017;0,0017;0,0023
44;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0126;0,0931;0,3077;0,377;0,5242;0,6735;0,6212;0,6817;0,5651;0,5427;0,28;0,1916;0,0552;0,0038;0,0;0,0002;0,0017;0,0018;0,0014
45;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0513;0,2047;0,3486;0,8252;0,7126;1,0;1,0;0,9016;0,6358;0,4714;0,2254;0,0437;0,002;0,0003;0,0;0,0;0,0;0,0001
46;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0129;0,0853;0,2438;0,3995;0,4114;0,5757;0,4505;0,669;0,5925;0,4628;0,3766;0,1743;0,0529;0,0029;0,0;0,0002;0,0014;0,0014;0,0017
47;nublado;0,0005;0,0;0,0;0,0001;0,0;0,013;0,0937;0,2099;0,3088;0,6704;0,708;0,7623;0,4833;0,5515;0,488;0,2867;0,1377;0,0522;0,0044;0,0;0,0002;0,0018;0,0016;0,0018
48;parcialmente_nublado;0,0009;0,001;0,0012;0,001;0,0009;0,0045;0,0513;0,1595;0,4443;0,5265;0,5918;0,9074;0,809;0,8394;0,5658;0,3386;0,1857;0,0573;0,0039;0,0008;0,0005;0,0003;0,0004;0,0004
49;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0114;0,0992;0,2599;0,3355;0,5536;0,6593;0,5737;0,6402;0,5908;0,5522;0,3629;0,1881;0,0479;0,0042;0,0;0,0002;0,0019;0,0014;0,0016
50;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0409;0,2492;0,4482;0,5779;0,9564;0,9126;0,8184;1,0;0,7574;0,5353;0,2376;0,0413;0,0019;0,0003;0,0;0,0;0,0;0,0001
