id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;subtensao_manhã;sobretensao_manhã;subtensao_tarde;sobretensao_tarde;subtensao_noite;sobretensao_noite;subtensao_madrugada;sobretensao_madrugada;subtensao_bess_carga;sobretensao_bess_carga;subtensao_bess_pós_carga_pré_descarga;sobretensao_bess_pós_carga_pré_descarga;subtensao_bess_descarga;sobretensao_bess_descarga;subtensao_bess_fora_de_operacao;sobretensao_bess_fora_de_operacao;horas_com_erro_max_control;horas_com_voltvar_ativo;pen_pct
79;ceu_aberto;5;884,49;5;309,58000000000004;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
80;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
81;ceu_aberto;5;884,49;5;309,58;1;7;1;6;2;0;2;0;1;7;1;6;1;0;2;6;0;19;50
82;nublado;5;884,5;5;309,58;1;7;1;0;2;0;2;0;1;0;1;0;1;0;2;7;0;21;50
83;nublado;5;884,51;5;309,57;1;6;1;1;2;0;2;0;1;0;1;1;1;0;2;6;0;21;50
84;ceu_aberto;5;884,5;5;309,57000000000005;1;6;1;6;2;0;2;0;1;6;1;5;1;0;2;6;0;19;50
85;ceu_aberto;5;884,49;5;309,57;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
86;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
87;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
88;ceu_aberto;5;884,5;5;309,58;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
89;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
90;nublado;5;884,5;5;309,57000000000005;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;21;50
91;ceu_aberto;5;884,5;5;309,58000000000004;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
92;ceu_aberto;5;884,51;5;309,58;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
93;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
94;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;2;1;6;1;1;1;0;2;8;0;24;50
95;ceu_aberto;5;884,5;5;309,57;1;8;1;6;2;0;2;0;1;6;1;6;1;0;2;8;0;19;50
96;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
97;ceu_aberto;5;884,51;5;309,58;1;8;1;6;2;0;2;0;1;6;1;6;1;0;2;8;0;19;50
98;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;7;1;6;1;0;2;7;0;19;50
99;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;1;1;6;1;0;1;0;2;7;0;24;50
100;ceu_aberto;5;884,5;5;309,58;1;8;1;6;2;0;2;0;1;7;1;6;1;0;2;8;0;19;50
101;parcialmente_nublado;5;884,5;5;309,57;1;6;1;2;2;0;2;2;1;6;1;2;1;0;2;8;0;24;50
102;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
103;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
104;ceu_aberto;5;884,5;5;309,57000000000005;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
105;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
106;parcialmente_nublado;5;884,5;5;309,55999999999995;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
107;ceu_aberto;5;884,51;5;309,58;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
108;parcialmente_nublado;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;24;50
109;ceu_aberto;5;884,49;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
110;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
111;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
112;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
113;nublado;5;884,49;5;309,59000000000003;1;6;1;0;2;0;2;0;1;1;1;0;1;0;2;6;0;21;50
114;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;2;1;6;1;5;1;0;2;8;0;24;50
115;ceu_aberto;5;884,51;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
116;nublado;5;884,5;5;309,58;1;6;1;0;2;0;2;0;1;0;1;0;1;0;2;6;0;21;50
117;ceu_aberto;5;884,51;5;309,58;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
118;parcialmente_nublado;5;884,51;5;309,58;1;7;1;7;2;0;2;2;1;7;1;0;1;0;2;8;0;24;50
119;ceu_aberto;5;884,51;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
120;parcialmente_nublado;5;884,5;5;309,59;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
121;ceu_aberto;5;884,5;5;309,57000000000005;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
122;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
123;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
124;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
125;parcialmente_nublado;5;884,51;5;309,58;1;6;1;5;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
126;ceu_aberto;5;884,51;5;309,57;1;7;1;7;2;0;2;0;1;7;1;6;1;0;2;7;0;19;50
127;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;0;1;6;1;3;1;0;2;6;0;24;50
128;ceu_aberto;5;884,49;5;309,56;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
129;parcialmente_nublado;5;884,51;5;309,58;1;8;1;6;2;0;2;0;1;6;1;5;1;0;2;8;0;24;50
130;parcialmente_nublado;5;884,5;5;309,56999999999994;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
131;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
132;parcialmente_nublado;5;884,49;5;309,57000000000005;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
133;ceu_aberto;5;884,51;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
134;nublado;5;884,5;5;309,58000000000004;1;6;1;0;2;0;2;0;1;0;1;0;1;0;2;6;0;21;50
135;parcialmente_nublado;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;6;1;0;1;0;2;7;0;24;50
136;nublado;5;884,51;5;309,58000000000004;1;6;1;5;2;0;2;0;1;6;1;0;1;0;2;6;0;21;50
137;parcialmente_nublado;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;24;50
138;parcialmente_nublado;5;884,5;5;309,57;1;7;1;6;2;0;2;2;1;6;1;0;1;0;2;9;0;24;50
139;nublado;5;884,5;5;309,57;1;6;1;0;2;0;2;0;1;0;1;0;1;0;2;6;0;21;50
140;parcialmente_nublado;5;884,51;5;309,58;1;6;1;6;2;0;2;0;1;6;1;5;1;0;2;6;0;24;50
141;ceu_aberto;5;884,51;5;309,58;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
142;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
143;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;5;1;0;2;6;0;19;50
144;parcialmente_nublado;5;884,5;5;309,56;1;6;1;6;2;0;2;2;1;6;1;1;1;0;2;8;0;24;50
145;parcialmente_nublado;5;884,5;5;309,57000000000005;1;6;1;0;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
146;nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;5;0;21;50
147;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
148;parcialmente_nublado;5;884,5;5;309,57000000000005;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;7;0;24;50
149;parcialmente_nublado;5;884,51;5;309,58;1;8;1;6;2;0;2;2;1;7;1;0;1;0;2;9;0;24;50
150;ceu_aberto;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
151;parcialmente_nublado;5;884,49;5;309,56999999999994;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
152;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
153;ceu_aberto;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
154;parcialmente_nublado;5;884,51;5;309,57;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
155;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
156;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
157;parcialmente_nublado;5;884,5;5;309,57;1;7;1;3;2;0;2;2;1;7;1;0;1;0;2;8;0;24;50
158;parcialmente_nublado;5;884,5;5;309,58000000000004;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
159;nublado;5;884,5;5;309,58000000000004;1;6;1;0;2;0;2;0;1;0;1;0;1;0;2;6;0;21;50
160;ceu_aberto;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
161;nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;5;1;0;2;6;0;21;50
162;parcialmente_nublado;5;884,5;5;309,57000000000005;1;7;1;6;2;0;2;0;1;6;1;0;1;0;2;7;0;24;50
163;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
164;ceu_aberto;5;884,51;5;309,57;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
165;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
166;parcialmente_nublado;5;884,5;5;309,58000000000004;1;6;1;6;2;0;2;2;1;6;1;4;1;0;2;8;0;24;50
167;parcialmente_nublado;5;884,49;5;309,58;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;24;50
168;parcialmente_nublado;5;884,5;5;309,56999999999994;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
169;ceu_aberto;5;884,5;5;309,58;1;9;1;6;2;0;2;0;1;6;1;5;1;0;2;9;0;19;50
170;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
171;parcialmente_nublado;5;884,5;5;309,58;1;7;1;3;2;0;2;0;1;7;1;0;1;0;2;6;0;24;50
172;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
173;parcialmente_nublado;5;884,51;5;309,55999999999995;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
174;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;7;1;6;1;0;2;6;0;19;50
175;parcialmente_nublado;5;884,5;5;309,58;1;7;1;7;2;0;2;2;1;7;1;0;1;0;2;9;0;24;50
176;ceu_aberto;5;884,5;5;309,56000000000006;1;7;1;6;2;0;2;0;1;6;1;3;1;0;2;7;0;19;50
177;parcialmente_nublado;5;884,5;5;309,58;1;7;1;6;2;0;2;2;1;7;1;0;1;0;2;8;0;24;50
178;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
179;parcialmente_nublado;5;884,5;5;309,59000000000003;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
180;ceu_aberto;5;884,5;5;309,56999999999994;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
181;parcialmente_nublado;5;884,51;5;309,58;1;6;1;7;2;0;2;2;1;7;1;0;1;0;2;8;0;24;50
182;parcialmente_nublado;5;884,51;5;309,57;1;6;1;6;2;0;2;2;1;6;1;6;1;0;2;8;0;24;50
183;ceu_aberto;5;884,5;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
184;parcialmente_nublado;5;884,49;5;309,58;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
185;parcialmente_nublado;5;884,49;5;309,56;1;7;1;6;2;0;2;2;1;6;1;1;1;0;2;9;0;24;50
186;parcialmente_nublado;5;884,51;5;309,57;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
187;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;2;1;6;1;5;1;0;2;8;0;24;50
188;ceu_aberto;5;884,51;5;309,57;1;6;1;6;2;0;2;0;1;6;1;5;1;0;2;6;0;19;50
189;ceu_aberto;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
190;parcialmente_nublado;5;884,49;5;309,58;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
191;parcialmente_nublado;5;884,5;5;309,57000000000005;1;6;1;5;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
192;ceu_aberto;5;884,51;5;309,58;1;7;1;7;2;0;2;0;1;7;1;6;1;0;2;7;0;19;50
193;ceu_aberto;5;884,5;5;309,57;1;6;1;6;2;0;2;0;1;6;1;6;1;0;2;6;0;19;50
194;nublado;5;884,5;5;309,58;1;6;1;0;2;0;2;0;1;0;1;0;1;0;2;6;0;21;50
195;ceu_aberto;5;884,5;5;309,56999999999994;1;7;1;6;2;0;2;0;1;6;1;5;1;0;2;7;0;19;50
196;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
197;parcialmente_nublado;5;884,5;5;309,58;1;7;1;7;2;0;2;1;1;7;1;1;1;0;2;8;0;24;50
198;parcialmente_nublado;5;884,5;5;309,57000000000005;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
199;parcialmente_nublado;5;884,5;5;309,57000000000005;1;7;1;6;2;0;2;2;1;6;1;0;1;0;2;9;0;24;50
200;parcialmente_nublado;5;884,49;5;309,57;1;7;1;6;2;0;2;2;1;6;1;0;1;0;2;9;0;24;50
201;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;2;1;6;1;1;1;0;2;8;0;24;50
202;parcialmente_nublado;5;884,51;5;309,58000000000004;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;6;0;24;50
203;nublado;5;884,5;5;309,57;1;6;1;5;2;0;2;0;1;6;1;5;1;0;2;6;0;21;50
204;ceu_aberto;5;884,5;5;309,57;1;7;1;6;2;0;2;0;1;7;1;6;1;0;2;6;0;19;50
205;ceu_aberto;5;884,49;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
206;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
207;parcialmente_nublado;5;884,5;5;309,57;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
208;parcialmente_nublado;5;884,5;5;309,58;1;6;1;6;2;0;2;0;1;6;1;0;1;0;2;5;0;24;50
209;parcialmente_nublado;5;884,49;5;309,57;1;6;1;5;2;0;2;2;1;6;1;0;1;0;2;5;0;24;50
210;parcialmente_nublado;5;884,49;5;309,57000000000005;1;6;1;5;2;0;2;2;1;6;1;5;1;0;2;8;0;24;50
211;ceu_aberto;5;884,5;5;309,58000000000004;1;7;1;6;2;0;2;0;1;6;1;0;1;0;2;7;0;19;50
212;parcialmente_nublado;5;884,49;5;309,57;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
213;parcialmente_nublado;5;884,5;5;309,57;1;7;1;6;2;0;2;2;1;6;1;0;1;0;2;9;0;24;50
214;parcialmente_nublado;5;884,49;5;309,59;1;6;1;6;2;0;2;2;1;6;1;0;1;0;2;8;0;24;50
215;ceu_aberto;5;884,51;5;309,58;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
216;ceu_aberto;5;884,5;5;309,57000000000005;1;7;1;6;2;0;2;0;1;6;1;2;1;0;2;7;0;19;50
217;ceu_aberto;5;884,51;5;309,56;1;7;1;6;2;0;2;0;1;6;1;6;1;0;2;7;0;19;50
