id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
22;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0413;0,2236;0,4438;0,6548;0,9643;1,0;0,9805;0,8246;0,7467;0,5474;0,2317;0,0508;0,002;0,0003;0,0;0,0;0,0;0,0001
23;parcialmente_nublado;0,0009;0,0008;0,0012;0,0012;0,0008;0,0037;0,0595;0,2011;0,4397;0,5817;0,8129;0,9174;0,7314;0,8134;0,537;0,3922;0,1902;0,0651;0,0052;0,0008;0,0006;0,0005;0,0004;0,0004
24;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0462;0,2001;0,4269;0,7091;0,8816;0,9752;0,8918;0,9878;0,7241;0,4194;0,2402;0,0503;0,0019;0,0003;0,0;0,0;0,0;0,0001
25;parcialmente_nublado;0,0012;0,0008;0,001;0,0011;0,0009;0,0039;0,0604;0,2075;0,3629;0,6857;0,7084;1,0;0,8577;0,7232;0,5701;0,4795;0,2123;0,0423;0,0048;0,0009;0,0006;0,0004;0,0005;0,0005
26;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0488;0,2183;0,4376;0,714;0,9324;0,9964;0,8873;0,944;0,7542;0,51;0,2755;0,0424;0,002;0,0003;0,0;0,0;0,0;0,0001
27;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0455;0,2174;0,4244;0,7378;0,9994;0,9759;1,0;0,9269;0,6821;0,5308;0,2209;0,0457;0,002;0,0003;0,0;0,0;0,0;0,0001
28;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0131;0,0899;0,3466;0,3774;0,5996;0,5376;0,5383;0,9121;0,6688;0,5014;0,3473;0,1734;0,0473;0,0043;0,0;0,0002;0,0015;0,0017;0,0018
29;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0428;0,2174;0,425;0,7566;1,0;0,9848;1,0;0,9772;0,7461;0,5087;0,228;0,0396;0,0021;0,0003;0,0;0,0;0,0;0,0001
30;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0418;0,2031;0,4778;0,7243;0,9107;0,9697;0,9625;0,8247;0,6903;0,5034;0,2363;0,0505;0,0019;0,0003;0,0;0,0;0,0;0,0001
31;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,048;0,2237;0,4738;0,676;0,9315;1,0;0,9774;0,8876;0,7121;0,5071;0,2741;0,0461;0,0023;0,0003;0,0;0,0;0,0;0,0001
32;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0427;0,1831;0,4542;0,8037;0,8485;0,9286;0,9772;0,9929;0,6647;0,4785;0,2163;0,0491;0,0019;0,0003;0,0;0,0;0,0;0,0001
33;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,04;0,2309;0,4415;0,7313;0,9551;1,0;0,9987;0,9046;0,651;0,5099;0,2208;0,0457;0,0021;0,0003;0,0;0,0;0,0;0,0001
34;parcialmente_nublado;0,0009;0,0008;0,0012;0,0011;0,0007;0,0036;0,0516;0,1783;0,3701;0,643;0,7737;1,0;0,8617;0,7274;0,5907;0,4208;0,1915;0,0546;0,0055;0,0008;0,0007;0,0004;0,0004;0,0003
35;parcialmente_nublado;0,0011;0,0011;0,0013;0,001;0,0008;0,0043;0,0472;0,2029;0,3616;0,5243;0,6774;0,7807;0,9574;0,6879;0,5781;0,4265;0,1953;0,0556;0,0057;0,0009;0,0007;0,0005;0,0004;0,0005
36;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0444;0,1991;0,4618;0,6065;0,9147;0,9172;0,9829;0,9051;0,7965;0,5649;0,2246;0,0457;0,0025;0,0003;0,0;0,0;0,0;0,0001
37;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,043;0,2101;0,5233;0,6977;0,8199;0,8744;0,979;0,9142;0,7502;0,5279;0,253;0,0474;0,0019;0,0003;0,0;0,0;0,0;0,0001
38;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,046;0,207;0,4475;0,6606;0,9371;0,9146;1,0;0,9264;0,7624;0,5102;0,2202;0,0431;0,0022;0,0003;0,0;0,0;0,0;0,0001
39;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0461;0,224;0,4465;0,7474;0,803;1,0;1,0;0,9249;0,7399;0,4935;0,2588;0,0436;0,002;0,0003;0,0;0,0;0,0;0,0001
40;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0491;0,1908;0,4862;0,6486;0,8107;1,0;1,0;0,8855;0,737;0,4241;0,2392;0,0428;0,0022;0,0003;0,0;0,0;0,0;0,0001
41;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0405;0,2197;0,4747;0,6434;0,8541;0,9196;1,0;0,9659;0,7893;0,5168;0,2469;0,0464;0,002;0,0003;0,0;0,0;0,0;0,0001
42;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0427;0,2156;0,4604;0,7379;0,8451;0,954;1,0;0,9202;0,7645;0,5424;0,244;0,0416;0,0022;0,0003;0,0;0,0;0,0;0,0001
43;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0431;0,2106;0,3674;0,7399;0,796;0,9976;0,9864;0,9249;0,7299;0,4466;0,2561;0,0486;0,002;0,0003;0,0;0,0;0,0;0,0001
44;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0123;0,1041;0,2673;0,4739;0,3867;0,5874;0,6759;0,6302;0,6083;0,5087;0,2636;0,2051;0,0448;0,0052;0,0;0,0002;0,0016;0,0021;0,002
45;nublado;0,0007;0,0;0,0;0,0001;0,0;0,01;0,0696;0,3006;0,3535;0,5073;0,7045;0,7129;0,6301;0,553;0,5885;0,2913;0,2191;0,0554;0,0043;0,0;0,0002;0,0017;0,0013;0,0017
46;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,0442;0,1913;0,5213;0,7044;1,0;0,9821;1,0;0,9057;0,7481;0,4583;0,2669;0,0531;0,002;0,0003;0,0;0,0;0,0;0,0001
47;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0434;0,1865;0,4205;0,7091;0,837;1,0;0,9694;0,7742;0,7077;0,4598;0,2105;0,0514;0,002;0,0003;0,0;0,0;0,0;0,0001
48;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0439;0,2124;0,446;0,7425;0,8097;0,9302;0,9983;0,9764;0,6899;0,5401;0,2429;0,0434;0,0019;0,0003;0,0;0,0;0,0;0,0001
49;parcialmente_nublado;0,0011;0,0009;0,0012;0,001;0,0009;0,0042;0,0479;0,2057;0,4708;0,541;0,8171;0,877;0,8654;0,8839;0,6535;0,4857;0,1416;0,0485;0,0058;0,0009;0,0008;0,0004;0,0004;0,0005
50;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0136;0,0864;0,201;0,4683;0,5594;0,774;0,675;0,556;0,8601;0,3835;0,3569;0,1553;0,0535;0,0046;0,0;0,0003;0,0018;0,001;0,0013
