id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;defeitos_bess_carga;defeitos_bess_pós_carga_pré_descarga;defeitos_bess_descarga;defeitos_bess_fora_de_operacao;horas_com_erro_max_control;pen_pct
69;nublado;3;1061,4;5;780,73;7;1;1;1;2;1;7;1;0;60
70;nublado;3;1061,4;5;871,36;1;1;2;1;1;1;9;1;0;60
71;nublado;3;1061,4;5;579,49;1;1;1;1;1;1;2;1;0;60
72;ceu_aberto;3;1061,4;5;972,73;2;1;2;1;1;1;9;1;0;60
73;nublado;5;1000,0;5;637,72;2;1;1;1;1;1;7;1;0;60
74;ceu_aberto;4;1061,4;5;751,49;8;6;1;1;9;1;9;1;0;60
75;ceu_aberto;5;1061,4;5;935,73;8;5;2;1;9;1;9;1;0;60
76;nublado;5;950,0;5;754,6400000000001;1;1;1;1;1;1;7;1;0;60
77;nublado;4;1061,4;5;813,16;7;1;1;1;1;1;7;1;0;60
78;ceu_aberto;5;1061,4;5;720,18;8;7;1;1;9;1;7;1;0;60
79;ceu_aberto;5;1061,4;5;802,74;8;7;1;1;9;2;7;1;0;60
80;ceu_aberto;3;1061,4;5;888,73;8;7;1;1;9;1;9;1;0;60
81;nublado;5;1061,4;5;699,71;1;1;1;1;1;1;7;1;0;60
82;nublado;4;1061,4;5;507,80000000000007;1;1;1;1;1;1;1;1;0;60
83;parcialmente_nublado;3;1061,4;5;960,7199999999999;2;1;2;1;1;1;9;1;0;60
84;nublado;2;1061,4;5;819,94;7;1;1;1;1;1;7;1;0;60
85;nublado;4;1061,4;5;644,46;2;1;1;1;1;1;7;1;0;60
86;ceu_aberto;3;1061,4;5;831,03;7;2;1;1;7;1;7;1;0;60
87;nublado;4;1061,4;5;799,9;1;1;1;1;1;1;9;1;0;60
88;nublado;2;1061,4;5;863,74;2;1;1;1;1;1;8;1;0;60
89;parcialmente_nublado;3;1061,4;5;665,1899999999999;2;1;1;1;7;1;7;1;0;60
90;nublado;4;1061,4;5;877,0;2;1;1;1;1;1;9;1;0;60
91;parcialmente_nublado;4;1061,4;5;825,67;1;1;1;1;1;1;7;1;0;60
92;nublado;3;1061,4;5;717,4999999999999;7;1;1;1;2;1;8;1;0;60
93;parcialmente_nublado;3;1061,4;5;876,48;7;1;2;1;7;1;9;1;0;60
94;parcialmente_nublado;3;1061,4;5;735,0300000000001;2;1;1;1;6;1;7;1;0;60
95;nublado;3;1061,4;5;688,6800000000001;7;1;1;1;2;1;7;1;0;60
96;nublado;3;1061,4;5;684,39;6;1;1;1;1;1;7;1;0;60
97;ceu_aberto;2;1061,4;5;721,83;8;7;1;1;10;1;7;1;0;60
98;ceu_aberto;5;500,0;5;815,55;1;1;1;1;1;1;9;1;0;60
99;parcialmente_nublado;4;1061,4;5;733,58;7;2;1;1;7;1;9;1;0;60
100;ceu_aberto;5;1061,4;5;822,6700000000001;7;4;1;1;7;1;8;1;0;60
101;nublado;4;1061,4;5;895,61;5;1;5;1;1;1;10;1;0;60
102;parcialmente_nublado;4;1061,4;5;1122,65;1;1;7;1;1;1;10;1;0;60
103;ceu_aberto;3;1061,4;5;690,51;7;7;1;1;8;1;7;1;0;60
104;parcialmente_nublado;3;1061,4;5;1063,52;7;5;5;1;7;1;10;1;0;60
105;parcialmente_nublado;3;1061,4;5;857,78;7;2;1;1;7;1;9;1;0;60
106;ceu_aberto;3;1061,4;5;972,0000000000001;7;7;2;1;9;1;9;1;0;60
107;nublado;4;1061,4;5;742,1600000000001;7;1;1;1;2;1;7;1;0;60
108;parcialmente_nublado;3;1061,4;5;564,37;6;2;1;1;7;1;6;1;0;60
109;nublado;3;1061,4;5;806,3299999999999;7;1;1;1;1;1;9;1;0;60
110;parcialmente_nublado;2;1061,4;5;871,9200000000001;1;1;2;1;1;1;9;1;0;60
111;parcialmente_nublado;2;1061,4;5;728,4599999999999;7;7;1;1;7;1;8;1;0;60
112;parcialmente_nublado;4;1061,4;5;773,62;5;5;1;1;7;1;7;1;0;60
113;ceu_aberto;4;1061,4;5;845,56;7;1;2;1;7;1;9;1;0;60
114;parcialmente_nublado;5;1061,4;5;848,9;5;1;1;1;7;1;7;1;0;60
115;nublado;4;1061,4;5;899,3000000000001;2;1;2;1;1;1;9;1;0;60
116;nublado;2;1061,4;5;740,8699999999999;7;1;1;1;7;1;7;1;0;60
117;parcialmente_nublado;2;1061,4;5;991,5600000000001;8;7;2;1;9;1;9;1;0;60
118;nublado;4;1061,4;5;570,04;1;1;1;1;1;1;5;1;0;60
119;nublado;3;1061,4;5;992,0899999999999;1;1;2;1;2;1;9;1;0;60
120;ceu_aberto;3;1061,4;5;735,21;8;7;1;1;9;1;7;1;0;60
121;nublado;4;1061,4;5;536,6800000000001;1;1;1;1;1;1;2;1;0;60
122;ceu_aberto;3;1061,4;5;637,0300000000001;1;1;1;1;1;1;5;1;0;60
123;nublado;5;1061,4;5;715,4599999999999;7;1;1;1;1;1;8;1;0;60
124;parcialmente_nublado;4;1061,4;5;518,1600000000001;1;1;1;1;2;1;1;1;0;60
125;nublado;5;850,0;5;709,2199999999999;1;1;1;1;1;1;7;1;0;60
126;nublado;2;1061,4;5;889,2;1;1;2;1;1;1;9;1;0;60
127;ceu_aberto;3;1061,4;5;824,17;7;7;1;1;9;1;8;1;0;60
128;parcialmente_nublado;5;1000,0;5;968,0;7;1;2;1;2;1;10;1;0;60
129;nublado;4;1061,4;5;637,63;7;1;1;1;6;1;7;1;0;60
130;parcialmente_nublado;5;1000,0;5;854,03;5;1;1;1;7;1;8;1;0;60
131;parcialmente_nublado;5;950,0;5;810,3000000000001;7;1;1;1;5;1;9;1;0;60
132;parcialmente_nublado;4;1061,4;5;740,78;1;1;1;1;1;1;7;1;0;60
133;parcialmente_nublado;3;1061,4;5;610,58;7;4;1;1;9;1;1;1;0;60
134;parcialmente_nublado;3;1061,4;5;778,8;1;1;1;1;1;1;7;1;0;60
135;nublado;4;1061,4;5;692,09;2;1;1;1;1;1;7;1;0;60
136;parcialmente_nublado;2;1061,4;5;677,36;1;1;1;1;2;1;6;1;0;60
137;parcialmente_nublado;4;1061,4;5;827,39;7;2;2;1;7;1;9;1;0;60
138;parcialmente_nublado;3;1061,4;5;773,6800000000001;1;1;1;1;1;1;7;1;0;60
139;ceu_aberto;4;1061,4;5;908,28;7;7;1;1;9;1;9;1;0;60
140;parcialmente_nublado;3;1061,4;5;816,45;2;1;1;1;1;1;7;1;0;60
141;nublado;3;1061,4;5;852,6400000000001;7;1;1;1;1;1;7;1;0;60
142;ceu_aberto;2;1061,4;5;819,49;8;7;1;1;9;2;7;1;0;60
143;nublado;4;1061,4;5;696,39;2;1;1;1;1;1;7;1;0;60
144;nublado;4;1061,4;5;719,8;2;1;1;1;1;1;7;1;0;60
145;parcialmente_nublado;5;1061,4;5;736,06;2;1;1;1;2;1;8;1;0;60
146;nublado;4;1061,4;5;632,55;1;1;1;1;1;1;2;1;0;60
147;nublado;3;1061,4;5;867,55;1;1;2;1;1;1;9;1;0;60
148;ceu_aberto;5;800,0;5;909,8800000000001;1;1;2;1;1;1;9;1;0;60
149;nublado;5;1061,4;5;500,56000000000006;1;1;1;1;1;1;1;1;0;60
150;ceu_aberto;2;1061,4;5;703,46;1;1;1;1;1;1;7;1;0;60
