id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
25;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0133;0,0817;0,2496;0,369;0,5202;0,5729;0,7917;0,5314;0,6239;0,5431;0,3052;0,2379;0,0539;0,0042;0,0;0,0002;0,0016;0,0014;0,0018
26;parcialmente_nublado;0,0009;0,0008;0,0013;0,0012;0,0007;0,0041;0,0566;0,1887;0,2698;0,555;0,7032;0,884;0,7827;0,6142;0,575;0,4164;0,205;0,0494;0,0054;0,0007;0,0006;0,0005;0,0004;0,0004
27;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0115;0,095;0,2606;0,4493;0,4944;0,6429;0,69;0,6227;0,579;0,4382;0,3635;0,2266;0,057;0,0046;0,0;0,0002;0,0015;0,0015;0,0022
28;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0439;0,212;0,463;0,8015;0,9109;0,8617;1,0;0,9077;0,7953;0,328;0,2271;0,0397;0,002;0,0003;0,0;0,0;0,0;0,0001
29;parcialmente_nublado;0,001;0,0008;0,0012;0,0016;0,0011;0,004;0,0473;0,1927;0,4043;0,4794;0,7739;0,8852;0,9792;0,8841;0,4665;0,3441;0,2128;0,0605;0,0047;0,0007;0,0007;0,0004;0,0004;0,0002
30;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0439;0,2279;0,4211;0,8146;0,8867;1,0;1,0;0,8663;0,6353;0,5826;0,2025;0,0489;0,0016;0,0003;0,0;0,0;0,0;0,0001
31;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0124;0,0829;0,2422;0,418;0,5662;0,6766;0,6732;0,5851;0,5691;0,511;0,3754;0,2189;0,0498;0,0048;0,0;0,0002;0,0014;0,0017;0,002
32;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0143;0,0669;0,2442;0,2961;0,6405;0,7066;0,6082;0,6141;0,5717;0,4599;0,2577;0,2158;0,047;0,0034;0,0;0,0002;0,0014;0,0011;0,0019
33;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0133;0,089;0,2267;0,481;0,5623;0,6378;0,7238;0,6461;0,7184;0,5216;0,3932;0,1823;0,0471;0,0035;0,0;0,0002;0,0016;0,0017;0,0019
34;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0024;0,0525;0,2446;0,4525;0,7444;0,8187;0,9792;1,0;0,9138;0,7946;0,4952;0,2794;0,0387;0,002;0,0003;0,0;0,0;0,0;0,0001
35;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0405;0,2344;0,4684;0,6999;0,9178;0,9533;1,0;0,9384;0,7405;0,4658;0,2479;0,049;0,0025;0,0003;0,0;0,0;0,0;0,0001
36;parcialmente_nublado;0,0013;0,0008;0,001;0,0013;0,001;0,0042;0,0516;0,2094;0,3769;0,5971;0,8465;0,7092;1,0;0,6649;0,5226;0,4241;0,2328;0,045;0,0056;0,001;0,0007;0,0004;0,0004;0,0005
37;parcialmente_nublado;0,001;0,0013;0,0012;0,0009;0,0008;0,0036;0,0559;0,1831;0,3836;0,4956;0,7838;0,832;0,8278;0,6976;0,6226;0,3678;0,1715;0,0512;0,0057;0,0008;0,0006;0,0004;0,0004;0,0004
38;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0436;0,2112;0,4871;0,7318;1,0;0,9118;1,0;0,8987;0,7667;0,4573;0,2358;0,0367;0,0018;0,0003;0,0;0,0;0,0;0,0001
39;parcialmente_nublado;0,001;0,001;0,0009;0,001;0,0008;0,004;0,0592;0,1864;0,3653;0,6041;0,7313;0,9551;0,7727;0,877;0,6941;0,4603;0,1602;0,0524;0,0049;0,0008;0,0005;0,0004;0,0005;0,0003
40;nublado;0,0005;0,0;0,0;0,0001;0,0;0,011;0,0693;0,2375;0,4363;0,5095;0,5882;0,7307;0,7779;0,5341;0,463;0,3396;0,1714;0,0536;0,0041;0,0;0,0003;0,0018;0,0013;0,0018
41;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0133;0,1044;0,2669;0,419;0,5333;0,649;0,8122;0,6214;0,618;0,3876;0,332;0,1927;0,0496;0,004;0,0;0,0002;0,0019;0,0015;0,0021
42;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,037;0,2001;0,4659;0,6853;0,9776;0,9598;0,9802;0,7111;0,6249;0,5165;0,2249;0,0542;0,0019;0,0004;0,0;0,0;0,0;0,0001
43;parcialmente_nublado;0,001;0,0011;0,0011;0,0009;0,0008;0,0045;0,0532;0,1616;0,3566;0,6237;0,847;0,8083;1,0;0,7854;0,5069;0,3386;0,1854;0,0417;0,005;0,001;0,0005;0,0004;0,0004;0,0004
44;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0517;0,2185;0,4758;0,8283;0,7634;0,8678;1,0;0,9951;0,7199;0,5081;0,2535;0,0449;0,0021;0,0003;0,0;0,0;0,0;0,0001
45;parcialmente_nublado;0,001;0,0008;0,0011;0,0009;0,0008;0,0045;0,0573;0,2321;0,4043;0,5963;0,7753;0,7416;0,8676;0,7228;0,6885;0,4675;0,199;0,0437;0,0049;0,0009;0,0005;0,0004;0,0003;0,0004
46;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0127;0,077;0,3087;0,3913;0,4982;0,775;0,666;0,628;0,598;0,4546;0,315;0,2028;0,0454;0,0044;0,0;0,0002;0,0017;0,0014;0,0021
47;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0025;0,044;0,1788;0,544;0,6885;0,9909;0,8804;0,9864;0,9148;0,754;0,5789;0,2292;0,0498;0,0021;0,0003;0,0;0,0;0,0;0,0001
48;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0101;0,0861;0,2841;0,4714;0,5646;0,4881;0,6618;0,6727;0,5269;0,4944;0,4112;0,2081;0,0508;0,0044;0,0;0,0002;0,0017;0,0015;0,0018
49;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,0436;0,241;0,4975;0,5994;0,6216;0,9686;1,0;1,0;0,7801;0,4993;0,2188;0,0462;0,0021;0,0003;0,0;0,0;0,0;0,0001
50;parcialmente_nublado;0,0009;0,001;0,0012;0,001;0,0007;0,0042;0,0603;0,1708;0,3838;0,6966;0,8378;0,765;0,8693;0,7006;0,568;0,5029;0,2027;0,067;0,0061;0,0008;0,0006;0,0005;0,0003;0,0004
