id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
34;nublado;4;20;11,4
35;nublado;1;27;900,0
35;nublado;2;17;50,0
35;nublado;3;27;111,4
36;nublado;1;14;300,0
36;nublado;2;7;50,0
36;nublado;3;23;300,0
36;nublado;4;29;100,0
36;nublado;5;20;311,4
37;parcialmente_nublado;1;34;800,0
37;parcialmente_nublado;2;7;261,4
38;nublado;1;27;350,0
38;nublado;2;22;50,0
38;nublado;3;15;400,0
38;nublado;4;9;261,4
39;ceu_aberto;1;14;650,0
39;ceu_aberto;2;30;300,0
39;ceu_aberto;3;4;111,4
40;parcialmente_nublado;1;22;200,0
40;parcialmente_nublado;2;10;150,0
40;parcialmente_nublado;3;9;250,0
40;parcialmente_nublado;4;11;461,4
41;parcialmente_nublado;1;11;450,0
41;parcialmente_nublado;2;3;550,0
41;parcialmente_nublado;3;10;61,4
42;parcialmente_nublado;1;16;500,0
42;parcialmente_nublado;2;19;350,0
42;parcialmente_nublado;3;19;211,4
43;ceu_aberto;1;23;600,0
43;ceu_aberto;2;33;461,4
44;nublado;1;18;250,0
44;nublado;2;7;50,0
44;nublado;3;32;300,0
44;nublado;4;1;250,0
44;nublado;5;24;100,0
44;nublado;6;4;111,4
45;ceu_aberto;1;19;750,0
45;ceu_aberto;2;13;300,0
45;ceu_aberto;3;14;11,4
46;ceu_aberto;1;32;600,0
46;ceu_aberto;2;28;461,4
47;parcialmente_nublado;1;10;700,0
47;parcialmente_nublado;2;29;361,4
48;parcialmente_nublado;1;7;250,0
48;parcialmente_nublado;2;23;600,0
48;parcialmente_nublado;3;8;200,0
48;parcialmente_nublado;4;32;11,4
49;ceu_aberto;1;20;50,0
49;ceu_aberto;2;14;50,0
49;ceu_aberto;3;30;50,0
49;ceu_aberto;4;11;500,0
49;ceu_aberto;5;12;200,0
49;ceu_aberto;6;33;150,0
49;ceu_aberto;7;31;61,4
50;ceu_aberto;1;13;850,0
50;ceu_aberto;2;21;50,0
50;ceu_aberto;3;31;161,4
