id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
20;ceu_aberto;5;11;50,0
20;ceu_aberto;6;26;100,0
20;ceu_aberto;7;30;76,6
21;parcialmente_nublado;1;21;550,0
21;parcialmente_nublado;2;24;600,0
21;parcialmente_nublado;3;27;100,0
21;parcialmente_nublado;4;1;500,0
21;parcialmente_nublado;5;26;400,0
21;parcialmente_nublado;6;13;50,0
21;parcialmente_nublado;7;22;276,6
22;ceu_aberto;1;31;800,0
22;ceu_aberto;2;21;150,0
22;ceu_aberto;3;16;100,0
22;ceu_aberto;4;1;600,0
22;ceu_aberto;5;16;826,6
23;ceu_aberto;1;33;150,0
23;ceu_aberto;2;7;500,0
23;ceu_aberto;3;30;100,0
23;ceu_aberto;4;23;750,0
23;ceu_aberto;5;4;300,0
23;ceu_aberto;6;29;676,6
24;nublado;1;19;700,0
24;nublado;2;4;250,0
24;nublado;3;29;450,0
24;nublado;4;11;150,0
24;nublado;5;12;100,0
24;nublado;6;19;250,0
24;nublado;7;8;576,6
25;nublado;1;22;50,0
25;nublado;2;32;50,0
25;nublado;3;29;50,0
25;nublado;4;20;350,0
25;nublado;5;4;550,0
25;nublado;6;24;450,0
25;nublado;7;9;150,0
25;nublado;8;13;450,0
25;nublado;9;7;376,6
26;parcialmente_nublado;1;28;500,0
26;parcialmente_nublado;2;15;100,0
26;parcialmente_nublado;3;27;800,0
26;parcialmente_nublado;4;22;400,0
26;parcialmente_nublado;5;1;500,0
26;parcialmente_nublado;6;13;176,6
27;ceu_aberto;1;21;800,0
27;ceu_aberto;2;29;450,0
27;ceu_aberto;3;10;50,0
27;ceu_aberto;4;8;750,0
27;ceu_aberto;5;3;400,0
27;ceu_aberto;6;15;26,6
28;ceu_aberto;1;7;400,0
28;ceu_aberto;2;1;100,0
28;ceu_aberto;3;4;750,0
28;ceu_aberto;4;28;150,0
28;ceu_aberto;5;19;250,0
28;ceu_aberto;6;2;350,0
28;ceu_aberto;7;27;476,6
29;parcialmente_nublado;1;29;300,0
29;parcialmente_nublado;2;21;650,0
29;parcialmente_nublado;3;11;400,0
29;parcialmente_nublado;4;25;150,0
29;parcialmente_nublado;5;15;750,0
29;parcialmente_nublado;6;27;226,6
30;ceu_aberto;1;4;650,0
30;ceu_aberto;2;34;850,0
30;ceu_aberto;3;22;350,0
30;ceu_aberto;4;11;600,0
30;ceu_aberto;5;26;26,6
31;nublado;1;32;200,0
31;nublado;2;30;750,0
31;nublado;3;26;50,0
31;nublado;4;15;250,0
31;nublado;5;21;250,0
31;nublado;6;31;300,0
31;nublado;7;28;300,0
31;nublado;8;13;50,0
31;nublado;9;23;100,0
31;nublado;10;3;226,6
32;nublado;1;9;50,0
32;nublado;2;24;250,0
32;nublado;3;30;250,0
32;nublado;4;30;450,0
32;nublado;5;28;300,0
32;nublado;6;10;600,0
32;nublado;7;3;576,6
33;ceu_aberto;1;12;200,0
33;ceu_aberto;2;5;100,0
33;ceu_aberto;3;34;800,0
33;ceu_aberto;4;16;500,0
33;ceu_aberto;5;29;50,0
33;ceu_aberto;6;13;50,0
33;ceu_aberto;7;7;350,0
33;ceu_aberto;8;11;150,0
33;ceu_aberto;9;27;50,0
33;ceu_aberto;10;12;226,6
34;parcialmente_nublado;1;9;450,0
34;parcialmente_nublado;2;29;600,0
34;parcialmente_nublado;3;5;900,0
34;parcialmente_nublado;4;29;250,0
34;parcialmente_nublado;5;5;200,0
34;parcialmente_nublado;6;23;76,6
35;nublado;1;4;450,0
35;nublado;2;14;1000,0
35;nublado;3;7;300,0
35;nublado;4;6;100,0
35;nublado;5;10;550,0
35;nublado;6;21;76,6
36;parcialmente_nublado;1;15;550,0
36;parcialmente_nublado;2;15;250,0
36;parcialmente_nublado;3;27;300,0
36;parcialmente_nublado;4;17;250,0
36;parcialmente_nublado;5;18;550,0
36;parcialmente_nublado;6;12;400,0
36;parcialmente_nublado;7;32;176,6
37;nublado;1;2;200,0
37;nublado;2;28;250,0
37;nublado;3;4;250,0
37;nublado;4;34;200,0
37;nublado;5;13;500,0
37;nublado;6;12;150,0
37;nublado;7;4;500,0
37;nublado;8;14;400,0
37;nublado;9;11;26,6
38;parcialmente_nublado;1;32;300,0
38;parcialmente_nublado;2;4;450,0
38;parcialmente_nublado;3;15;200,0
38;parcialmente_nublado;4;17;650,0
38;parcialmente_nublado;5;1;250,0
38;parcialmente_nublado;6;2;500,0
38;parcialmente_nublado;7;13;126,6
39;ceu_aberto;1;25;300,0
39;ceu_aberto;2;6;350,0
39;ceu_aberto;3;15;150,0
39;ceu_aberto;4;32;500,0
39;ceu_aberto;5;8;550,0
39;ceu_aberto;6;8;350,0
39;ceu_aberto;7;2;200,0
39;ceu_aberto;8;31;76,6
40;ceu_aberto;1;13;750,0
40;ceu_aberto;2;28;250,0
40;ceu_aberto;3;13;50,0
40;ceu_aberto;4;31;200,0
40;ceu_aberto;5;34;50,0
40;ceu_aberto;6;21;100,0
40;ceu_aberto;7;13;600,0
40;ceu_aberto;8;3;450,0
40;ceu_aberto;9;25;26,6
41;nublado;1;34;400,0
41;nublado;2;31;350,0
41;nublado;3;27;950,0
41;nublado;4;18;600,0
41;nublado;5;31;150,0
41;nublado;6;4;26,6
42;parcialmente_nublado;1;29;1000,0
42;parcialmente_nublado;2;26;350,0
42;parcialmente_nublado;3;21;350,0
42;parcialmente_nublado;4;19;250,0
42;parcialmente_nublado;5;1;350,0
42;parcialmente_nublado;6;4;150,0
42;parcialmente_nublado;7;29;26,6
43;nublado;1;23;100,0
43;nublado;2;5;300,0
43;nublado;3;22;250,0
43;nublado;4;12;50,0
43;nublado;5;21;600,0
43;nublado;6;19;200,0
43;nublado;7;34;600,0
43;nublado;8;4;350,0
43;nublado;9;14;26,6
44;nublado;1;27;50,0
44;nublado;2;12;600,0
44;nublado;3;28;50,0
44;nublado;4;2;200,0
44;nublado;5;22;600,0
44;nublado;6;31;100,0
44;nublado;7;12;350,0
44;nublado;8;2;100,0
44;nublado;9;11;426,6
45;nublado;1;24;50,0
45;nublado;2;10;250,0
45;nublado;3;13;700,0
45;nublado;4;18;200,0
45;nublado;5;31;750,0
45;nublado;6;23;526,6
46;parcialmente_nublado;1;26;250,0
46;parcialmente_nublado;2;18;350,0
46;parcialmente_nublado;3;8;950,0
46;parcialmente_nublado;4;18;300,0
46;parcialmente_nublado;5;14;350,0
46;parcialmente_nublado;6;10;100,0
46;parcialmente_nublado;7;11;176,6
47;parcialmente_nublado;1;26;100,0
47;parcialmente_nublado;2;17;1000,0
47;parcialmente_nublado;3;12;500,0
47;parcialmente_nublado;4;29;200,0
47;parcialmente_nublado;5;31;450,0
47;parcialmente_nublado;6;7;226,6
48;parcialmente_nublado;1;34;500,0
48;parcialmente_nublado;2;20;50,0
48;parcialmente_nublado;3;27;200,0
48;parcialmente_nublado;4;24;200,0
48;parcialmente_nublado;5;18;450,0
48;parcialmente_nublado;6;15;50,0
48;parcialmente_nublado;7;32;450,0
48;parcialmente_nublado;8;31;576,6
49;nublado;1;15;600,0
49;nublado;2;19;200,0
49;nublado;3;26;400,0
49;nublado;4;24;50,0
49;nublado;5;23;650,0
49;nublado;6;28;576,6
50;ceu_aberto;1;8;250,0
50;ceu_aberto;2;8;400,0
50;ceu_aberto;3;26;500,0
50;ceu_aberto;4;34;850,0
50;ceu_aberto;5;12;476,6
