id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
37;parcialmente_nublado;0,0008;0,0007;0,0008;0,001;0,0008;0,0053;0,036;0,2001;0,3957;0,6091;0,6503;0,831;0,8595;0,6772;0,6231;0,3947;0,1607;0,0495;0,005;0,0009;0,0006;0,0004;0,0004;0,0004
38;parcialmente_nublado;0,0009;0,001;0,0011;0,0012;0,0007;0,0033;0,0621;0,1578;0,3771;0,6653;0,7508;0,9526;0,6874;0,849;0,6053;0,3231;0,2247;0,0611;0,0048;0,0007;0,0007;0,0004;0,0004;0,0003
39;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0138;0,0891;0,214;0,4419;0,6147;0,6991;0,6801;0,732;0,5963;0,6357;0,3325;0,1965;0,0562;0,0044;0,0;0,0002;0,0015;0,002;0,0017
40;parcialmente_nublado;0,0011;0,0008;0,001;0,0012;0,0008;0,0039;0,0487;0,2185;0,3759;0,5893;0,8158;1,0;0,9857;0,8033;0,6557;0,3671;0,2148;0,0473;0,0059;0,0007;0,0006;0,0004;0,0004;0,0004
41;parcialmente_nublado;0,0008;0,0011;0,001;0,0012;0,0008;0,0043;0,0544;0,1839;0,3763;0,5642;0,9643;0,8246;0,754;0,8567;0,5004;0,4482;0,2184;0,0488;0,0049;0,0008;0,0007;0,0003;0,0004;0,0003
42;parcialmente_nublado;0,0012;0,0009;0,0012;0,0011;0,0009;0,0044;0,0569;0,1912;0,385;0,5713;0,9761;1,0;0,9614;0,752;0,5047;0,3402;0,2375;0,0488;0,0038;0,0007;0,0007;0,0004;0,0004;0,0004
43;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0114;0,0741;0,2537;0,358;0,4816;0,6532;0,6934;0,6126;0,8224;0,5166;0,3055;0,2007;0,0654;0,004;0,0;0,0002;0,0014;0,0015;0,0016
44;parcialmente_nublado;0,001;0,001;0,0012;0,0008;0,0007;0,0043;0,0371;0,1643;0,3912;0,5355;0,7307;0,7616;0,8594;0,8499;0,5077;0,3923;0,2039;0,049;0,0059;0,0008;0,0006;0,0004;0,0004;0,0004
45;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0035;0,0411;0,1999;0,423;0,7198;0,6817;0,9059;0,8507;0,8621;0,7472;0,5176;0,2414;0,0484;0,0017;0,0002;0,0;0,0;0,0;0,0001
46;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0117;0,0664;0,2371;0,4033;0,5564;0,7272;0,6098;0,7058;0,5237;0,4762;0,3483;0,1338;0,0644;0,0041;0,0;0,0002;0,0014;0,0015;0,0019
47;parcialmente_nublado;0,0008;0,0009;0,0013;0,001;0,0008;0,0039;0,0445;0,2263;0,3705;0,6284;0,7737;0,8995;0,925;0,6855;0,6026;0,342;0,2201;0,0651;0,006;0,0008;0,0006;0,0004;0,0004;0,0004
48;parcialmente_nublado;0,001;0,0009;0,0012;0,001;0,0008;0,0045;0,0601;0,1956;0,343;0,5209;0,8895;0,8349;0,7876;0,619;0,5888;0,3917;0,2223;0,0493;0,0057;0,0009;0,0006;0,0004;0,0004;0,0003
49;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0095;0,0971;0,3067;0,4322;0,4352;0,5835;0,5303;0,7;0,7457;0,4853;0,3255;0,2025;0,0426;0,0039;0,0;0,0002;0,0015;0,0017;0,0021
50;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0387;0,2271;0,5505;0,7398;0,8563;0,8719;0,8056;1,0;0,6632;0,4847;0,2166;0,0453;0,0022;0,0003;0,0;0,0;0,0;0,0001
51;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0139;0,0707;0,2203;0,4463;0,4768;0,7398;0,603;0,5419;0,5857;0,5512;0,2766;0,2157;0,0522;0,0043;0,0;0,0002;0,0014;0,0017;0,0018
52;nublado;0,0005;0,0;0,0;0,0001;0,0;0,012;0,1002;0,2953;0,3784;0,4356;0,6833;0,5975;0,5696;0,5867;0,4517;0,3511;0,1851;0,0555;0,0054;0,0;0,0002;0,0018;0,0018;0,0017
53;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0109;0,1026;0,2669;0,3261;0,5646;0,5363;0,6063;0,6479;0,7201;0,5278;0,3727;0,2133;0,0521;0,0039;0,0;0,0002;0,0016;0,0019;0,0017
54;parcialmente_nublado;0,0009;0,0008;0,0011;0,001;0,0009;0,0044;0,0504;0,1645;0,3898;0,4878;0,9044;0,6117;0,7845;0,686;0,6375;0,3227;0,1706;0,0471;0,0039;0,0009;0,0008;0,0004;0,0004;0,0004
55;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0024;0,0426;0,2032;0,4215;0,5798;1,0;0,9161;0,89;0,8195;0,6838;0,6127;0,2479;0,0473;0,0021;0,0003;0,0;0,0;0,0;0,0001
56;parcialmente_nublado;0,0012;0,001;0,0011;0,0011;0,0009;0,0042;0,0552;0,2063;0,4536;0,7434;0,8187;0,8077;0,9373;0,6852;0,6394;0,4476;0,1695;0,0471;0,0046;0,0008;0,0006;0,0004;0,0005;0,0003
57;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0111;0,1012;0,2586;0,4068;0,5665;0,7184;0,6774;0,5321;0,6612;0,5162;0,3938;0,1422;0,0576;0,0043;0,0;0,0002;0,0018;0,0017;0,0015
58;parcialmente_nublado;0,0009;0,0008;0,0012;0,0011;0,0008;0,0041;0,0614;0,1731;0,3348;0,6883;0,5792;0,8862;1,0;0,9128;0,4941;0,4001;0,1569;0,0578;0,0062;0,0008;0,0007;0,0004;0,0004;0,0003
59;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0114;0,0817;0,2933;0,3903;0,5459;0,6243;0,7199;0,7018;0,603;0,5032;0,3543;0,1528;0,0625;0,0043;0,0;0,0002;0,0016;0,0017;0,0019
60;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0136;0,0873;0,2804;0,3779;0,552;0,6084;0,8156;0,6055;0,6505;0,4807;0,3481;0,1946;0,0559;0,0038;0,0;0,0002;0,0018;0,0015;0,0016
61;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0024;0,037;0,2848;0,4084;0,715;0,8825;1,0;1,0;0,8044;0,7933;0,5208;0,2556;0,0409;0,0021;0,0003;0,0;0,0;0,0;0,0001
62;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0113;0,0914;0,2416;0,3592;0,6232;0,6627;0,7465;0,7066;0,6015;0,4223;0,4035;0,1864;0,0602;0,0038;0,0;0,0001;0,0014;0,0013;0,0018
63;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0142;0,1022;0,3183;0,4011;0,5098;0,7184;0,5151;0,601;0,5546;0,4818;0,3518;0,2282;0,0481;0,0029;0,0;0,0002;0,0017;0,0013;0,002
64;parcialmente_nublado;0,0012;0,0008;0,0011;0,0009;0,0007;0,0041;0,0554;0,1583;0,4577;0,6208;0,7039;0,9544;1,0;0,7122;0,5827;0,3911;0,2202;0,0472;0,0051;0,0009;0,0007;0,0004;0,0004;0,0004
65;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0118;0,0824;0,2362;0,3651;0,6244;0,6986;0,8478;0,5099;0,5916;0,4361;0,3606;0,1865;0,051;0,0046;0,0;0,0002;0,0014;0,0015;0,0017
66;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0036;0,0513;0,1802;0,4278;0,7277;0,7597;1,0;0,9546;0,8947;0,6158;0,4723;0,2331;0,0464;0,0017;0,0003;0,0;0,0;0,0;0,0001
67;parcialmente_nublado;0,0009;0,0007;0,0012;0,001;0,0006;0,0049;0,0481;0,2254;0,2956;0,5811;0,9267;0,948;0,9452;0,8026;0,5461;0,3756;0,2358;0,0522;0,0056;0,0009;0,0005;0,0003;0,0003;0,0004
68;parcialmente_nublado;0,001;0,001;0,001;0,0011;0,0008;0,0045;0,0473;0,1988;0,4372;0,5991;0,7536;0,9322;0,8203;0,7121;0,5632;0,3582;0,1502;0,0437;0,0044;0,0009;0,0006;0,0004;0,0004;0,0004
69;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0145;0,1039;0,2574;0,4102;0,4945;0,6319;0,7451;0,6594;0,5406;0,5011;0,3762;0,1825;0,0565;0,0044;0,0;0,0002;0,0014;0,0016;0,0013
70;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0117;0,0905;0,3004;0,3603;0,4997;0,7634;0,5534;0,6589;0,5536;0,4636;0,3451;0,2144;0,0607;0,0037;0,0;0,0002;0,0017;0,0015;0,0016
71;parcialmente_nublado;0,0011;0,0009;0,001;0,0012;0,001;0,0043;0,0502;0,1338;0,3317;0,5731;0,8015;0,8696;0,7255;0,6919;0,6364;0,3983;0,1716;0,0653;0,0048;0,001;0,0005;0,0003;0,0005;0,0005
72;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0411;0,2311;0,442;0,5808;0,7557;0,9049;1,0;0,9073;0,723;0,356;0,2016;0,0391;0,0024;0,0003;0,0;0,0;0,0;0,0001
73;parcialmente_nublado;0,0008;0,001;0,0013;0,0011;0,0009;0,0037;0,0443;0,1741;0,3477;0,6539;0,7841;0,8839;0,8123;0,5157;0,5729;0,3493;0,2177;0,0501;0,006;0,0008;0,0006;0,0004;0,0005;0,0004
74;parcialmente_nublado;0,0009;0,0009;0,0012;0,0011;0,0007;0,0047;0,0477;0,2068;0,4157;0,5409;0,7047;0,8537;0,9847;0,8357;0,6463;0,4697;0,183;0,0531;0,0043;0,0008;0,0006;0,0004;0,0003;0,0004
75;parcialmente_nublado;0,001;0,0009;0,0013;0,001;0,0008;0,0039;0,0431;0,1714;0,4211;0,5711;0,8263;0,9005;0,8513;0,7516;0,5452;0,4081;0,2312;0,058;0,0056;0,0007;0,0006;0,0004;0,0004;0,0004
76;parcialmente_nublado;0,0011;0,0008;0,001;0,0008;0,0008;0,0048;0,0493;0,2086;0,3567;0,5859;0,8985;0,7684;0,9788;0,8009;0,6656;0,441;0,2192;0,045;0,0044;0,0008;0,0006;0,0004;0,0004;0,0004
77;nublado;0,0006;0,0;0,0;0,0001;0,0;0,014;0,0886;0,244;0,3811;0,4635;0,6249;0,6498;0,5089;0,395;0,4609;0,3925;0,2147;0,0604;0,0042;0,0;0,0002;0,0016;0,0018;0,0018
78;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0129;0,0946;0,2551;0,3643;0,5921;0,593;0,7591;0,6285;0,5338;0,4124;0,3047;0,2177;0,0499;0,004;0,0;0,0002;0,0013;0,0018;0,0015
79;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0132;0,1036;0,2897;0,4639;0,4151;0,5185;0,5528;0,6149;0,6977;0,537;0,3087;0,2441;0,0552;0,0042;0,0;0,0002;0,0015;0,0017;0,0021
80;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0136;0,095;0,2876;0,3984;0,4453;0,7036;0,7084;0,6993;0,6258;0,4976;0,3501;0,2122;0,0557;0,0045;0,0;0,0002;0,0019;0,0013;0,0017
81;parcialmente_nublado;0,0009;0,001;0,0011;0,0011;0,0007;0,0041;0,0533;0,1584;0,3883;0,6305;0,8634;0,8254;0,9386;0,86;0,5637;0,4399;0,1702;0,0495;0,0057;0,0007;0,0007;0,0004;0,0003;0,0005
82;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0101;0,0854;0,2137;0,3867;0,4931;0,6448;0,672;0,7319;0,7133;0,408;0,4003;0,1965;0,0571;0,0038;0,0;0,0002;0,0016;0,0019;0,0018
83;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0109;0,1022;0,2663;0,397;0,5024;0,6714;0,5116;0,7234;0,5327;0,4416;0,3389;0,1971;0,0431;0,0034;0,0;0,0002;0,0017;0,0018;0,0017
84;parcialmente_nublado;0,0011;0,0009;0,0012;0,0012;0,0009;0,003;0,0615;0,1718;0,3458;0,522;0,7655;0,8253;0,9549;0,8297;0,6171;0,4483;0,1933;0,053;0,0056;0,0008;0,0007;0,0004;0,0004;0,0004
85;parcialmente_nublado;0,0009;0,0009;0,0012;0,001;0,0009;0,0045;0,0507;0,143;0,4033;0,6423;0,6596;0,867;0,8943;0,8636;0,6493;0,3802;0,1862;0,0335;0,0052;0,0007;0,0006;0,0003;0,0004;0,0004
86;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0036;0,0477;0,2281;0,4226;0,6706;0,916;0,9405;0,7884;0,9649;0,715;0,5444;0,2347;0,0447;0,0024;0,0003;0,0;0,0;0,0;0,0001
87;parcialmente_nublado;0,0011;0,0009;0,0011;0,0009;0,0008;0,0035;0,0499;0,1628;0,3015;0,6573;0,9666;0,7602;0,7806;0,816;0,501;0,3511;0,1727;0,0648;0,0053;0,0008;0,0006;0,0004;0,0004;0,0004
88;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0289;0,265;0,43;0,7234;0,8122;1,0;1,0;0,9647;0,7772;0,582;0,2143;0,0393;0,0021;0,0003;0,0;0,0;0,0;0,0001
89;parcialmente_nublado;0,001;0,001;0,0013;0,0011;0,0008;0,004;0,0566;0,1639;0,4322;0,6067;0,6524;0,8893;0,8516;0,7022;0,5956;0,4504;0,13;0,0456;0,0059;0,0008;0,0005;0,0004;0,0004;0,0004
90;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0113;0,082;0,2577;0,4669;0,5924;0,4875;0,6982;0,6541;0,5032;0,5398;0,3913;0,1759;0,054;0,0042;0,0;0,0002;0,0017;0,0017;0,002
91;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0419;0,234;0,3816;0,8117;1,0;0,9495;0,8892;0,7988;0,6843;0,5026;0,2427;0,0578;0,0021;0,0003;0,0;0,0;0,0;0,0001
92;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0098;0,0868;0,303;0,367;0,6413;0,6851;0,6287;0,5263;0,5945;0,549;0,4328;0,182;0,0564;0,004;0,0;0,0002;0,0019;0,0012;0,0018
93;parcialmente_nublado;0,0012;0,001;0,0012;0,001;0,001;0,0037;0,0532;0,1661;0,3924;0,5616;0,8739;0,8697;0,8558;0,8167;0,6301;0,4126;0,1929;0,0521;0,0055;0,0008;0,0005;0,0003;0,0003;0,0003
94;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,0515;0,1417;0,4144;0,5188;0,7737;1,0;0,8775;0,9746;0,7619;0,5606;0,1823;0,0507;0,0026;0,0003;0,0;0,0;0,0;0,0001
95;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0373;0,2145;0,4747;0,7653;0,822;1,0;0,9251;0,8268;0,7102;0,5708;0,3041;0,0542;0,0022;0,0003;0,0;0,0;0,0;0,0001
96;parcialmente_nublado;0,0009;0,0009;0,001;0,0011;0,0009;0,0036;0,0517;0,2172;0,3715;0,4002;0,7791;0,7848;0,9336;0,5753;0,5544;0,3471;0,1779;0,052;0,0047;0,0009;0,0006;0,0003;0,0003;0,0004
97;parcialmente_nublado;0,001;0,0008;0,0011;0,001;0,001;0,0039;0,0487;0,1842;0,4396;0,6009;0,8541;0,9787;0,909;1,0;0,4951;0,436;0,2037;0,0543;0,0058;0,001;0,0006;0,0005;0,0004;0,0003
98;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,0439;0,1774;0,3396;0,7059;0,644;1,0;0,8243;0,9887;0,7383;0,5326;0,2269;0,051;0,0022;0,0002;0,0;0,0;0,0;0,0001
99;parcialmente_nublado;0,0009;0,0009;0,0011;0,0011;0,0008;0,0037;0,0502;0,1933;0,3405;0,5581;0,771;1,0;0,877;0,7364;0,5623;0,4158;0,1773;0,0468;0,0053;0,0008;0,0006;0,0004;0,0005;0,0004
100;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0153;0,0855;0,2624;0,5918;0,5797;0,6539;0,803;0,7024;0,5845;0,4928;0,2954;0,1735;0,0473;0,0045;0,0;0,0002;0,0016;0,0014;0,0019
101;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,051;0,1998;0,4206;0,611;0,908;1,0;0,9955;0,9051;0,7393;0,5716;0,235;0,0516;0,0026;0,0003;0,0;0,0;0,0;0,0001
102;parcialmente_nublado;0,0008;0,0009;0,0011;0,001;0,0009;0,0052;0,0593;0,1755;0,3603;0,5294;0,6259;0,774;0,8114;0,7344;0,5592;0,4451;0,1893;0,0495;0,0051;0,001;0,0005;0,0004;0,0004;0,0005
103;parcialmente_nublado;0,001;0,001;0,001;0,0012;0,0009;0,0044;0,0709;0,1677;0,3952;0,509;0,8005;0,9379;1,0;0,8257;0,6772;0,3763;0,1777;0,0482;0,0057;0,0007;0,0006;0,0004;0,0004;0,0004
104;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0125;0,0862;0,2553;0,3666;0,5578;0,7154;0,6523;0,6432;0,7381;0,5803;0,3094;0,1426;0,0501;0,0042;0,0;0,0002;0,002;0,0016;0,0019
105;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0152;0,0783;0,2586;0,4261;0,4858;0,4764;0,7549;0,6947;0,6798;0,4835;0,3128;0,1821;0,0427;0,0041;0,0;0,0002;0,0017;0,0016;0,0021
106;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0438;0,1917;0,4181;0,6252;0,8175;0,6253;0,8793;1,0;0,7152;0,5778;0,2715;0,0475;0,0018;0,0003;0,0;0,0;0,0;0,0001
107;parcialmente_nublado;0,0011;0,0009;0,0011;0,0011;0,0006;0,0038;0,0506;0,203;0,3464;0,6269;1,0;0,7516;0,7913;0,6148;0,5546;0,344;0,1639;0,0458;0,0051;0,0008;0,0006;0,0004;0,0003;0,0004
108;parcialmente_nublado;0,0008;0,0007;0,0011;0,0012;0,0008;0,004;0,0556;0,198;0,38;0,6334;0,925;0,9122;0,7456;0,825;0,6345;0,4309;0,2141;0,0485;0,0047;0,0009;0,0007;0,0004;0,0004;0,0004
109;parcialmente_nublado;0,0011;0,0008;0,0012;0,0011;0,0009;0,0043;0,0535;0,2114;0,4246;0,5771;0,8091;1,0;0,8873;0,7694;0,5695;0,3029;0,1873;0,0518;0,0054;0,0008;0,0006;0,0004;0,0005;0,0003
110;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0099;0,0659;0,1988;0,3521;0,4918;0,5761;0,8831;0,5446;0,5206;0,4298;0,3906;0,1585;0,0467;0,0044;0,0;0,0002;0,0012;0,0016;0,0016
111;parcialmente_nublado;0,001;0,0009;0,0011;0,0013;0,0007;0,0036;0,0525;0,1691;0,475;0,6276;0,9857;0,9357;0,6805;0,6204;0,5479;0,404;0,2103;0,0494;0,0061;0,001;0,0006;0,0005;0,0003;0,0004
