id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;subtensao_manhã;sobretensao_manhã;subtensao_tarde;sobretensao_tarde;subtensao_noite;sobretensao_noite;subtensao_madrugada;sobretensao_madrugada;subtensao_bess_carga;sobretensao_bess_carga;subtensao_bess_pós_carga_pré_descarga;sobretensao_bess_pós_carga_pré_descarga;subtensao_bess_descarga;sobretensao_bess_descarga;subtensao_bess_fora_de_operacao;sobretensao_bess_fora_de_operacao;horas_com_erro_max_control;pen_pct
37;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
38;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
39;ceu_aberto;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
40;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
41;ceu_aberto;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
42;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
43;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
44;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
45;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
46;ceu_aberto;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
47;nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
48;ceu_aberto;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
49;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
50;parcialmente_nublado;0;0,0;0;0,0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0
