id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;subtensao_manhã;sobretensao_manhã;subtensao_tarde;sobretensao_tarde;subtensao_noite;sobretensao_noite;subtensao_madrugada;sobretensao_madrugada;subtensao_bess_carga;sobretensao_bess_carga;subtensao_bess_pós_carga_pré_descarga;sobretensao_bess_pós_carga_pré_descarga;subtensao_bess_descarga;sobretensao_bess_descarga;subtensao_bess_fora_de_operacao;sobretensao_bess_fora_de_operacao;horas_com_erro_max_control;horas_com_voltvar_ativo;pen_pct
22;nublado;5;1592,1;5;557,24;1;7;1;6;2;6;2;0;1;7;1;6;1;6;2;7;0;21;90
23;ceu_aberto;5;1592,1;5;557,24;4;9;2;7;2;6;2;0;4;7;1;7;1;6;2;9;0;19;90
24;parcialmente_nublado;5;1592,1;5;557,24;4;7;1;6;2;6;2;0;4;7;1;6;1;6;2;7;0;24;90
25;ceu_aberto;5;1592,1;5;557,24;4;9;4;7;2;6;2;0;4;7;1;7;1;6;2;9;0;19;90
26;parcialmente_nublado;5;1592,1;5;557,24;2;8;4;7;2;6;2;0;4;7;1;6;1;6;2;8;0;24;90
27;ceu_aberto;5;1592,09;5;557,23;2;7;4;7;2;6;2;0;4;7;1;7;1;6;3;7;0;19;90
28;ceu_aberto;5;1592,1;5;557,22;6;9;6;7;2;6;2;0;6;7;1;7;1;6;2;9;0;19;90
29;ceu_aberto;5;1592,09;5;557,23;6;7;6;7;2;5;2;0;6;7;1;7;1;5;2;7;0;19;90
30;parcialmente_nublado;5;1592,11;5;557,24;2;7;6;7;2;6;2;0;6;7;1;7;1;6;2;7;0;24;90
31;ceu_aberto;5;1592,11;5;557,24;3;7;4;7;2;6;2;2;4;7;1;7;1;6;2;9;0;19;90
32;parcialmente_nublado;5;1592,09;5;557,23;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
33;ceu_aberto;5;1592,1;5;557,23;3;9;2;7;2;6;2;0;3;7;1;7;1;6;2;9;0;19;90
34;nublado;5;1592,1;5;557,23;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;90
35;ceu_aberto;5;1592,1;5;557,23;2;7;6;7;2;6;2;0;6;7;1;7;1;6;3;7;0;19;90
36;parcialmente_nublado;5;1592,1;5;557,24;4;7;1;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;90
37;ceu_aberto;5;1592,1;5;557,24;4;9;2;7;2;6;2;0;4;7;1;7;1;6;2;9;0;19;90
38;ceu_aberto;5;1592,1;5;557,24;8;7;8;7;2;6;2;0;8;7;1;7;1;6;2;7;0;19;90
39;parcialmente_nublado;5;1592,1;5;557,24;2;7;4;7;2;6;2;0;4;7;1;6;1;6;2;7;0;24;90
40;nublado;5;1592,1;5;557,23;1;7;2;6;2;6;2;0;2;6;1;6;1;6;2;7;0;21;90
41;ceu_aberto;5;1592,1;5;557,25;2;9;2;8;2;6;2;0;2;7;1;8;1;6;3;9;0;19;90
42;ceu_aberto;5;1592,1;5;557,23;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;19;90
43;ceu_aberto;5;1592,09;5;557,24;6;7;2;7;2;6;2;0;6;7;1;7;1;6;2;7;0;19;90
44;ceu_aberto;5;1592,1;5;557,22;4;11;3;7;2;6;2;0;4;7;1;7;1;6;2;11;0;19;90
45;ceu_aberto;5;1592,1;5;557,23;24;9;3;7;2;6;2;0;22;7;1;7;1;6;25;9;0;19;90
46;ceu_aberto;5;1592,1;5;557,23;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
47;ceu_aberto;5;1592,09;5;557,24;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
48;ceu_aberto;5;1592,1;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
49;nublado;5;1592,1;5;557,23;1;7;1;7;2;6;2;0;1;6;1;7;1;6;2;7;0;21;90
50;parcialmente_nublado;5;1592,11;5;557,24;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
51;parcialmente_nublado;5;1592,1;5;557,24;1;9;4;7;2;6;2;0;4;7;1;7;1;6;2;9;0;24;90
52;ceu_aberto;5;1592,1;5;557,24;2;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
53;parcialmente_nublado;5;1592,09;5;557,24;4;7;4;7;2;6;2;0;4;7;1;6;1;6;2;7;0;24;90
54;ceu_aberto;5;1592,1;5;557,23;3;7;1;7;2;6;2;0;3;7;1;7;1;6;2;7;0;19;90
55;nublado;5;1592,09;5;557,24;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;21;90
56;ceu_aberto;5;1592,09;5;557,23;2;7;4;7;2;6;2;0;4;7;1;6;1;6;3;7;0;19;90
57;ceu_aberto;5;1592,11;5;557,24;4;9;2;7;2;5;2;0;2;7;1;7;1;5;5;9;0;19;90
58;parcialmente_nublado;5;1592,1;5;557,24;2;7;2;6;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
59;ceu_aberto;5;1592,09;5;557,22;4;9;4;7;2;6;2;0;4;7;1;7;1;6;2;9;0;19;90
60;parcialmente_nublado;5;1592,1;5;557,23;2;8;1;7;2;6;2;0;2;7;1;6;1;6;2;8;0;24;90
61;ceu_aberto;5;1592,11;5;557,23;6;7;21;8;2;6;2;0;21;7;1;8;1;6;7;7;0;19;90
62;nublado;5;1592,1;5;557,23;2;8;1;7;2;6;2;0;2;6;1;7;1;6;2;8;0;21;90
63;ceu_aberto;5;1592,11;5;557,23;4;7;1;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
64;ceu_aberto;5;1592,09;5;557,24;4;7;6;7;2;5;2;0;6;7;1;7;1;5;5;7;0;19;90
65;parcialmente_nublado;5;1592,1;5;557,23;2;9;2;7;2;6;2;0;2;7;1;7;1;6;2;9;0;24;90
66;parcialmente_nublado;5;1592,1;5;557,23;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
67;ceu_aberto;5;1592,1;5;557,24;11;7;2;7;2;6;2;2;2;7;1;7;1;6;12;9;0;19;90
68;nublado;5;1592,1;5;557,23;1;7;1;6;2;5;2;0;1;6;1;6;1;5;2;7;0;21;90
69;parcialmente_nublado;5;1592,11;5;557,23;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;90
70;nublado;5;1592,09;5;557,23;1;7;1;6;2;6;2;0;1;7;1;6;1;6;2;7;0;21;90
71;ceu_aberto;5;1592,1;5;557,24;2;7;17;7;2;6;2;0;17;7;1;7;1;6;2;7;0;19;90
72;parcialmente_nublado;5;1592,11;5;557,22;1;7;1;7;2;6;2;0;1;7;1;6;1;6;2;7;0;24;90
73;ceu_aberto;5;1592,1;5;557,24;6;9;2;7;2;6;2;0;6;7;1;7;1;6;2;9;0;19;90
74;ceu_aberto;5;1592,1;5;557,2299999999999;22;9;19;7;2;6;2;0;22;7;1;7;1;6;2;9;0;19;90
75;parcialmente_nublado;5;1592,11;5;557,24;2;7;22;6;2;6;2;0;22;7;1;6;1;6;2;7;0;24;90
76;parcialmente_nublado;5;1592,1;5;557,25;2;7;1;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
77;ceu_aberto;5;1592,1;5;557,24;1;7;19;7;2;6;2;0;19;7;1;7;1;6;2;7;0;19;90
78;parcialmente_nublado;5;1592,09;5;557,23;2;9;1;6;2;6;2;0;2;6;1;6;1;6;2;9;0;24;90
79;ceu_aberto;5;1592,11;5;557,23;4;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
80;ceu_aberto;5;1592,09;5;557,25;2;8;2;7;2;6;2;0;2;7;1;6;1;6;2;8;0;19;90
81;ceu_aberto;5;1592,1;5;557,24;8;7;3;6;2;6;2;0;3;7;1;6;1;6;9;7;0;19;90
82;ceu_aberto;5;1592,1;5;557,24;3;8;4;7;2;6;2;0;4;7;1;7;1;6;2;8;0;19;90
83;nublado;5;1592,1;5;557,24;1;8;1;7;2;6;2;0;1;6;1;7;1;6;2;8;0;21;90
84;ceu_aberto;5;1592,1;5;557,23;4;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
85;ceu_aberto;5;1592,1;5;557,23;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
86;parcialmente_nublado;5;1592,1;5;557,24;22;7;1;7;2;6;2;0;22;7;1;6;1;6;2;7;0;24;90
87;parcialmente_nublado;5;1592,09;5;557,24;2;7;1;6;2;6;2;0;2;6;1;6;1;6;2;7;0;24;90
88;ceu_aberto;5;1592,1;5;557,22;4;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
89;ceu_aberto;5;1592,11;5;557,23;4;7;4;7;2;6;2;0;4;7;1;7;1;6;5;7;0;19;90
90;parcialmente_nublado;5;1592,1;5;557,24;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;90
91;ceu_aberto;5;1592,09;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
92;ceu_aberto;5;1592,1;5;557,24;6;7;2;7;2;5;2;0;6;7;1;7;1;5;2;7;0;19;90
93;ceu_aberto;5;1592,1;5;557,24;2;7;3;7;2;6;2;0;3;7;1;7;1;6;2;7;0;19;90
94;parcialmente_nublado;5;1592,1;5;557,23;2;7;1;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
95;nublado;5;1592,11;5;557,23;1;7;2;6;2;6;2;0;2;7;1;6;1;6;2;7;0;21;90
96;ceu_aberto;5;1592,1;5;557,23;4;9;2;7;2;6;2;0;4;7;1;7;1;6;2;9;0;19;90
97;ceu_aberto;5;1592,09;5;557,25;2;7;6;7;2;6;2;0;6;7;1;7;1;6;2;7;0;19;90
98;parcialmente_nublado;5;1592,11;5;557,24;22;7;2;8;2;6;2;0;22;7;1;8;1;6;2;7;0;24;90
99;ceu_aberto;5;1592,1;5;557,24;4;7;3;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
100;nublado;5;1592,1;5;557,24;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;90
101;ceu_aberto;5;1592,11;5;557,23;2;8;3;7;2;6;2;2;3;7;1;7;1;6;2;10;0;19;90
102;parcialmente_nublado;5;1592,1;5;557,24;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;90
103;parcialmente_nublado;5;1592,1;5;557,23;3;7;2;7;2;6;2;0;3;7;1;6;1;6;2;7;0;24;90
104;parcialmente_nublado;5;1592,09;5;557,25;2;7;17;7;2;6;2;0;17;7;1;7;1;6;2;7;0;24;90
105;nublado;5;1592,11;5;557,24;1;7;1;7;2;6;2;0;1;6;1;7;1;6;2;7;0;21;90
106;ceu_aberto;5;1592,1;5;557,24;3;7;3;7;2;6;2;0;3;7;1;7;1;6;2;7;0;19;90
107;parcialmente_nublado;5;1592,09;5;557,24;2;7;22;6;2;6;2;0;22;7;1;6;1;6;2;7;0;24;90
108;ceu_aberto;5;1592,1;5;557,23;4;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
109;ceu_aberto;5;1592,1;5;557,24;4;9;3;7;2;6;2;0;4;7;1;7;1;6;2;9;0;19;90
110;ceu_aberto;5;1592,1;5;557,24;6;7;22;7;2;6;2;0;22;7;1;7;1;6;7;7;0;19;90
111;parcialmente_nublado;5;1592,09;5;557,24;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
112;ceu_aberto;5;1592,11;5;557,24;17;7;2;7;2;6;2;0;2;7;1;7;1;6;18;7;0;19;90
113;nublado;5;1592,11;5;557,24;1;7;1;7;2;6;2;0;1;7;1;5;1;6;2;7;0;21;90
114;ceu_aberto;5;1592,11;5;557,23;2;7;4;9;2;6;2;0;4;9;1;7;1;6;2;7;0;19;90
115;ceu_aberto;5;1592,1;5;557,24;4;7;17;7;2;6;2;0;17;7;1;7;1;6;3;7;0;19;90
116;ceu_aberto;5;1592,09;5;557,24;22;7;22;7;2;6;2;0;22;7;1;7;1;6;3;7;0;19;90
117;ceu_aberto;5;1592,11;5;557,24;24;7;24;7;2;6;2;0;24;7;1;7;1;6;5;7;0;19;90
118;ceu_aberto;5;1592,1;5;557,24;19;7;4;7;2;6;2;0;19;7;1;7;1;6;3;7;0;19;90
119;parcialmente_nublado;5;1592,11;5;557,24;4;7;4;6;2;6;2;0;4;7;1;6;1;6;2;7;0;24;90
120;ceu_aberto;5;1592,1;5;557,23;22;9;22;7;2;6;2;0;22;7;1;7;1;6;2;9;0;19;90
121;ceu_aberto;5;1592,09;5;557,23;17;7;17;7;2;6;2;0;17;7;1;7;1;6;3;7;0;19;90
122;parcialmente_nublado;5;1592,1;5;557,24;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;90
123;parcialmente_nublado;5;1592,09;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
124;parcialmente_nublado;5;1592,09;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
125;nublado;5;1592,1;5;557,24;2;7;1;6;2;6;2;0;2;6;1;5;1;6;2;7;0;21;90
126;ceu_aberto;5;1592,1;5;557,24;3;9;8;9;2;6;2;0;8;7;1;9;1;6;2;9;0;19;90
127;parcialmente_nublado;5;1592,1;5;557,23;4;7;3;7;2;6;2;0;4;7;1;6;1;6;2;7;0;24;90
128;ceu_aberto;5;1592,09;5;557,24;4;7;19;7;2;6;2;0;19;7;1;7;1;6;3;7;0;19;90
129;ceu_aberto;5;1592,09;5;557,24;2;8;22;7;2;5;2;0;22;7;1;7;1;5;3;8;0;19;90
130;parcialmente_nublado;5;1592,1;5;557,23;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
131;parcialmente_nublado;5;1592,1;5;557,22;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
132;nublado;5;1592,11;5;557,23;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;90
133;ceu_aberto;5;1592,1;5;557,24;2;9;2;7;2;6;2;0;2;7;1;7;1;6;2;9;0;19;90
134;nublado;5;1592,1;5;557,24;1;7;1;9;2;6;2;0;1;6;1;9;1;6;2;7;0;21;90
135;ceu_aberto;5;1592,1;5;557,25;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
136;ceu_aberto;5;1592,1;5;557,23;4;8;4;7;2;6;2;0;4;7;1;7;1;6;2;8;0;19;90
137;ceu_aberto;5;1592,1;5;557,23;4;7;3;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
138;parcialmente_nublado;5;1592,09;5;557,24;2;8;2;7;2;6;2;0;2;7;1;6;1;6;2;8;0;24;90
139;parcialmente_nublado;5;1592,1;5;557,24;22;9;2;7;2;6;2;0;22;6;1;7;1;6;2;9;0;24;90
140;ceu_aberto;5;1592,1;5;557,23;22;7;22;7;2;6;2;0;22;6;1;7;1;6;5;7;0;19;90
141;nublado;5;1592,1;5;557,23;1;7;1;7;2;6;2;0;1;6;1;7;1;6;2;7;0;21;90
142;parcialmente_nublado;5;1592,1;5;557,23;2;9;18;6;2;6;2;0;18;7;1;6;1;6;2;9;0;24;90
143;ceu_aberto;5;1592,09;5;557,23;1;9;2;7;2;6;2;0;2;7;1;7;1;6;2;9;0;19;90
144;ceu_aberto;5;1592,1;5;557,24;4;7;2;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
145;parcialmente_nublado;5;1592,11;5;557,25;1;9;22;7;2;6;2;0;22;7;1;7;1;6;2;9;0;24;90
146;ceu_aberto;5;1592,1;5;557,24;3;7;2;8;2;6;2;2;3;8;1;7;1;6;2;9;0;19;90
147;ceu_aberto;5;1592,11;5;557,24;2;7;3;7;2;5;2;0;3;7;1;6;1;5;2;7;0;19;90
148;ceu_aberto;5;1592,1;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
149;ceu_aberto;5;1592,11;5;557,23;4;7;2;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
150;nublado;5;1592,09;5;557,23;1;7;1;7;2;6;2;0;1;7;1;2;1;6;2;7;0;21;90
151;ceu_aberto;5;1592,11;5;557,23;3;9;2;7;2;5;2;2;3;7;1;7;1;5;2;11;0;19;90
152;parcialmente_nublado;5;1592,1;5;557,23;2;7;1;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
153;parcialmente_nublado;5;1592,09;5;557,2399999999999;1;8;2;6;2;6;2;0;2;7;1;6;1;6;2;8;0;24;90
154;parcialmente_nublado;5;1592,1;5;557,24;1;8;3;7;2;6;2;0;3;7;1;7;1;6;2;8;0;24;90
155;nublado;5;1592,11;5;557,23;1;9;1;6;2;6;2;0;1;6;1;0;1;6;2;9;0;21;90
156;parcialmente_nublado;5;1592,1;5;557,23;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
157;ceu_aberto;5;1592,1;5;557,23;2;7;8;7;2;6;2;0;8;7;1;7;1;6;3;7;0;19;90
158;ceu_aberto;5;1592,1;5;557,23;2;7;2;7;2;6;2;0;2;7;1;7;1;6;3;7;0;19;90
159;ceu_aberto;5;1592,1;5;557,23;17;7;8;7;2;6;2;2;8;7;1;7;1;6;18;9;0;19;90
160;ceu_aberto;5;1592,1;5;557,23;22;7;2;7;2;6;2;0;22;7;1;7;1;6;2;7;0;19;90
161;ceu_aberto;5;1592,1;5;557,23;4;7;2;7;2;6;2;0;4;7;1;7;1;6;3;7;0;19;90
162;ceu_aberto;5;1592,11;5;557,22;17;7;2;7;2;5;2;0;17;7;1;7;1;5;7;7;0;19;90
163;parcialmente_nublado;5;1592,1;5;557,24;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
164;ceu_aberto;5;1592,1;5;557,24;4;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
165;ceu_aberto;5;1592,09;5;557,24;2;7;1;9;2;6;2;0;2;9;1;7;1;6;2;7;0;19;90
166;parcialmente_nublado;5;1592,1;5;557,23;3;7;2;7;2;6;2;0;3;7;1;6;1;6;2;7;0;24;90
167;ceu_aberto;5;1592,11;5;557,24;22;7;2;7;2;6;2;0;22;7;1;7;1;6;7;7;0;19;90
168;parcialmente_nublado;5;1592,1;5;557,25;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;90
169;ceu_aberto;5;1592,1;5;557,23;17;7;2;7;2;6;2;0;17;7;1;7;1;6;2;7;0;19;90
170;ceu_aberto;5;1592,1;5;557,22;4;7;3;9;2;6;2;0;4;9;1;7;1;6;2;7;0;19;90
171;ceu_aberto;5;1592,11;5;557,23;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
172;parcialmente_nublado;5;1592,11;5;557,24;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
173;parcialmente_nublado;5;1592,1;5;557,24;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;90
174;parcialmente_nublado;5;1592,1;5;557,24;2;8;1;7;2;6;2;0;2;7;1;6;1;6;2;8;0;24;90
175;nublado;5;1592,1;5;557,24;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;90
176;nublado;5;1592,11;5;557,24;2;7;1;6;2;6;2;0;2;7;1;6;1;6;2;7;0;21;90
177;parcialmente_nublado;5;1592,1;5;557,24;4;7;2;6;2;5;2;0;4;7;1;6;1;5;2;7;0;24;90
178;ceu_aberto;5;1592,1;5;557,23;2;9;4;7;2;6;2;0;4;7;1;6;1;6;2;9;0;19;90
179;parcialmente_nublado;5;1592,1;5;557,24;2;7;1;7;2;6;2;0;2;6;1;7;1;6;2;7;0;24;90
180;ceu_aberto;5;1592,1;5;557,24;3;8;2;7;2;6;2;0;3;7;1;6;1;6;2;8;0;19;90
181;ceu_aberto;5;1592,1;5;557,23;2;7;2;8;2;6;2;0;2;7;1;8;1;6;2;7;0;19;90
182;ceu_aberto;5;1592,1;5;557,24;2;7;2;7;2;5;2;0;2;7;1;7;1;5;2;7;0;19;90
183;nublado;5;1592,11;5;557,23;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;21;90
184;nublado;5;1592,09;5;557,24;1;7;1;7;2;6;2;0;1;7;1;6;1;6;2;7;0;21;90
185;nublado;5;1592,1;5;557,23;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;90
186;parcialmente_nublado;5;1592,11;5;557,24;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;90
187;parcialmente_nublado;5;1592,11;5;557,24;1;7;1;6;2;6;2;0;1;7;1;6;1;6;2;7;0;24;90
188;ceu_aberto;5;1592,1;5;557,2399999999999;4;7;4;7;2;6;2;0;4;7;1;6;1;6;3;7;0;19;90
189;ceu_aberto;5;1592,1;5;557,24;6;7;6;7;2;6;2;0;6;7;1;7;1;6;2;7;0;19;90
190;ceu_aberto;5;1592,1;5;557,24;3;8;3;7;2;6;2;0;3;7;1;7;1;6;2;8;0;19;90
191;ceu_aberto;5;1592,1;5;557,24;22;7;22;7;2;6;2;0;22;7;1;6;1;6;5;7;0;19;90
192;ceu_aberto;5;1592,1;5;557,24;4;7;3;7;2;6;2;0;4;7;1;7;1;6;3;7;0;19;90
193;nublado;5;1592,1;5;557,24;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;90
194;parcialmente_nublado;5;1592,1;5;557,24;1;7;1;7;2;6;2;0;1;7;1;6;1;6;2;7;0;24;90
195;ceu_aberto;5;1592,11;5;557,23;6;8;2;7;2;6;2;0;2;7;1;7;1;6;7;8;0;19;90
196;ceu_aberto;5;1592,09;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
197;nublado;5;1592,1;5;557,24;1;8;1;9;2;6;2;0;1;6;1;9;1;6;2;8;0;21;90
198;ceu_aberto;5;1592,11;5;557,23;2;9;1;7;2;6;2;2;2;7;1;7;1;6;2;11;0;19;90
199;ceu_aberto;5;1592,1;5;557,23;6;8;6;7;2;6;2;0;6;7;1;7;1;6;5;8;0;19;90
200;parcialmente_nublado;5;1592,1;5;557,23;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;90
201;ceu_aberto;5;1592,1;5;557,23;8;7;2;7;2;6;2;0;8;7;1;7;1;6;3;7;0;19;90
202;ceu_aberto;5;1592,09;5;557,24;3;8;6;7;2;6;2;0;6;7;1;7;1;6;3;8;0;19;90
203;ceu_aberto;5;1592,1;5;557,24;4;7;2;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
204;nublado;5;1592,09;5;557,24;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;21;90
205;ceu_aberto;5;1592,1;5;557,24;4;7;4;7;2;6;2;0;4;7;1;6;1;6;5;7;0;19;90
206;parcialmente_nublado;5;1592,11;5;557,23;1;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;90
207;ceu_aberto;5;1592,09;5;557,23;2;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
208;ceu_aberto;5;1592,1;5;557,22;6;7;6;7;2;6;2;0;6;7;1;7;1;6;7;7;0;19;90
209;ceu_aberto;5;1592,09;5;557,24;8;7;3;7;2;6;2;0;3;7;1;7;1;6;9;7;0;19;90
210;parcialmente_nublado;5;1592,1;5;557,24;2;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;90
211;ceu_aberto;5;1592,1;5;557,24;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
212;ceu_aberto;5;1592,1;5;557,23;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
213;ceu_aberto;5;1592,09;5;557,23;3;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;19;90
214;ceu_aberto;5;1592,1;5;557,24;1;7;2;7;2;6;2;2;2;7;1;7;1;6;2;9;0;19;90
215;parcialmente_nublado;5;1592,1;5;557,23;1;7;1;6;2;6;2;0;1;7;1;6;1;6;2;7;0;24;90
216;parcialmente_nublado;5;1592,1;5;557,23;4;7;3;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;90
217;ceu_aberto;5;1592,1;5;557,22;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;19;90
218;ceu_aberto;5;1592,1;5;557,23;3;7;2;7;2;6;2;2;3;7;1;7;1;6;2;9;0;19;90
219;parcialmente_nublado;5;1592,09;5;557,24;4;7;3;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;90
