id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;subtensao_manhã;sobretensao_manhã;subtensao_tarde;sobretensao_tarde;subtensao_noite;sobretensao_noite;subtensao_madrugada;sobretensao_madrugada;subtensao_bess_carga;sobretensao_bess_carga;subtensao_bess_pós_carga_pré_descarga;sobretensao_bess_pós_carga_pré_descarga;subtensao_bess_descarga;sobretensao_bess_descarga;subtensao_bess_fora_de_operacao;sobretensao_bess_fora_de_operacao;horas_com_erro_max_control;horas_com_voltvar_ativo;pen_pct
47;parcialmente_nublado;5;2122,8;5;742,98;29;7;29;7;2;7;2;0;29;7;1;7;1;7;5;7;0;24;120
48;ceu_aberto;5;2122,8;5;742,9800000000001;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
49;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
50;parcialmente_nublado;5;2122,8;5;742,9699999999999;27;7;29;7;2;7;2;0;29;7;1;7;1;7;25;7;0;24;120
51;ceu_aberto;5;2122,81;5;742,98;29;7;29;7;2;7;2;0;29;7;1;7;1;7;23;7;0;19;120
52;parcialmente_nublado;5;2122,8;5;742,9799999999999;29;7;22;7;2;6;2;0;29;6;1;7;1;6;9;7;0;24;120
53;ceu_aberto;5;2122,79;5;742,9799999999999;29;7;29;9;2;7;2;0;29;7;1;9;1;7;23;7;0;19;120
54;ceu_aberto;5;2122,81;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
55;nublado;5;2122,8;5;742,98;8;7;2;7;2;6;2;0;2;7;1;7;1;6;9;7;0;21;120
56;parcialmente_nublado;5;2122,81;5;742,9799999999999;29;7;27;7;2;7;2;0;29;7;1;7;1;7;23;7;0;24;120
57;parcialmente_nublado;5;2122,8;5;742,98;29;7;28;7;2;7;2;0;29;7;1;7;1;7;20;7;0;24;120
58;parcialmente_nublado;5;2122,8;5;742,98;29;7;24;7;2;7;2;0;29;7;1;7;1;7;2;7;0;24;120
59;nublado;5;2122,81;5;742,98;11;7;2;7;2;7;2;0;4;7;1;7;1;7;12;7;0;21;120
60;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
61;ceu_aberto;5;2122,8;5;742,98;29;7;29;8;2;6;2;0;29;7;2;8;1;6;17;7;0;19;120
62;ceu_aberto;5;2122,79;5;742,9799999999999;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
63;parcialmente_nublado;5;2122,8;5;742,97;29;7;29;7;2;6;2;0;29;7;1;7;1;6;9;7;0;24;120
64;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;6;1;7;1;6;25;7;0;19;120
65;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;7;2;0;29;6;1;7;1;7;23;7;0;19;120
66;ceu_aberto;5;2122,8;5;742,98;29;7;29;9;2;6;2;0;29;7;1;9;1;6;25;7;0;19;120
67;ceu_aberto;5;2122,8;5;742,98;29;7;29;8;2;6;2;0;29;7;1;8;1;6;18;7;0;19;120
68;parcialmente_nublado;5;2122,8;5;742,99;26;7;29;7;2;6;2;0;29;7;1;7;1;6;9;7;0;24;120
69;ceu_aberto;5;2122,79;5;742,97;29;7;29;7;2;7;2;0;29;7;1;7;1;7;13;7;0;19;120
70;ceu_aberto;5;2122,79;5;742,97;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
71;parcialmente_nublado;5;2122,79;5;742,98;29;7;4;7;2;7;2;0;29;7;1;7;1;7;25;7;0;24;120
72;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;120
73;ceu_aberto;5;2122,8;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
74;ceu_aberto;5;2122,79;5;742,97;29;7;29;7;2;7;2;0;29;6;1;7;1;7;17;7;0;19;120
75;parcialmente_nublado;5;2122,8;5;742,97;22;8;24;7;2;7;2;0;24;7;1;7;1;7;4;8;0;24;120
76;parcialmente_nublado;5;2122,8;5;742,98;28;7;27;7;2;7;2;0;28;7;1;7;1;7;23;7;0;24;120
77;ceu_aberto;5;2122,8;5;742,98;29;7;29;9;2;6;2;0;29;7;1;9;1;6;25;7;0;19;120
78;parcialmente_nublado;5;2122,8;5;742,98;29;7;3;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
79;parcialmente_nublado;5;2122,8;5;742,98;29;7;8;7;2;6;2;0;29;7;1;7;1;6;18;7;0;24;120
80;parcialmente_nublado;5;2122,79;5;742,97;28;7;29;7;2;6;2;0;29;7;1;6;1;6;7;7;0;24;120
81;parcialmente_nublado;5;2122,8;5;742,98;29;7;8;7;2;6;2;0;29;7;1;7;1;6;25;7;0;24;120
82;parcialmente_nublado;5;2122,8;5;742,99;29;7;3;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
83;ceu_aberto;5;2122,8;5;742,98;29;7;29;9;2;6;2;0;29;7;1;9;1;6;23;7;0;19;120
84;parcialmente_nublado;5;2122,81;5;742,98;29;7;29;7;2;7;2;0;29;7;1;7;1;7;11;7;0;24;120
85;parcialmente_nublado;5;2122,8;5;742,99;29;8;29;8;2;6;2;0;29;7;1;8;1;6;2;8;0;24;120
86;parcialmente_nublado;5;2122,8;5;742,9799999999999;24;9;4;7;2;7;2;0;8;7;1;7;1;7;25;9;0;24;120
87;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;120
88;parcialmente_nublado;5;2122,81;5;742,97;29;7;29;7;2;7;2;0;29;7;1;7;1;7;9;7;0;24;120
89;parcialmente_nublado;5;2122,8;5;742,99;17;7;29;7;2;6;2;0;29;7;1;6;1;6;18;7;0;24;120
90;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;7;2;0;29;7;1;7;1;7;13;7;0;19;120
91;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;6;1;7;1;6;24;7;0;19;120
92;ceu_aberto;5;2122,81;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;120
93;ceu_aberto;5;2122,8;5;742,97;29;7;29;9;2;6;2;0;29;7;1;9;1;6;23;7;0;19;120
94;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;120
95;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;22;7;0;19;120
96;parcialmente_nublado;5;2122,79;5;742,9899999999999;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;24;120
97;nublado;5;2122,8;5;742,9799999999999;22;7;3;7;2;6;2;0;22;6;1;7;1;6;2;7;0;21;120
98;nublado;5;2122,8;5;742,99;2;9;3;7;2;6;2;0;3;7;1;7;1;6;2;9;0;21;120
99;ceu_aberto;5;2122,8;5;742,97;29;7;29;8;2;6;2;0;29;7;2;8;1;6;24;7;0;19;120
100;ceu_aberto;5;2122,8;5;742,9900000000001;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
101;ceu_aberto;5;2122,82;5;742,9799999999999;29;7;29;7;2;7;2;0;29;7;2;7;1;7;24;7;0;19;120
102;parcialmente_nublado;5;2122,8;5;742,98;24;7;2;7;2;7;2;0;24;7;1;7;1;7;17;7;0;24;120
103;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
104;ceu_aberto;5;2122,8;5;742,99;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
105;nublado;5;2122,79;5;742,98;2;8;2;7;2;8;2;0;2;7;1;7;1;6;2;10;0;21;120
106;parcialmente_nublado;5;2122,8;5;742,98;29;7;2;7;2;6;2;0;29;7;1;7;1;6;15;7;0;24;120
107;parcialmente_nublado;5;2122,8;5;742,97;29;8;24;7;2;6;2;0;29;6;1;7;1;6;25;8;0;24;120
108;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;7;2;0;29;7;1;7;1;7;23;7;0;19;120
109;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;4;7;1;6;23;7;0;19;120
110;parcialmente_nublado;5;2122,79;5;742,98;29;7;29;7;2;7;2;0;29;7;1;7;1;7;13;7;0;24;120
111;nublado;5;2122,8;5;742,9799999999999;4;9;2;7;2;6;2;0;4;7;1;7;1;6;2;9;0;21;120
112;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;7;2;0;29;7;4;7;1;7;14;7;0;19;120
113;parcialmente_nublado;5;2122,79;5;742,99;3;7;28;7;2;6;2;0;28;7;1;7;1;6;2;7;0;24;120
114;parcialmente_nublado;5;2122,8;5;742,98;12;7;24;7;2;6;2;0;24;7;1;6;1;6;13;7;0;24;120
115;nublado;5;2122,81;5;742,98;2;7;2;7;2;7;2;0;2;6;1;7;1;7;2;7;0;21;120
116;ceu_aberto;5;2122,79;5;742,97;29;7;29;7;2;7;2;0;29;7;1;7;1;7;24;7;0;19;120
117;ceu_aberto;5;2122,81;5;742,99;29;7;29;7;2;7;2;0;29;7;1;7;1;7;18;7;0;19;120
118;parcialmente_nublado;5;2122,81;5;742,99;29;7;29;7;2;7;2;0;29;7;1;7;1;7;18;7;0;24;120
119;ceu_aberto;5;2122,81;5;743,0;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
120;parcialmente_nublado;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;5;7;0;24;120
121;nublado;5;2122,8;5;742,9699999999999;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;21;120
122;parcialmente_nublado;5;2122,79;5;742,9699999999999;29;7;27;7;2;6;2;0;29;6;1;7;1;6;5;7;0;24;120
123;ceu_aberto;5;2122,79;5;742,99;29;7;29;7;2;6;2;0;29;4;1;7;1;6;23;7;0;19;120
124;parcialmente_nublado;5;2122,8;5;742,98;29;7;28;7;2;6;2;0;29;7;1;7;1;6;25;7;0;24;120
125;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;6;2;0;29;6;1;7;1;6;20;7;0;19;120
126;parcialmente_nublado;5;2122,8;5;742,97;29;7;22;7;2;6;2;0;29;7;1;7;1;6;24;7;0;24;120
127;parcialmente_nublado;5;2122,8;5;742,98;29;9;29;7;2;6;2;0;29;7;1;7;1;6;2;9;0;24;120
128;parcialmente_nublado;5;2122,8;5;742,97;29;7;29;7;2;7;2;0;29;6;1;7;1;7;25;7;0;24;120
129;parcialmente_nublado;5;2122,8;5;742,98;22;7;29;7;2;6;2;0;29;7;1;7;1;6;20;7;0;24;120
130;parcialmente_nublado;5;2122,8;5;742,98;29;7;29;7;2;7;2;0;29;6;1;7;1;7;9;7;0;24;120
131;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
132;nublado;5;2122,8;5;742,97;3;7;4;7;2;7;2;0;4;7;1;7;1;7;2;7;0;21;120
133;parcialmente_nublado;5;2122,8;5;742,98;24;7;2;7;2;6;2;0;24;7;1;7;1;6;25;7;0;24;120
134;ceu_aberto;5;2122,81;5;742,9799999999999;29;7;29;7;2;6;2;0;29;6;1;7;1;6;17;7;0;19;120
135;nublado;5;2122,8;5;742,9900000000001;2;7;3;6;2;6;2;0;3;6;1;6;1;6;2;7;0;21;120
136;parcialmente_nublado;5;2122,81;5;742,9699999999999;24;7;4;7;2;6;2;0;24;7;1;7;1;6;23;7;0;24;120
137;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;17;7;0;19;120
138;nublado;5;2122,8;5;742,9699999999999;2;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;21;120
139;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
140;parcialmente_nublado;5;2122,82;5;742,97;4;7;29;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;120
141;ceu_aberto;5;2122,81;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;13;7;0;19;120
142;ceu_aberto;5;2122,8;5;742,9799999999999;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
143;ceu_aberto;5;2122,79;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;17;7;0;19;120
144;ceu_aberto;5;2122,79;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;13;7;0;19;120
145;parcialmente_nublado;5;2122,8;5;742,98;22;7;2;8;2;6;2;0;3;7;1;8;1;6;23;7;0;24;120
146;parcialmente_nublado;5;2122,79;5;742,98;24;7;2;7;2;7;2;0;24;7;1;7;1;7;23;7;0;24;120
147;ceu_aberto;5;2122,8;5;742,99;29;7;29;7;2;6;2;0;29;6;1;7;1;6;17;7;0;19;120
148;parcialmente_nublado;5;2122,8;5;742,97;28;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
149;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;7;2;0;29;7;1;7;1;7;25;7;0;19;120
150;ceu_aberto;5;2122,8;5;742,99;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
151;parcialmente_nublado;5;2122,79;5;742,9599999999999;29;7;29;7;2;6;2;0;29;7;1;6;1;6;2;7;0;24;120
152;nublado;5;2122,81;5;742,9900000000001;29;7;3;7;2;6;2;0;29;7;1;6;1;6;23;7;0;21;120
153;parcialmente_nublado;5;2122,8;5;742,98;29;7;29;8;2;6;2;0;29;6;1;8;1;6;23;7;0;24;120
154;nublado;5;2122,8;5;742,9799999999999;3;9;1;7;2;7;2;0;3;6;1;7;1;7;2;9;0;21;120
155;ceu_aberto;5;2122,79;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
156;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
157;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
158;ceu_aberto;5;2122,8;5;742,98;29;7;29;9;2;6;2;0;29;7;1;9;1;6;25;7;0;19;120
159;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;13;7;0;19;120
160;ceu_aberto;5;2122,79;5;742,99;29;7;29;7;2;6;2;0;29;6;1;7;1;6;25;7;0;19;120
161;ceu_aberto;5;2122,8;5;742,9799999999999;29;7;29;8;2;6;2;0;29;7;1;8;1;6;23;7;0;19;120
162;ceu_aberto;5;2122,81;5;742,98;29;7;29;7;2;7;2;0;29;0;1;7;1;7;24;7;0;19;120
163;ceu_aberto;5;2122,81;5;742,98;29;7;29;9;2;6;2;0;29;7;1;9;1;6;24;7;0;19;120
164;parcialmente_nublado;5;2122,79;5;742,97;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
165;ceu_aberto;5;2122,81;5;742,98;29;7;29;8;2;6;2;0;29;7;1;8;1;6;23;7;0;19;120
166;parcialmente_nublado;5;2122,8;5;742,98;29;7;26;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
167;ceu_aberto;5;2122,81;5;742,99;29;7;29;9;2;7;2;0;29;7;1;9;1;7;25;7;0;19;120
168;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
169;ceu_aberto;5;2122,82;5;742,99;29;7;29;7;2;7;2;0;29;7;1;7;1;7;9;7;0;19;120
170;ceu_aberto;5;2122,8;5;742,9799999999999;29;7;29;7;2;6;2;0;29;6;1;7;1;6;13;7;0;19;120
171;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
172;ceu_aberto;5;2122,8;5;742,9799999999999;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
173;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;120
174;ceu_aberto;5;2122,81;5;742,9800000000001;29;8;29;7;2;6;2;0;29;7;1;7;1;6;25;8;0;19;120
175;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;6;1;7;1;6;15;7;0;19;120
176;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;7;2;0;29;7;8;7;1;7;19;7;0;19;120
177;parcialmente_nublado;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
178;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;7;2;0;29;7;2;7;1;7;9;7;0;19;120
179;parcialmente_nublado;5;2122,7999999999997;5;742,9799999999999;24;7;4;7;2;6;2;0;4;7;1;7;1;6;25;7;0;24;120
180;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
181;nublado;5;2122,8;5;742,98;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;21;120
182;ceu_aberto;5;2122,8;5;742,98;29;7;29;8;2;6;2;0;29;7;1;8;1;6;17;7;0;19;120
183;parcialmente_nublado;5;2122,81;5;742,98;29;7;2;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;120
184;ceu_aberto;5;2122,81;5;742,98;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
185;nublado;5;2122,81;5;742,98;26;8;2;7;2;6;2;0;26;6;1;7;1;6;2;8;0;21;120
186;ceu_aberto;5;2122,81;5;742,97;29;7;29;7;2;6;2;0;29;7;1;7;1;6;13;7;0;19;120
187;ceu_aberto;5;2122,81;5;742,98;29;7;29;9;2;6;2;0;29;6;1;9;1;6;23;7;0;19;120
188;ceu_aberto;5;2122,8;5;742,97;29;7;28;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
189;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;120
190;parcialmente_nublado;5;2122,81;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;120
191;parcialmente_nublado;5;2122,8;5;742,98;29;9;29;7;2;7;2;0;29;6;1;7;1;7;9;9;0;24;120
192;parcialmente_nublado;5;2122,79;5;742,98;4;7;27;7;2;6;2;0;27;7;1;7;1;6;5;7;0;24;120
193;ceu_aberto;5;2122,8;5;742,9799999999999;29;7;29;7;2;6;2;0;29;7;1;7;1;6;22;7;0;19;120
194;parcialmente_nublado;5;2122,8;5;742,98;27;7;29;7;2;7;2;0;29;7;1;7;1;7;24;7;0;24;120
195;ceu_aberto;5;2122,8;5;742,98;29;7;26;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;120
196;ceu_aberto;5;2122,8;5;742,9699999999999;29;7;29;7;2;7;2;0;29;7;1;7;1;7;24;7;0;19;120
197;parcialmente_nublado;5;2122,8;5;742,9799999999999;29;9;3;7;2;7;2;0;29;7;1;7;1;7;2;9;0;24;120
198;ceu_aberto;5;2122,8;5;742,97;29;7;29;7;2;6;2;0;29;7;1;7;1;6;17;7;0;19;120
199;ceu_aberto;5;2122,81;5;742,97;29;7;29;7;2;7;2;0;29;6;1;7;1;7;25;7;0;19;120
200;parcialmente_nublado;5;2122,8;5;742,98;29;7;3;7;2;6;2;0;29;7;1;7;1;6;5;7;0;24;120
201;parcialmente_nublado;5;2122,79;5;742,98;29;7;24;7;2;7;2;0;29;6;1;7;1;7;2;7;0;24;120
202;ceu_aberto;5;2122,81;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;120
203;parcialmente_nublado;5;2122,81;5;742,97;29;7;2;7;2;7;2;0;29;7;1;7;1;7;2;7;0;24;120
204;nublado;5;2122,8;5;742,98;12;7;1;7;2;6;2;0;3;7;1;7;1;6;13;7;0;21;120
205;parcialmente_nublado;5;2122,81;5;742,99;29;7;29;7;2;6;2;0;29;7;1;7;1;6;9;7;0;24;120
206;parcialmente_nublado;5;2122,8;5;742,9699999999999;29;7;26;7;2;6;2;0;29;6;1;7;1;6;7;7;0;24;120
207;ceu_aberto;5;2122,81;5;742,98;29;7;29;7;2;7;2;0;29;6;1;7;1;7;25;7;0;19;120
208;nublado;5;2122,8;5;742,98;28;7;1;7;2;6;2;0;28;6;1;7;1;6;2;7;0;21;120
209;nublado;5;2122,8;5;742,98;29;7;27;6;2;6;2;0;29;6;1;6;1;6;2;7;0;21;120
210;nublado;5;2122,79;5;742,9800000000001;1;7;2;7;2;7;2;0;2;6;1;7;1;7;2;7;0;21;120
211;ceu_aberto;5;2122,79;5;742,98;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;120
212;nublado;5;2122,81;5;742,98;22;7;1;7;2;6;2;0;1;7;1;6;1;6;23;7;0;21;120
213;ceu_aberto;5;2122,8;5;742,98;29;7;29;7;2;6;2;0;29;7;1;7;1;6;13;7;0;19;120
214;nublado;5;2122,81;5;742,99;8;7;2;7;2;6;2;0;2;7;1;7;1;6;9;7;0;21;120
215;ceu_aberto;5;2122,81;5;742,9799999999999;29;7;29;7;2;6;2;0;29;7;1;7;1;6;13;7;0;19;120
216;ceu_aberto;5;2122,79;5;742,9899999999999;28;7;29;7;2;6;2;0;29;6;1;7;1;6;25;7;0;19;120
