hora,der,tipo,barra,v_pre,v_pos,q_kvar,p_inst_kw,q_pct_pinst
2,BESS_6_0_barra860,BESS,860,1.03572,1.035691,0.0,0.0,
2,BESS_6_1_barra840,BESS,840,1.035322,1.035293,0.0,0.0,
2,BESS_6_2_barra844,BESS,844,1.035757,1.035727,0.0,0.0,
2,BESS_6_3_barra848,BESS,848,1.035778,1.035748,0.0,0.0,
2,BESS_6_4_barra890,BESS,890,0.923823,0.923803,0.0,0.0,
3,PV_6_0_barra860,PV,860,1.035667,1.035635,-0.0325,0.3753,-8.66
3,PV_6_1_barra840,PV,840,1.035269,1.035237,-0.0246,0.2887,-8.52
3,PV_6_2_barra844,PV,844,1.035704,1.035672,-0.0285,0.325,-8.77
3,PV_6_3_barra848,PV,848,1.035724,1.035692,-0.0374,0.4173,-8.96
3,PV_6_4_barra890,PV,890,0.923771,0.923744,0.0993,0.345,28.78
3,PV_6_5_barra860,PV,860,1.035667,1.035635,-0.0111,0.1277,-8.66
3,PV_6_6_barra840,PV,840,1.035269,1.035237,-0.0098,0.1154,-8.52
3,PV_6_7_barra844,PV,844,1.035704,1.035672,-0.0108,0.123,-8.77
3,PV_6_8_barra848,PV,848,1.035724,1.035692,-0.0111,0.1244,-8.96
3,PV_6_9_barra890,PV,890,0.923771,0.923744,0.0353,0.1225,28.78
3,BESS_6_0_barra860,BESS,860,1.035667,1.035635,0.0,0.0,
3,BESS_6_1_barra840,BESS,840,1.035269,1.035237,0.0,0.0,
3,BESS_6_2_barra844,BESS,844,1.035704,1.035672,0.0,0.0,
3,BESS_6_3_barra848,BESS,848,1.035724,1.035692,0.0,0.0,
3,BESS_6_4_barra890,BESS,890,0.923771,0.923744,0.0,0.0,
4,PV_6_0_barra860,PV,860,1.035493,1.035468,-0.0233,0.2729,-8.53
4,PV_6_1_barra840,PV,840,1.035094,1.035069,-0.0176,0.2099,-8.39
4,PV_6_2_barra844,PV,844,1.03553,1.035504,-0.0204,0.2364,-8.64
4,PV_6_3_barra848,PV,848,1.035549,1.035523,-0.0268,0.3035,-8.83
4,PV_6_4_barra890,PV,890,0.923591,0.923568,0.0725,0.2509,28.89
4,PV_6_5_barra860,PV,860,1.035493,1.035468,-0.0079,0.0929,-8.53
4,PV_6_6_barra840,PV,840,1.035094,1.035069,-0.007,0.0839,-8.39
4,PV_6_7_barra844,PV,844,1.03553,1.035504,-0.0077,0.0894,-8.64
4,PV_6_8_barra848,PV,848,1.035549,1.035523,-0.008,0.0905,-8.83
4,PV_6_9_barra890,PV,890,0.923591,0.923568,0.0257,0.0891,28.89
4,BESS_6_0_barra860,BESS,860,1.035493,1.035468,0.0,0.0,
4,BESS_6_1_barra840,BESS,840,1.035094,1.035069,0.0,0.0,
4,BESS_6_2_barra844,BESS,844,1.03553,1.035504,0.0,0.0,
4,BESS_6_3_barra848,BESS,848,1.035549,1.035523,0.0,0.0,
4,BESS_6_4_barra890,BESS,890,0.923591,0.923568,0.0,0.0,
5,PV_6_0_barra860,PV,860,1.036949,1.036853,-0.0956,1.3988,-6.83
5,PV_6_1_barra840,PV,840,1.036558,1.036462,-0.072,1.076,-6.7
5,PV_6_2_barra844,PV,844,1.036983,1.036888,-0.084,1.2113,-6.93
5,PV_6_3_barra848,PV,848,1.037016,1.03692,-0.111,1.5555,-7.14
5,PV_6_4_barra890,PV,890,0.925759,0.925676,0.3542,1.286,27.54
5,PV_6_5_barra860,PV,860,1.036949,1.036853,-0.0325,0.4759,-6.83
5,PV_6_6_barra840,PV,840,1.036558,1.036462,-0.0288,0.43,-6.7
5,PV_6_7_barra844,PV,844,1.036983,1.036888,-0.0318,0.4584,-6.93
5,PV_6_8_barra848,PV,848,1.037016,1.03692,-0.0331,0.4637,-7.14
5,PV_6_9_barra890,PV,890,0.925759,0.925676,0.1258,0.4567,27.54
5,BESS_6_0_barra860,BESS,860,1.036949,1.036853,0.0,0.0,
5,BESS_6_1_barra840,BESS,840,1.036558,1.036462,0.0,0.0,
5,BESS_6_2_barra844,BESS,844,1.036983,1.036888,0.0,0.0,
5,BESS_6_3_barra848,BESS,848,1.037016,1.03692,0.0,0.0,
5,BESS_6_4_barra890,BESS,890,0.925759,0.925676,0.0,0.0,
6,PV_6_0_barra860,PV,860,1.035785,1.034098,-1.7054,22.2784,-7.65
6,PV_6_1_barra840,PV,840,1.035727,1.034034,-1.2857,17.1367,-7.5
6,PV_6_2_barra844,PV,844,1.035926,1.034241,-1.4782,19.2929,-7.66
6,PV_6_3_barra848,PV,848,1.036497,1.0348,-1.9397,24.7742,-7.83
6,PV_6_4_barra890,PV,890,0.919896,0.918441,6.389,20.482,31.19
6,PV_6_5_barra860,PV,860,1.035785,1.034098,-0.5802,7.5794,-7.65
6,PV_6_6_barra840,PV,840,1.035727,1.034034,-0.5138,6.848,-7.5
6,PV_6_7_barra844,PV,844,1.035926,1.034241,-0.5594,7.3012,-7.66
6,PV_6_8_barra848,PV,848,1.036497,1.0348,-0.5782,7.3848,-7.83
6,PV_6_9_barra890,PV,890,0.919896,0.918441,2.2691,7.2744,31.19
6,BESS_6_0_barra860,BESS,860,1.035785,1.034098,0.0,0.0,
6,BESS_6_1_barra840,BESS,840,1.035727,1.034034,0.0,0.0,
6,BESS_6_2_barra844,BESS,844,1.035926,1.034241,0.0,0.0,
6,BESS_6_3_barra848,BESS,848,1.036497,1.0348,0.0,0.0,
6,BESS_6_4_barra890,BESS,890,0.919896,0.918441,0.0,0.0,
7,PV_6_0_barra860,PV,860,1.030678,1.029301,-1.3655,65.3341,-2.09
7,PV_6_1_barra840,PV,840,1.030726,1.029344,-1.1527,50.2553,-2.29
7,PV_6_2_barra844,PV,844,1.030646,1.02927,-1.1923,56.5787,-2.11
7,PV_6_3_barra848,PV,848,1.03137,1.029981,-2.0319,72.6532,-2.8
7,PV_6_4_barra890,PV,890,0.910941,0.910115,22.0854,60.0659,36.77
7,PV_6_5_barra860,PV,860,1.030678,1.029301,-0.4646,22.2274,-2.09
7,PV_6_6_barra840,PV,840,1.030726,1.029344,-0.4606,20.0826,-2.29
7,PV_6_7_barra844,PV,844,1.030646,1.02927,-0.4512,21.4116,-2.11
7,PV_6_8_barra848,PV,848,1.03137,1.029981,-0.6057,21.6567,-2.8
7,PV_6_9_barra890,PV,890,0.910941,0.910115,7.8439,21.3331,36.77
7,BESS_6_0_barra860,BESS,860,1.030678,1.029301,0.0,0.0,
7,BESS_6_1_barra840,BESS,840,1.030726,1.029344,0.0,0.0,
7,BESS_6_2_barra844,BESS,844,1.030646,1.02927,0.0,0.0,
7,BESS_6_3_barra848,BESS,848,1.03137,1.029981,0.0,0.0,
7,BESS_6_4_barra890,BESS,890,0.910941,0.910115,0.0,0.0,
8,PV_6_0_barra860,PV,860,1.032347,1.021872,-9.7251,151.4454,-6.42
8,PV_6_1_barra840,PV,840,1.032991,1.022466,-8.1961,116.4927,-7.04
8,PV_6_2_barra844,PV,844,1.032225,1.021756,-8.3626,131.1503,-6.38
8,PV_6_3_barra848,PV,848,1.033891,1.023331,-12.9984,168.4112,-7.72
8,PV_6_4_barra890,PV,890,0.91172,0.902144,50.5188,139.2337,36.28
8,PV_6_5_barra860,PV,860,1.032347,1.021872,-3.3086,51.5235,-6.42
8,PV_6_6_barra840,PV,840,1.032991,1.022466,-3.2753,46.5518,-7.04
8,PV_6_7_barra844,PV,844,1.032225,1.021756,-3.1647,49.6325,-6.38
8,PV_6_8_barra848,PV,848,1.033891,1.023331,-3.8746,50.2007,-7.72
8,PV_6_9_barra890,PV,890,0.91172,0.902144,17.9424,49.4505,36.28
8,BESS_6_0_barra860,BESS,860,1.032347,1.021872,0.0,0.0,
8,BESS_6_1_barra840,BESS,840,1.032991,1.022466,0.0,0.0,
8,BESS_6_2_barra844,BESS,844,1.032225,1.021756,0.0,0.0,
8,BESS_6_3_barra848,BESS,848,1.033891,1.023331,0.0,0.0,
8,BESS_6_4_barra890,BESS,890,0.91172,0.902144,0.0,0.0,
9,PV_6_0_barra860,PV,860,1.033446,1.024086,-7.7554,210.3313,-3.69
9,PV_6_1_barra840,PV,840,1.034498,1.025088,-7.3566,161.7881,-4.55
9,PV_6_2_barra844,PV,844,1.033264,1.023907,-6.6306,182.1449,-3.64
9,PV_6_3_barra848,PV,848,1.035581,1.02613,-12.6641,233.8939,-5.41
9,PV_6_4_barra890,PV,890,0.902001,0.894666,81.8622,193.3714,42.33
9,PV_6_5_barra860,PV,860,1.033446,1.024086,-2.6385,71.5572,-3.69
9,PV_6_6_barra840,PV,840,1.034498,1.025088,-2.9398,64.6524,-4.55
9,PV_6_7_barra844,PV,844,1.033264,1.023907,-2.5093,68.9309,-3.64
9,PV_6_8_barra848,PV,848,1.035581,1.02613,-3.775,69.72,-5.41
9,PV_6_9_barra890,PV,890,0.902001,0.894666,29.0743,68.6781,42.33
9,BESS_6_0_barra860,BESS,860,1.033446,1.024086,0.0,0.0,
9,BESS_6_1_barra840,BESS,840,1.034498,1.025088,0.0,0.0,
9,BESS_6_2_barra844,BESS,844,1.033264,1.023907,0.0,0.0,
9,BESS_6_3_barra848,BESS,848,1.035581,1.02613,0.0,0.0,
9,BESS_6_4_barra890,BESS,890,0.902001,0.894666,0.0,0.0,
10,PV_6_0_barra860,PV,860,1.038475,1.011853,-17.1964,287.7769,-5.98
10,PV_6_1_barra840,PV,840,1.039397,1.012954,-14.9878,221.3597,-6.77
10,PV_6_2_barra844,PV,844,1.038354,1.011862,-14.784,249.2121,-5.93
10,PV_6_3_barra848,PV,848,1.040678,1.014169,-24.6484,320.0155,-7.7
10,PV_6_4_barra890,PV,890,0.906421,0.883766,104.7248,264.5722,39.58
10,PV_6_5_barra860,PV,860,1.038475,1.011853,-5.8504,97.905,-5.98
10,PV_6_6_barra840,PV,840,1.039397,1.012954,-5.9893,88.4578,-6.77
10,PV_6_7_barra844,PV,844,1.038354,1.011862,-5.5948,94.3117,-5.93
10,PV_6_8_barra848,PV,848,1.040678,1.014169,-7.3473,95.3914,-7.7
10,PV_6_9_barra890,PV,890,0.906421,0.883766,37.1942,93.9659,39.58
10,BESS_6_0_barra860,BESS,860,1.038475,1.011853,-6.9359,116.07,-5.98
10,BESS_6_1_barra840,BESS,840,1.039397,1.012954,-7.1005,104.87,-6.77
10,BESS_6_2_barra844,BESS,844,1.038354,1.011862,-6.6329,111.81,-5.93
10,BESS_6_3_barra848,BESS,848,1.040678,1.014169,-8.7105,113.09,-7.7
10,BESS_6_4_barra890,BESS,890,0.906421,0.883766,44.0951,111.4,39.58
11,PV_6_0_barra860,PV,860,1.038427,1.008744,-19.1695,250.0435,-7.67
11,PV_6_1_barra840,PV,840,1.039418,1.009594,-15.8791,192.3349,-8.26
11,PV_6_2_barra844,PV,844,1.0384,1.008734,-16.6486,216.5353,-7.69
11,PV_6_3_barra848,PV,848,1.040788,1.010866,-25.5316,278.0549,-9.18
11,PV_6_4_barra890,PV,890,0.909699,0.884822,86.3011,229.8814,37.54
11,PV_6_5_barra860,PV,860,1.038427,1.008744,-6.5217,85.0677,-7.67
11,PV_6_6_barra840,PV,840,1.039418,1.009594,-6.3455,76.8592,-8.26
11,PV_6_7_barra844,PV,844,1.0384,1.008734,-6.3005,81.9455,-7.69
11,PV_6_8_barra848,PV,848,1.040788,1.010866,-7.6106,82.8837,-9.18
11,PV_6_9_barra890,PV,890,0.909699,0.884822,30.6508,81.6451,37.54
11,BESS_6_0_barra860,BESS,860,1.038427,1.008744,-8.8985,116.07,-7.67
11,BESS_6_1_barra840,BESS,840,1.039418,1.009594,-8.658,104.87,-8.26
11,BESS_6_2_barra844,BESS,844,1.0384,1.008734,-8.5967,111.81,-7.69
11,BESS_6_3_barra848,BESS,848,1.040788,1.010866,-10.3842,113.09,-9.18
11,BESS_6_4_barra890,BESS,890,0.909699,0.884822,41.8213,111.4,37.54
12,PV_6_0_barra860,PV,860,1.035229,0.978948,-39.8655,314.4905,-12.68
12,PV_6_1_barra840,PV,840,1.036331,0.979769,-32.931,241.908,-13.61
12,PV_6_2_barra844,PV,844,1.03508,0.978837,-34.3449,272.3458,-12.61
12,PV_6_3_barra848,PV,848,1.03768,0.98094,-51.1028,349.7217,-14.61
12,PV_6_4_barra890,PV,890,0.910605,0.858535,106.9134,289.1318,36.98
12,PV_6_5_barra860,PV,860,1.035229,0.978948,-13.5627,106.9933,-12.68
12,PV_6_6_barra840,PV,840,1.036331,0.979769,-13.1596,96.6692,-13.61
12,PV_6_7_barra844,PV,844,1.03508,0.978837,-12.9975,103.0665,-12.61
12,PV_6_8_barra848,PV,848,1.03768,0.98094,-15.2329,104.2464,-14.61
12,PV_6_9_barra890,PV,890,0.910605,0.858535,37.9715,102.6885,36.98
12,BESS_6_0_barra860,BESS,860,1.035229,0.978948,-14.7133,116.07,-12.68
12,BESS_6_1_barra840,BESS,840,1.036331,0.979769,-14.276,104.87,-13.61
12,BESS_6_2_barra844,BESS,844,1.03508,0.978837,-14.1001,111.81,-12.61
12,BESS_6_3_barra848,BESS,848,1.03768,0.98094,-16.5252,113.09,-14.61
12,BESS_6_4_barra890,BESS,890,0.910605,0.858535,41.1928,111.4,36.98
13,PV_6_0_barra860,PV,860,1.040623,1.003999,-23.7299,265.4985,-8.94
13,PV_6_1_barra840,PV,840,1.041687,1.004896,-19.2398,204.223,-9.42
13,PV_6_2_barra844,PV,844,1.04064,1.004042,-20.4078,229.9192,-8.88
13,PV_6_3_barra848,PV,848,1.043222,1.006328,-30.0647,295.2413,-10.18
13,PV_6_4_barra890,PV,890,0.909922,0.878222,91.2964,244.0902,37.4
13,PV_6_5_barra860,PV,860,1.040623,1.003999,-8.0732,90.3257,-8.94
13,PV_6_6_barra840,PV,840,1.041687,1.004896,-7.6885,81.6098,-9.42
13,PV_6_7_barra844,PV,844,1.04064,1.004042,-7.7231,87.0105,-8.88
13,PV_6_8_barra848,PV,848,1.043222,1.006328,-8.9618,88.0066,-10.18
13,PV_6_9_barra890,PV,890,0.909922,0.878222,32.425,86.6915,37.4
13,BESS_6_0_barra860,BESS,860,1.040623,1.003999,-10.3742,116.07,-8.94
13,BESS_6_1_barra840,BESS,840,1.041687,1.004896,-9.8798,104.87,-9.42
13,BESS_6_2_barra844,BESS,844,1.04064,1.004042,-9.9243,111.81,-8.88
13,BESS_6_3_barra848,BESS,848,1.043222,1.006328,-11.5161,113.09,-10.18
13,BESS_6_4_barra890,BESS,890,0.909922,0.878222,41.6667,111.4,37.4
14,PV_6_0_barra860,PV,860,1.04011,1.019747,-12.5998,175.1567,-7.19
14,PV_6_1_barra840,PV,840,1.040534,1.020083,-10.0014,134.7316,-7.42
14,PV_6_2_barra844,PV,844,1.040168,1.019817,-11.0272,151.684,-7.27
14,PV_6_3_barra848,PV,848,1.041662,1.021151,-15.9579,194.7788,-8.19
14,PV_6_4_barra890,PV,890,0.918545,0.901033,51.5859,161.033,32.03
14,PV_6_5_barra860,PV,860,1.04011,1.019747,-4.2866,59.5903,-7.19
14,PV_6_6_barra840,PV,840,1.040534,1.020083,-3.9967,53.8403,-7.42
14,PV_6_7_barra844,PV,844,1.040168,1.019817,-4.1731,57.4033,-7.27
14,PV_6_8_barra848,PV,848,1.041662,1.021151,-4.7568,58.0604,-8.19
14,PV_6_9_barra890,PV,890,0.918545,0.901033,18.3213,57.1928,32.03
14,BESS_6_0_barra860,BESS,860,1.04011,1.019747,-8.3494,116.07,-7.19
14,BESS_6_1_barra840,BESS,840,1.040534,1.020083,-7.7847,104.87,-7.42
14,BESS_6_2_barra844,BESS,844,1.040168,1.019817,-8.1284,111.81,-7.27
14,BESS_6_3_barra848,BESS,848,1.041662,1.021151,-9.2653,113.09,-8.19
14,BESS_6_4_barra890,BESS,890,0.918545,0.901033,35.6863,111.4,32.03
15,PV_6_0_barra860,PV,860,1.036976,1.02732,-8.6916,149.9783,-5.8
15,PV_6_1_barra840,PV,840,1.037944,1.028242,-7.1467,115.3642,-6.19
15,PV_6_2_barra844,PV,844,1.036907,1.027256,-7.4291,129.8798,-5.72
15,PV_6_3_barra848,PV,848,1.039029,1.029293,-11.5711,166.7798,-6.94
15,PV_6_4_barra890,PV,890,0.909366,0.901642,52.0501,137.8849,37.75
15,PV_6_5_barra860,PV,860,1.036976,1.02732,-2.957,51.0244,-5.8
15,PV_6_6_barra840,PV,840,1.037944,1.028242,-2.8559,46.1009,-6.19
15,PV_6_7_barra844,PV,844,1.036907,1.027256,-2.8115,49.1517,-5.72
15,PV_6_8_barra848,PV,848,1.039029,1.029293,-3.4492,49.7144,-6.94
15,PV_6_9_barra890,PV,890,0.909366,0.901642,18.4862,48.9714,37.75
15,BESS_6_0_barra860,BESS,860,1.036976,1.02732,0.0,0.0,
15,BESS_6_1_barra840,BESS,840,1.037944,1.028242,0.0,0.0,
15,BESS_6_2_barra844,BESS,844,1.036907,1.027256,0.0,0.0,
15,BESS_6_3_barra848,BESS,848,1.039029,1.029293,0.0,0.0,
15,BESS_6_4_barra890,BESS,890,0.909366,0.901642,0.0,0.0,
16,PV_6_0_barra860,PV,860,1.041992,1.036238,-5.317,60.0118,-8.86
16,PV_6_1_barra840,PV,840,1.042225,1.036448,-4.1737,46.1614,-9.04
16,PV_6_2_barra844,PV,844,1.042089,1.036339,-4.6149,51.9697,-8.88
16,PV_6_3_barra848,PV,848,1.043124,1.037334,-6.3659,66.7347,-9.54
16,PV_6_4_barra890,PV,890,0.922397,0.917321,16.351,55.1728,29.64
16,PV_6_5_barra860,PV,860,1.041992,1.036238,-1.8089,20.4167,-8.86
16,PV_6_6_barra840,PV,840,1.042225,1.036448,-1.6679,18.4466,-9.04
16,PV_6_7_barra844,PV,844,1.042089,1.036339,-1.7465,19.6674,-8.88
16,PV_6_8_barra848,PV,848,1.043124,1.037334,-1.8976,19.8925,-9.54
16,PV_6_9_barra890,PV,890,0.922397,0.917321,5.8072,19.5953,29.64
16,BESS_6_0_barra860,BESS,860,1.041992,1.036238,0.0,0.0,
16,BESS_6_1_barra840,BESS,840,1.042225,1.036448,0.0,0.0,
16,BESS_6_2_barra844,BESS,844,1.042089,1.036339,0.0,0.0,
16,BESS_6_3_barra848,BESS,848,1.043124,1.037334,0.0,0.0,
16,BESS_6_4_barra890,BESS,890,0.922397,0.917321,0.0,0.0,
17,PV_6_0_barra860,PV,860,1.042567,1.040997,-1.5272,16.9903,-8.99
17,PV_6_1_barra840,PV,840,1.04247,1.040894,-1.1556,13.069,-8.84
17,PV_6_2_barra844,PV,844,1.042714,1.041145,-1.3241,14.7134,-9.0
17,PV_6_3_barra848,PV,848,1.043227,1.041648,-1.748,18.8936,-9.25
17,PV_6_4_barra890,PV,890,0.927114,0.925717,4.1705,15.6203,26.7
17,PV_6_5_barra860,PV,860,1.042567,1.040997,-0.5196,5.7803,-8.99
17,PV_6_6_barra840,PV,840,1.04247,1.040894,-0.4618,5.2225,-8.84
17,PV_6_7_barra844,PV,844,1.042714,1.041145,-0.5011,5.5681,-9.0
17,PV_6_8_barra848,PV,848,1.043227,1.041648,-0.521,5.6319,-9.25
17,PV_6_9_barra890,PV,890,0.927114,0.925717,1.4812,5.5477,26.7
17,BESS_6_0_barra860,BESS,860,1.042567,1.040997,0.0,0.0,
17,BESS_6_1_barra840,BESS,840,1.04247,1.040894,0.0,0.0,
17,BESS_6_2_barra844,BESS,844,1.042714,1.041145,0.0,0.0,
17,BESS_6_3_barra848,BESS,848,1.043227,1.041648,0.0,0.0,
17,BESS_6_4_barra890,BESS,890,0.927114,0.925717,0.0,0.0,
18,PV_6_0_barra860,PV,860,1.031591,1.026626,-0.099,1.9106,-5.18
18,PV_6_1_barra840,PV,840,1.032116,1.027127,-0.0815,1.4696,-5.55
18,PV_6_2_barra844,PV,844,1.0316,1.026641,-0.0851,1.6545,-5.15
18,PV_6_3_barra848,PV,848,1.032708,1.027868,-0.1264,2.1246,-5.95
18,PV_6_4_barra890,PV,890,0.909187,0.905243,0.665,1.7565,37.86
18,PV_6_5_barra860,PV,860,1.031591,1.026626,-0.0337,0.65,-5.18
18,PV_6_6_barra840,PV,840,1.032116,1.027127,-0.0326,0.5873,-5.55
18,PV_6_7_barra844,PV,844,1.0316,1.026641,-0.0322,0.6261,-5.15
18,PV_6_8_barra848,PV,848,1.032708,1.027868,-0.0377,0.6333,-5.95
18,PV_6_9_barra890,PV,890,0.909187,0.905243,0.2362,0.6238,37.86
18,BESS_6_0_barra860,BESS,860,1.031591,1.026626,-6.0138,116.07,-5.18
18,BESS_6_1_barra840,BESS,840,1.032116,1.027127,-5.8168,104.87,-5.55
18,BESS_6_2_barra844,BESS,844,1.0316,1.026641,-5.7533,111.81,-5.15
18,BESS_6_3_barra848,BESS,848,1.032708,1.027868,-6.7305,113.09,-5.95
18,BESS_6_4_barra890,BESS,890,0.909187,0.905243,42.1765,111.4,37.86
19,PV_6_0_barra860,PV,860,1.035553,1.03164,-0.013,0.3071,-4.23
19,PV_6_1_barra840,PV,840,1.036126,1.032193,-0.0108,0.2362,-4.55
19,PV_6_2_barra844,PV,844,1.035498,1.031589,-0.0113,0.2659,-4.23
19,PV_6_3_barra848,PV,848,1.036766,1.032827,-0.0171,0.3415,-5.02
19,PV_6_4_barra890,PV,890,0.913841,0.910897,0.0987,0.2823,34.96
19,PV_6_5_barra860,PV,860,1.035553,1.03164,-0.0044,0.1045,-4.23
19,PV_6_6_barra840,PV,840,1.036126,1.032193,-0.0043,0.0944,-4.55
19,PV_6_7_barra844,PV,844,1.035498,1.031589,-0.0043,0.1006,-4.23
19,PV_6_8_barra848,PV,848,1.036766,1.032827,-0.0051,0.1018,-5.02
19,PV_6_9_barra890,PV,890,0.913841,0.910897,0.0351,0.1003,34.96
19,BESS_6_0_barra860,BESS,860,1.035553,1.03164,-4.9093,116.07,-4.23
19,BESS_6_1_barra840,BESS,840,1.036126,1.032193,-4.7741,104.87,-4.55
19,BESS_6_2_barra844,BESS,844,1.035498,1.031589,-4.7349,111.81,-4.23
19,BESS_6_3_barra848,BESS,848,1.036766,1.032827,-5.6719,113.09,-5.02
19,BESS_6_4_barra890,BESS,890,0.913841,0.910897,38.9488,111.4,34.96
20,PV_6_0_barra860,PV,860,1.035383,1.031579,-0.0084,0.2047,-4.12
20,PV_6_1_barra840,PV,840,1.035955,1.032131,-0.007,0.1575,-4.44
20,PV_6_2_barra844,PV,844,1.035328,1.031528,-0.0073,0.1773,-4.12
20,PV_6_3_barra848,PV,848,1.036595,1.032765,-0.0112,0.2276,-4.9
20,PV_6_4_barra890,PV,890,0.913683,0.91084,0.066,0.1882,35.06
20,PV_6_5_barra860,PV,860,1.035383,1.031579,-0.0029,0.0696,-4.12
20,PV_6_6_barra840,PV,840,1.035955,1.032131,-0.0028,0.0629,-4.44
20,PV_6_7_barra844,PV,844,1.035328,1.031528,-0.0028,0.0671,-4.12
20,PV_6_8_barra848,PV,848,1.036595,1.032765,-0.0033,0.0679,-4.9
20,PV_6_9_barra890,PV,890,0.913683,0.91084,0.0234,0.0668,35.06
20,BESS_6_0_barra860,BESS,860,1.035383,1.031579,-4.7789,116.07,-4.12
20,BESS_6_1_barra840,BESS,840,1.035955,1.032131,-4.6557,104.87,-4.44
20,BESS_6_2_barra844,BESS,844,1.035328,1.031528,-4.6094,111.81,-4.12
20,BESS_6_3_barra848,BESS,848,1.036595,1.032765,-5.544,113.09,-4.9
20,BESS_6_4_barra890,BESS,890,0.913683,0.91084,39.0585,111.4,35.06
21,PV_6_0_barra860,PV,860,1.035326,1.031559,-0.007,0.1706,-4.08
21,PV_6_1_barra840,PV,840,1.035898,1.032111,-0.0058,0.1312,-4.4
21,PV_6_2_barra844,PV,844,1.035271,1.031507,-0.006,0.1477,-4.08
21,PV_6_3_barra848,PV,848,1.036537,1.032744,-0.0092,0.1897,-4.86
21,PV_6_4_barra890,PV,890,0.91363,0.910821,0.055,0.1568,35.09
21,PV_6_5_barra860,PV,860,1.035326,1.031559,-0.0024,0.058,-4.08
21,PV_6_6_barra840,PV,840,1.035898,1.032111,-0.0023,0.0524,-4.4
21,PV_6_7_barra844,PV,844,1.035271,1.031507,-0.0023,0.0559,-4.08
21,PV_6_8_barra848,PV,848,1.036537,1.032744,-0.0028,0.0565,-4.86
21,PV_6_9_barra890,PV,890,0.91363,0.910821,0.0195,0.0557,35.09
21,BESS_6_0_barra860,BESS,860,1.035326,1.031559,-4.7352,116.07,-4.08
