hora,der,tipo,barra,v_pre,v_pos,q_kvar,p_inst_kw,q_pct_pinst
8,PV_1_0_barra860,PV,860,1.03344,1.027679,-5.7564,104.3121,-5.52
8,PV_1_1_barra840,PV,840,1.033964,1.028179,-4.0781,71.5761,-5.7
8,PV_1_2_barra844,PV,844,1.033504,1.027747,-5.2406,95.5978,-5.48
8,PV_1_3_barra848,PV,848,1.034919,1.029121,-6.1343,100.0693,-6.13
8,PV_1_4_barra890,PV,890,0.910508,0.905957,38.6983,104.4826,37.04
8,PV_1_5_barra860,PV,860,1.03344,1.027679,-1.5647,28.3542,-5.52
8,PV_1_6_barra840,PV,840,1.033964,1.028179,-1.9835,34.8126,-5.7
8,PV_1_7_barra844,PV,844,1.033504,1.027747,-1.914,34.9157,-5.48
8,PV_1_8_barra848,PV,848,1.034919,1.029121,-2.0609,33.6196,-6.13
8,PV_1_9_barra890,PV,890,0.910508,0.905957,12.9288,34.9068,37.04
8,BESS_1_0_barra860,BESS,860,1.03344,1.027679,0.0,0.0,
8,BESS_1_1_barra840,BESS,840,1.033964,1.028179,0.0,0.0,
8,BESS_1_2_barra844,BESS,844,1.033504,1.027747,0.0,0.0,
8,BESS_1_3_barra848,BESS,848,1.034919,1.029121,0.0,0.0,
8,BESS_1_4_barra890,BESS,890,0.910508,0.905957,0.0,0.0,
9,PV_1_0_barra860,PV,860,1.035877,1.021184,-13.5693,166.7599,-8.14
9,PV_1_1_barra840,PV,840,1.036854,1.022094,-10.0489,114.426,-8.78
9,PV_1_2_barra844,PV,844,1.03588,1.021197,-12.377,152.8286,-8.1
9,PV_1_3_barra848,PV,848,1.037782,1.023172,-15.0647,159.977,-9.42
9,PV_1_4_barra890,PV,890,0.907342,0.895003,65.1576,167.0323,39.01
9,PV_1_5_barra860,PV,860,1.035877,1.021184,-3.6884,45.3287,-8.14
9,PV_1_6_barra840,PV,840,1.036854,1.022094,-4.8875,55.6535,-8.78
9,PV_1_7_barra844,PV,844,1.03588,1.021197,-4.5205,55.8184,-8.1
9,PV_1_8_barra848,PV,848,1.037782,1.023172,-5.0612,53.7463,-9.42
9,PV_1_9_barra890,PV,890,0.907342,0.895003,21.7686,55.8041,39.01
9,BESS_1_0_barra860,BESS,860,1.035877,1.021184,0.0,0.0,
9,BESS_1_1_barra840,BESS,840,1.036854,1.022094,0.0,0.0,
9,BESS_1_2_barra844,BESS,844,1.03588,1.021197,0.0,0.0,
9,BESS_1_3_barra848,BESS,848,1.037782,1.023172,0.0,0.0,
9,BESS_1_4_barra890,BESS,890,0.907342,0.895003,0.0,0.0,
10,PV_1_0_barra860,PV,860,1.040732,1.019038,-15.0915,183.2033,-8.24
10,PV_1_1_barra840,PV,840,1.041164,1.019496,-10.8301,125.709,-8.62
10,PV_1_2_barra844,PV,844,1.040788,1.019107,-13.8213,167.8983,-8.23
10,PV_1_3_barra848,PV,848,1.042033,1.020602,-16.2928,175.7516,-9.27
10,PV_1_4_barra890,PV,890,0.916124,0.897452,61.5498,183.5026,33.54
10,PV_1_5_barra860,PV,860,1.040732,1.019038,-4.1022,49.7984,-8.24
10,PV_1_6_barra840,PV,840,1.041164,1.019496,-5.2675,61.1413,-8.62
10,PV_1_7_barra844,PV,844,1.040788,1.019107,-5.048,61.3224,-8.23
10,PV_1_8_barra848,PV,848,1.042033,1.020602,-5.4738,59.046,-9.27
10,PV_1_9_barra890,PV,890,0.916124,0.897452,20.5633,61.3067,33.54
10,BESS_1_0_barra860,BESS,860,1.040732,1.019038,-5.2078,63.22,-8.24
10,BESS_1_1_barra840,BESS,840,1.041164,1.019496,-6.6871,77.62,-8.62
10,BESS_1_2_barra844,BESS,844,1.040788,1.019107,-6.4086,77.85,-8.23
10,BESS_1_3_barra848,BESS,848,1.042033,1.020602,-6.949,74.96,-9.27
10,BESS_1_4_barra890,BESS,890,0.916124,0.897452,26.1054,77.83,33.54
11,PV_1_0_barra860,PV,860,1.037292,1.016962,-14.9365,229.7658,-6.5
11,PV_1_1_barra840,PV,840,1.038228,1.017799,-11.1226,157.659,-7.05
11,PV_1_2_barra844,PV,844,1.037238,1.016919,-13.6999,210.5709,-6.51
11,PV_1_3_barra848,PV,848,1.039388,1.0189,-17.2966,220.4202,-7.85
11,PV_1_4_barra890,PV,890,0.909136,0.8928,87.2049,230.1412,37.89
11,PV_1_5_barra860,PV,860,1.037292,1.016962,-4.06,62.455,-6.5
11,PV_1_6_barra840,PV,840,1.038228,1.017799,-5.4097,76.6808,-7.05
11,PV_1_7_barra844,PV,844,1.037238,1.016919,-5.0037,76.908,-6.51
11,PV_1_8_barra848,PV,848,1.039388,1.0189,-5.811,74.053,-7.85
11,PV_1_9_barra890,PV,890,0.909136,0.8928,29.1344,76.8883,37.89
11,BESS_1_0_barra860,BESS,860,1.037292,1.016962,-4.1098,63.22,-6.5
11,BESS_1_1_barra840,BESS,840,1.038228,1.017799,-5.476,77.62,-7.05
11,BESS_1_2_barra844,BESS,844,1.037238,1.016919,-5.065,77.85,-6.51
11,BESS_1_3_barra848,BESS,848,1.039388,1.0189,-5.8822,74.96,-7.85
11,BESS_1_4_barra890,BESS,890,0.909136,0.8928,29.4913,77.83,37.89
12,PV_1_0_barra860,PV,860,1.03357,1.020981,-9.1752,227.2539,-4.04
12,PV_1_1_barra840,PV,840,1.034483,1.021832,-7.1377,155.9354,-4.58
12,PV_1_2_barra844,PV,844,1.033519,1.020936,-8.4247,208.2689,-4.05
12,PV_1_3_barra848,PV,848,1.035633,1.022938,-11.6926,218.0106,-5.36
12,PV_1_4_barra890,PV,890,0.905681,0.896693,91.148,227.6252,40.04
12,PV_1_5_barra860,PV,860,1.03357,1.020981,-2.494,61.7723,-4.04
12,PV_1_6_barra840,PV,840,1.034483,1.021832,-3.4716,75.8425,-4.58
12,PV_1_7_barra844,PV,844,1.033519,1.020936,-3.077,76.0672,-4.05
12,PV_1_8_barra848,PV,848,1.035633,1.022938,-3.9283,73.2434,-5.36
12,PV_1_9_barra890,PV,890,0.905681,0.896693,30.4518,76.0477,40.04
12,BESS_1_0_barra860,BESS,860,1.03357,1.020981,-2.5525,63.22,-4.04
12,BESS_1_1_barra840,BESS,840,1.034483,1.021832,-3.5529,77.62,-4.58
12,BESS_1_2_barra844,BESS,844,1.033519,1.020936,-3.1491,77.85,-4.05
12,BESS_1_3_barra848,BESS,848,1.035633,1.022938,-4.0203,74.96,-5.36
12,BESS_1_4_barra890,BESS,890,0.905681,0.896693,31.1655,77.83,40.04
13,PV_1_0_barra860,PV,860,1.036495,1.014509,-16.5061,209.4848,-7.88
13,PV_1_1_barra840,PV,840,1.036969,1.014881,-12.0395,143.7427,-8.38
13,PV_1_2_barra844,PV,844,1.036406,1.014432,-15.0846,191.9842,-7.86
13,PV_1_3_barra848,PV,848,1.037893,1.015747,-18.2301,200.9642,-9.07
13,PV_1_4_barra890,PV,890,0.915335,0.895177,71.4103,209.8271,34.03
13,PV_1_5_barra860,PV,860,1.036495,1.014509,-4.4867,56.9423,-7.88
13,PV_1_6_barra840,PV,840,1.036969,1.014881,-5.8557,69.9123,-8.38
13,PV_1_7_barra844,PV,844,1.036406,1.014432,-5.5094,70.1195,-7.86
13,PV_1_8_barra848,PV,848,1.037893,1.015747,-6.1246,67.5165,-9.07
13,PV_1_9_barra890,PV,890,0.915335,0.895177,23.8576,70.1015,34.03
13,BESS_1_0_barra860,BESS,860,1.036495,1.014509,-4.9813,63.22,-7.88
13,BESS_1_1_barra840,BESS,840,1.036969,1.014881,-6.5013,77.62,-8.38
13,BESS_1_2_barra844,BESS,844,1.036406,1.014432,-6.1168,77.85,-7.86
13,BESS_1_3_barra848,BESS,848,1.037893,1.015747,-6.7998,74.96,-9.07
13,BESS_1_4_barra890,BESS,890,0.915335,0.895177,26.4878,77.83,34.03
14,PV_1_0_barra860,PV,860,1.040942,1.024162,-11.8033,152.3632,-7.75
14,PV_1_1_barra840,PV,840,1.041325,1.024471,-8.3122,104.5474,-7.95
14,PV_1_2_barra844,PV,844,1.040964,1.024193,-10.8913,139.6346,-7.8
14,PV_1_3_barra848,PV,848,1.042297,1.025402,-12.6021,146.1659,-8.62
14,PV_1_4_barra890,PV,890,0.919652,0.905438,47.8367,152.6121,31.35
14,PV_1_5_barra860,PV,860,1.040942,1.024162,-3.2084,41.4154,-7.75
14,PV_1_6_barra840,PV,840,1.041325,1.024471,-4.0428,50.8489,-7.95
14,PV_1_7_barra844,PV,844,1.040964,1.024193,-3.9779,50.9995,-7.8
14,PV_1_8_barra848,PV,848,1.042297,1.025402,-4.2338,49.1063,-8.62
14,PV_1_9_barra890,PV,890,0.919652,0.905438,15.9818,50.9864,31.35
14,BESS_1_0_barra860,BESS,860,1.040942,1.024162,-4.8975,63.22,-7.75
14,BESS_1_1_barra840,BESS,840,1.041325,1.024471,-6.1713,77.62,-7.95
14,BESS_1_2_barra844,BESS,844,1.040964,1.024193,-6.0722,77.85,-7.8
14,BESS_1_3_barra848,BESS,848,1.042297,1.025402,-6.4629,74.96,-8.62
14,BESS_1_4_barra890,BESS,890,0.919652,0.905438,24.396,77.83,31.35
15,PV_1_0_barra860,PV,860,1.033884,1.026576,-7.3851,116.5226,-6.34
15,PV_1_1_barra840,PV,840,1.03455,1.027208,-5.2501,79.9546,-6.57
15,PV_1_2_barra844,PV,844,1.033872,1.026568,-6.7228,106.7882,-6.3
15,PV_1_3_barra848,PV,848,1.035431,1.02807,-7.8449,111.7831,-7.02
15,PV_1_4_barra890,PV,890,0.91043,0.904643,43.2848,116.713,37.09
15,PV_1_5_barra860,PV,860,1.033884,1.026576,-2.0074,31.6732,-6.34
15,PV_1_6_barra840,PV,840,1.03455,1.027208,-2.5535,38.8876,-6.57
15,PV_1_7_barra844,PV,844,1.033872,1.026568,-2.4554,39.0028,-6.3
15,PV_1_8_barra848,PV,848,1.035431,1.02807,-2.6356,37.555,-7.02
15,PV_1_9_barra890,PV,890,0.91043,0.904643,14.4611,38.9928,37.09
15,BESS_1_0_barra860,BESS,860,1.033884,1.026576,0.0,0.0,
15,BESS_1_1_barra840,BESS,840,1.03455,1.027208,0.0,0.0,
15,BESS_1_2_barra844,BESS,844,1.033872,1.026568,0.0,0.0,
15,BESS_1_3_barra848,BESS,848,1.035431,1.02807,0.0,0.0,
15,BESS_1_4_barra890,BESS,890,0.91043,0.904643,0.0,0.0,
16,PV_1_0_barra860,PV,860,1.039467,1.034336,-5.2788,51.7258,-10.21
16,PV_1_1_barra840,PV,840,1.039408,1.034255,-3.6684,35.4928,-10.34
16,PV_1_2_barra844,PV,844,1.039455,1.034326,-4.8524,47.4046,-10.24
16,PV_1_3_barra848,PV,848,1.039979,1.034814,-5.3552,49.6219,-10.79
16,PV_1_4_barra890,PV,890,0.923661,0.918846,14.947,51.8103,28.85
16,PV_1_5_barra860,PV,860,1.039467,1.034336,-1.4349,14.0601,-10.21
16,PV_1_6_barra840,PV,840,1.039408,1.034255,-1.7842,17.2627,-10.34
16,PV_1_7_barra844,PV,844,1.039455,1.034326,-1.7723,17.3138,-10.24
16,PV_1_8_barra848,PV,848,1.039979,1.034814,-1.7992,16.6711,-10.79
16,PV_1_9_barra890,PV,890,0.923661,0.918846,4.9937,17.3094,28.85
16,BESS_1_0_barra860,BESS,860,1.039467,1.034336,0.0,0.0,
16,BESS_1_1_barra840,BESS,840,1.039408,1.034255,0.0,0.0,
16,BESS_1_2_barra844,BESS,844,1.039455,1.034326,0.0,0.0,
16,BESS_1_3_barra848,BESS,848,1.039979,1.034814,0.0,0.0,
16,BESS_1_4_barra890,BESS,890,0.923661,0.918846,0.0,0.0,
17,PV_1_0_barra860,PV,860,1.043156,1.042307,-0.9121,10.0242,-9.1
17,PV_1_1_barra840,PV,840,1.043063,1.042211,-0.6192,6.8783,-9.0
17,PV_1_2_barra844,PV,844,1.043247,1.042399,-0.8448,9.1868,-9.2
17,PV_1_3_barra848,PV,848,1.043687,1.042834,-0.9093,9.6165,-9.46
17,PV_1_4_barra890,PV,890,0.929034,0.928302,2.5608,10.0406,25.5
17,PV_1_5_barra860,PV,860,1.043156,1.042307,-0.2479,2.7248,-9.1
17,PV_1_6_barra840,PV,840,1.043063,1.042211,-0.3012,3.3454,-9.0
17,PV_1_7_barra844,PV,844,1.043247,1.042399,-0.3086,3.3553,-9.2
17,PV_1_8_barra848,PV,848,1.043687,1.042834,-0.3055,3.2308,-9.46
17,PV_1_9_barra890,PV,890,0.929034,0.928302,0.8555,3.3545,25.5
17,BESS_1_0_barra860,BESS,860,1.043156,1.042307,0.0,0.0,
17,BESS_1_1_barra840,BESS,840,1.043063,1.042211,0.0,0.0,
17,BESS_1_2_barra844,BESS,844,1.043247,1.042399,0.0,0.0,
17,BESS_1_3_barra848,BESS,848,1.043687,1.042834,0.0,0.0,
17,BESS_1_4_barra890,BESS,890,0.929034,0.928302,0.0,0.0,
18,PV_1_0_barra860,PV,860,1.032669,1.030428,-0.0189,0.5117,-3.7
18,PV_1_1_barra840,PV,840,1.032992,1.030739,-0.0138,0.3511,-3.94
18,PV_1_2_barra844,PV,844,1.032767,1.030527,-0.0174,0.4689,-3.72
18,PV_1_3_barra848,PV,848,1.033697,1.031442,-0.0212,0.4909,-4.32
18,PV_1_4_barra890,PV,890,0.913354,0.911721,0.1807,0.5125,35.27
18,PV_1_5_barra860,PV,860,1.032669,1.030428,-0.0051,0.1391,-3.7
18,PV_1_6_barra840,PV,840,1.032992,1.030739,-0.0067,0.1708,-3.94
18,PV_1_7_barra844,PV,844,1.032767,1.030527,-0.0064,0.1713,-3.72
18,PV_1_8_barra848,PV,848,1.033697,1.031442,-0.0071,0.1649,-4.32
18,PV_1_9_barra890,PV,890,0.913354,0.911721,0.0604,0.1712,35.27
18,BESS_1_0_barra860,BESS,860,1.032669,1.030428,-2.3392,63.22,-3.7
18,BESS_1_1_barra840,BESS,840,1.032992,1.030739,-3.057,77.62,-3.94
18,BESS_1_2_barra844,BESS,844,1.032767,1.030527,-2.8961,77.85,-3.72
18,BESS_1_3_barra848,BESS,848,1.033697,1.031442,-3.2347,74.96,-4.32
18,BESS_1_4_barra890,BESS,890,0.913354,0.911721,27.4478,77.83,35.27
19,PV_1_0_barra860,PV,860,1.031908,1.029957,-0.0023,0.0698,-3.25
19,PV_1_1_barra840,PV,840,1.032227,1.030267,-0.0017,0.0479,-3.49
19,PV_1_2_barra844,PV,844,1.032007,1.030058,-0.0021,0.0639,-3.27
19,PV_1_3_barra848,PV,848,1.032931,1.030968,-0.0026,0.0669,-3.86
19,PV_1_4_barra890,PV,890,0.91264,0.91128,0.025,0.0699,35.71
19,PV_1_5_barra860,PV,860,1.031908,1.029957,-0.0006,0.019,-3.25
19,PV_1_6_barra840,PV,840,1.032227,1.030267,-0.0008,0.0233,-3.49
19,PV_1_7_barra844,PV,844,1.032007,1.030058,-0.0008,0.0234,-3.27
19,PV_1_8_barra848,PV,848,1.032931,1.030968,-0.0009,0.0225,-3.86
19,PV_1_9_barra890,PV,890,0.91264,0.91128,0.0083,0.0233,35.71
19,BESS_1_0_barra860,BESS,860,1.031908,1.029957,-2.0543,63.22,-3.25
19,BESS_1_1_barra840,BESS,840,1.032227,1.030267,-2.7055,77.62,-3.49
19,BESS_1_2_barra844,BESS,844,1.032007,1.030058,-2.5456,77.85,-3.27
19,BESS_1_3_barra848,BESS,848,1.032931,1.030968,-2.8946,74.96,-3.86
19,BESS_1_4_barra890,BESS,890,0.91264,0.91128,27.7934,77.83,35.71
20,PV_1_0_barra860,PV,860,1.031786,1.029883,0.0,0.0,
20,PV_1_1_barra840,PV,840,1.032105,1.030192,0.0,0.0,
20,PV_1_2_barra844,PV,844,1.031885,1.029983,0.0,0.0,
20,PV_1_3_barra848,PV,848,1.032808,1.030893,0.0,0.0,
20,PV_1_4_barra890,PV,890,0.912524,0.91121,0.0,0.0,
20,PV_1_5_barra860,PV,860,1.031786,1.029883,0.0,0.0,
20,PV_1_6_barra840,PV,840,1.032105,1.030192,0.0,0.0,
20,PV_1_7_barra844,PV,844,1.031885,1.029983,0.0,0.0,
20,PV_1_8_barra848,PV,848,1.032808,1.030893,0.0,0.0,
20,PV_1_9_barra890,PV,890,0.912524,0.91121,0.0,0.0,
20,BESS_1_0_barra860,BESS,860,1.031786,1.029883,-2.0089,63.22,-3.18
20,BESS_1_1_barra840,BESS,840,1.032105,1.030192,-2.6495,77.62,-3.41
20,BESS_1_2_barra844,BESS,844,1.031885,1.029983,-2.4898,77.85,-3.2
20,BESS_1_3_barra848,BESS,848,1.032808,1.030893,-2.8404,74.96,-3.79
20,BESS_1_4_barra890,BESS,890,0.912524,0.91121,27.8498,77.83,35.78
21,PV_1_0_barra860,PV,860,1.031786,1.029883,0.0,0.0,
21,PV_1_1_barra840,PV,840,1.032105,1.030192,0.0,0.0,
21,PV_1_2_barra844,PV,844,1.031885,1.029983,0.0,0.0,
21,PV_1_3_barra848,PV,848,1.032808,1.030893,0.0,0.0,
21,PV_1_4_barra890,PV,890,0.912524,0.91121,0.0,0.0,
21,PV_1_5_barra860,PV,860,1.031786,1.029883,0.0,0.0,
21,PV_1_6_barra840,PV,840,1.032105,1.030192,0.0,0.0,
21,PV_1_7_barra844,PV,844,1.031885,1.029983,0.0,0.0,
21,PV_1_8_barra848,PV,848,1.032808,1.030893,0.0,0.0,
21,PV_1_9_barra890,PV,890,0.912524,0.91121,0.0,0.0,
21,BESS_1_0_barra860,BESS,860,1.031786,1.029883,-2.0089,63.22,-3.18
21,BESS_1_1_barra840,BESS,840,1.032105,1.030192,-2.6495,77.62,-3.41
21,BESS_1_2_barra844,BESS,844,1.031885,1.029983,-2.4897,77.85,-3.2
21,BESS_1_3_barra848,BESS,848,1.032808,1.030893,-2.8404,74.96,-3.79
21,BESS_1_4_barra890,BESS,890,0.912524,0.91121,27.85,77.83,35.78
22,PV_1_0_barra860,PV,860,1.041219,1.041219,0.0,0.0,
22,PV_1_1_barra840,PV,840,1.04082,1.04082,0.0,0.0,
22,PV_1_2_barra844,PV,844,1.041255,1.041255,0.0,0.0,
22,PV_1_3_barra848,PV,848,1.041277,1.041277,0.0,0.0,
22,PV_1_4_barra890,PV,890,0.928331,0.928331,0.0,0.0,
