id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
12;parcialmente_nublado;0,0009;0,0009;0,0013;0,0011;0,0007;0,0039;0,0557;0,1821;0,3786;0,4926;0,8195;0,9536;0,8311;0,851;0,5445;0,3639;0,1579;0,0421;0,0058;0,0009;0,0006;0,0004;0,0005;0,0005
13;parcialmente_nublado;0,0011;0,0009;0,0009;0,0009;0,0007;0,0045;0,0542;0,1967;0,4339;0,5923;0,7103;0,9014;1,0;0,8221;0,5083;0,4318;0,2103;0,0511;0,0052;0,0008;0,0007;0,0004;0,0003;0,0003
14;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0416;0,1736;0,493;0,68;0,8477;0,9885;0,9538;0,9463;0,5984;0,5207;0,2311;0,0483;0,0021;0,0003;0,0;0,0;0,0;0,0001
15;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0429;0,2026;0,4143;0,7707;0,9827;0,942;1,0;0,9229;0,6689;0,4802;0,2503;0,043;0,0023;0,0003;0,0;0,0;0,0;0,0001
16;parcialmente_nublado;0,0011;0,0008;0,0011;0,001;0,001;0,0042;0,0521;0,174;0,4621;0,813;0,7948;0,8624;0,828;0,8181;0,6307;0,3525;0,1879;0,0596;0,0061;0,0009;0,0006;0,0004;0,0004;0,0004
17;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0425;0,1942;0,4625;0,7674;0,8856;0,9777;1,0;0,9258;0,6045;0,5465;0,2628;0,0459;0,0023;0,0003;0,0;0,0;0,0;0,0001
18;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0095;0,0959;0,2934;0,3462;0,4642;0,6457;0,6088;0,6065;0,6413;0,6288;0,2991;0,1811;0,0556;0,0033;0,0;0,0002;0,0024;0,0011;0,0019
19;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0105;0,0967;0,2838;0,3323;0,4431;0,7587;0,7316;0,7356;0,6165;0,5746;0,2991;0,2098;0,0547;0,0046;0,0;0,0002;0,0019;0,0016;0,0016
20;parcialmente_nublado;0,0009;0,001;0,0012;0,0012;0,0008;0,0045;0,0415;0,1927;0,4238;0,6407;0,6951;0,9558;0,8755;0,582;0,5391;0,4106;0,2086;0,0486;0,0054;0,0007;0,0005;0,0004;0,0005;0,0004
21;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0489;0,1923;0,4963;0,7157;0,9337;1,0;0,9621;0,9587;0,7867;0,4699;0,2588;0,0387;0,002;0,0003;0,0;0,0;0,0;0,0001
22;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0442;0,2077;0,4211;0,7521;0,9015;0,9839;1,0;0,7695;0,7286;0,4536;0,2587;0,0489;0,0022;0,0003;0,0;0,0;0,0;0,0001
23;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0169;0,0809;0,2698;0,335;0,5947;0,5715;0,6395;0,6481;0,7339;0,4945;0,3308;0,1812;0,048;0,0051;0,0;0,0002;0,0019;0,002;0,0017
24;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0402;0,2289;0,4058;0,7524;0,8477;1,0;0,9641;0,8317;0,7326;0,4814;0,2661;0,0509;0,0022;0,0003;0,0;0,0;0,0;0,0001
25;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0443;0,2259;0,4514;0,7343;0,9322;1,0;0,9017;0,9044;0,6722;0,4844;0,2335;0,0535;0,002;0,0003;0,0;0,0;0,0;0,0001
26;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0143;0,0946;0,2372;0,3329;0,5978;0,7138;0,7585;0,5982;0,7506;0,3559;0,3489;0,1304;0,0329;0,0045;0,0;0,0003;0,0019;0,0021;0,0024
27;nublado;0,0007;0,0;0,0;0,0001;0,0;0,0122;0,0526;0,197;0,4081;0,5495;0,5463;0,6182;0,854;0,4854;0,2906;0,3808;0,2042;0,0595;0,005;0,0;0,0003;0,0019;0,0011;0,0015
28;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0456;0,1894;0,4171;0,7753;0,9705;0,9687;1,0;0,8742;0,6293;0,4605;0,2481;0,0452;0,0022;0,0003;0,0;0,0;0,0;0,0001
29;parcialmente_nublado;0,0009;0,0009;0,0013;0,0008;0,0008;0,0046;0,0617;0,2055;0,4152;0,543;0,6634;0,9737;0,7461;0,7101;0,6198;0,3115;0,2113;0,0407;0,0049;0,0008;0,0007;0,0005;0,0003;0,0004
30;parcialmente_nublado;0,0009;0,0011;0,0011;0,0013;0,0009;0,0041;0,0645;0,2014;0,4479;0,5875;0,8565;0,8925;0,7768;0,8099;0,4507;0,4015;0,219;0,052;0,0044;0,0009;0,0008;0,0003;0,0004;0,0005
31;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0119;0,0748;0,1976;0,3596;0,6293;0,882;0,6308;0,6984;0,5896;0,3456;0,314;0,1569;0,0589;0,0035;0,0;0,0002;0,0015;0,0014;0,0019
32;parcialmente_nublado;0,0011;0,0009;0,0011;0,001;0,0007;0,0047;0,0532;0,1615;0,3564;0,5424;0,8956;0,9112;0,9212;0,7372;0,5318;0,328;0,201;0,0686;0,0052;0,001;0,0006;0,0003;0,0004;0,0004
33;nublado;0,0005;0,0;0,0;0,0001;0,0;0,015;0,0984;0,2999;0,3486;0,5226;0,6241;0,4999;0,5405;0,5161;0,545;0,2835;0,1853;0,0448;0,0051;0,0;0,0002;0,0016;0,0019;0,0012
34;parcialmente_nublado;0,0008;0,0009;0,0011;0,001;0,0009;0,0046;0,049;0,2191;0,3038;0,4618;0,7695;0,9435;0,8969;0,7591;0,5645;0,3594;0,1925;0,0486;0,0043;0,0009;0,0006;0,0003;0,0004;0,0004
35;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0104;0,0783;0,2742;0,3731;0,5491;0,5173;0,6453;0,5326;0,7054;0,4914;0,3311;0,1986;0,0454;0,0039;0,0;0,0002;0,0016;0,0013;0,0017
36;parcialmente_nublado;0,0008;0,001;0,0011;0,0011;0,0009;0,005;0,0471;0,1771;0,3987;0,6555;0,6881;0,9519;0,8449;0,7416;0,5941;0,3789;0,2229;0,0562;0,0062;0,0009;0,0006;0,0004;0,0004;0,0003
37;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,0418;0,2256;0,4933;0,6443;0,8993;0,934;1,0;0,864;0,6373;0,5019;0,2259;0,0399;0,0023;0,0003;0,0;0,0;0,0;0,0001
38;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,047;0,2026;0,4389;0,739;0,9082;1,0;1,0;0,8037;0,7554;0,5859;0,2179;0,0445;0,0021;0,0003;0,0;0,0;0,0;0,0001
39;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0426;0,2225;0,4498;0,8112;0,9243;1,0;0,9276;0,8665;0,7106;0,458;0,2448;0,049;0,0022;0,0003;0,0;0,0;0,0;0,0001
40;parcialmente_nublado;0,0008;0,0009;0,0009;0,0009;0,0008;0,0046;0,063;0,1806;0,3678;0,6341;0,7601;0,8527;0,7762;0,6383;0,6763;0,4129;0,2197;0,0531;0,0068;0,0011;0,0006;0,0004;0,0004;0,0005
41;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0525;0,2091;0,3981;0,7317;0,8441;1,0;0,9871;0,8292;0,6703;0,4707;0,2278;0,0535;0,0022;0,0003;0,0;0,0;0,0;0,0001
42;parcialmente_nublado;0,0011;0,0008;0,0011;0,0011;0,0007;0,0033;0,045;0,1796;0,3823;0,5002;0,6682;0,9754;0,9952;0,7827;0,5699;0,4049;0,1856;0,0462;0,0051;0,0009;0,0006;0,0005;0,0003;0,0004
43;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0528;0,2165;0,5019;0,7125;0,9179;1,0;1,0;0,919;0,781;0,4988;0,2461;0,0465;0,0018;0,0003;0,0;0,0;0,0;0,0001
44;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0141;0,0851;0,2757;0,3758;0,5546;0,7301;0,752;0,6117;0,5141;0,5787;0,303;0,1274;0,0587;0,0028;0,0;0,0002;0,0015;0,0019;0,0014
45;parcialmente_nublado;0,0009;0,0007;0,0011;0,0009;0,0009;0,0047;0,0636;0,1588;0,298;0,5503;0,7871;0,9416;0,8934;0,782;0,5204;0,3972;0,1715;0,0554;0,0057;0,0008;0,0007;0,0005;0,0004;0,0004
46;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0436;0,2142;0,4239;0,6912;0,8464;1,0;0,9225;0,8241;0,711;0,4737;0,213;0,0459;0,002;0,0003;0,0;0,0;0,0;0,0001
47;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0116;0,096;0,2381;0,4424;0,53;0,5865;0,7402;0,5894;0,5683;0,4675;0,2532;0,1314;0,0528;0,0037;0,0;0,0002;0,0015;0,0014;0,0014
48;parcialmente_nublado;0,0011;0,0008;0,0012;0,0011;0,0008;0,0034;0,0613;0,1694;0,3497;0,543;0,7593;0,8918;0,75;0,666;0,5566;0,4001;0,1846;0,0542;0,0055;0,0008;0,0006;0,0005;0,0004;0,0004
49;parcialmente_nublado;0,0011;0,0009;0,0011;0,0013;0,0009;0,0041;0,0586;0,2179;0,3259;0,5937;0,8276;0,9218;0,8915;0,6741;0,5683;0,4529;0,2068;0,0543;0,005;0,0008;0,0006;0,0004;0,0004;0,0005
50;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,0439;0,2338;0,471;0,6989;0,9213;1,0;0,8914;0,7744;0,7064;0,4756;0,2263;0,041;0,0021;0,0003;0,0;0,0;0,0;0,0001
51;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0416;0,2253;0,458;0,7408;0,8595;1,0;1,0;0,9707;0,5902;0,5411;0,2526;0,0454;0,0022;0,0003;0,0;0,0;0,0;0,0001
52;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,038;0,1997;0,4735;0,747;0,9143;0,9534;1,0;0,895;0,7002;0,5407;0,2433;0,0443;0,0021;0,0003;0,0;0,0;0,0;0,0001
53;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0427;0,1811;0,3998;0,6301;1,0;0,9663;0,9592;0,8608;0,6784;0,4952;0,2356;0,0469;0,002;0,0003;0,0;0,0;0,0;0,0001
54;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0429;0,204;0,3894;0,6951;0,9171;0,9784;0,913;0,9352;0,6678;0,4937;0,2414;0,0455;0,002;0,0003;0,0;0,0;0,0;0,0001
55;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0432;0,211;0,4544;0,6937;0,8206;0,9271;1,0;0,9013;0,7273;0,5246;0,2289;0,0451;0,002;0,0003;0,0;0,0;0,0;0,0001
56;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0361;0,2028;0,4317;0,7402;0,9525;0,984;0,9993;0,9242;0,637;0,4593;0,2112;0,048;0,0023;0,0003;0,0;0,0;0,0;0,0001
57;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0133;0,101;0,2475;0,4221;0,5266;0,6721;0,931;0,771;0,558;0,5296;0,3092;0,1943;0,0566;0,0049;0,0;0,0002;0,0016;0,0013;0,0019
58;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0103;0,1062;0,2957;0,4395;0,5111;0,6648;0,8308;0,6978;0,5963;0,4874;0,3908;0,2473;0,0622;0,0053;0,0;0,0002;0,0019;0,0017;0,0022
59;parcialmente_nublado;0,0009;0,0009;0,001;0,0012;0,0008;0,0049;0,0385;0,1846;0,2794;0,5677;0,7246;0,8845;1,0;0,7666;0,5841;0,3409;0,198;0,0499;0,0051;0,0008;0,0006;0,0004;0,0003;0,0004
60;parcialmente_nublado;0,001;0,0009;0,0013;0,0011;0,0009;0,0048;0,059;0,202;0,3556;0,5381;0,8653;0,766;0,9259;0,7812;0,6145;0,4046;0,1849;0,0677;0,0057;0,0008;0,0006;0,0005;0,0005;0,0004
61;parcialmente_nublado;0,0012;0,0008;0,0013;0,0013;0,0008;0,0054;0,056;0,2286;0,4023;0,6598;0,8617;0,7735;0,8921;0,7571;0,5997;0,372;0,1678;0,0572;0,0054;0,0008;0,0007;0,0004;0,0004;0,0005
62;parcialmente_nublado;0,0011;0,0009;0,0011;0,0011;0,0007;0,0045;0,0678;0,1408;0,3542;0,8263;0,7529;0,7076;0,8487;0,7114;0,6045;0,4197;0,1668;0,0567;0,0054;0,0008;0,0007;0,0004;0,0005;0,0004
63;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0437;0,2119;0,4246;0,6808;0,9697;1,0;1,0;0,9669;0,7454;0,5108;0,2331;0,0504;0,0021;0,0003;0,0;0,0;0,0;0,0001
64;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0382;0,1942;0,4442;0,7431;1,0;1,0;0,8663;0,9073;0,6302;0,5067;0,2526;0,0473;0,0019;0,0003;0,0;0,0;0,0;0,0001
65;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0448;0,1852;0,4127;0,7551;0,9015;1,0;1,0;0,9023;0,7911;0,4948;0,2146;0,0497;0,0019;0,0003;0,0;0,0;0,0;0,0001
66;nublado;0,0004;0,0;0,0;0,0001;0,0;0,013;0,0843;0,2902;0,5212;0,6922;0,6827;0,4499;0,6042;0,353;0,4575;0,3085;0,2378;0,0656;0,0048;0,0;0,0002;0,0014;0,0016;0,0016
67;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0487;0,1956;0,4882;0,7402;0,8735;0,9186;0,9875;0,9154;0,6821;0,4298;0,2491;0,0489;0,0024;0,0003;0,0;0,0;0,0;0,0001
68;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0453;0,2217;0,4592;0,7127;0,9354;1,0;0,9554;0,907;0,5859;0,4487;0,2229;0,0483;0,0024;0,0003;0,0;0,0;0,0;0,0001
69;parcialmente_nublado;0,0009;0,001;0,0013;0,0011;0,0008;0,0045;0,0571;0,1731;0,3477;0,5953;0,8688;0,9505;0,9737;0,7275;0,6821;0,4461;0,1838;0,0567;0,0058;0,0007;0,0006;0,0005;0,0004;0,0004
70;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0105;0,0939;0,195;0,3697;0,4926;0,7549;0,6958;0,5068;0,519;0,3083;0,3573;0,1698;0,0602;0,0042;0,0;0,0002;0,0014;0,0012;0,0021
71;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,043;0,2004;0,4221;0,7022;0,8266;1,0;0,8719;0,9493;0,6653;0,489;0,2031;0,0503;0,0018;0,0003;0,0;0,0;0,0;0,0001
72;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0141;0,0413;0,2379;0,3789;0,7447;0,5359;0,5395;0,5991;0,604;0,4057;0,3337;0,1337;0,0479;0,0029;0,0;0,0002;0,002;0,0017;0,002
73;parcialmente_nublado;0,0012;0,0009;0,001;0,0011;0,0007;0,0044;0,052;0,2203;0,3281;0,6508;0,668;0,9267;0,858;0,764;0,5037;0,3821;0,1573;0,0589;0,0065;0,0008;0,0006;0,0004;0,0004;0,0004
74;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0419;0,2103;0,4982;0,6714;0,9462;0,9663;0,9994;0,9106;0,7705;0,4936;0,2307;0,0497;0,0023;0,0003;0,0;0,0;0,0;0,0001
75;parcialmente_nublado;0,0009;0,0009;0,0012;0,0014;0,0007;0,0044;0,0486;0,2097;0,3864;0,5771;0,938;0,8668;0,8289;0,8258;0,5401;0,3985;0,1964;0,048;0,0052;0,0009;0,0006;0,0004;0,0004;0,0004
76;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0148;0,0857;0,3098;0,3542;0,4753;0,6387;0,7292;0,8304;0,6613;0,6055;0,2553;0,1806;0,0642;0,0039;0,0;0,0002;0,0017;0,0015;0,002
77;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0446;0,211;0,5092;0,784;0,9375;1,0;1,0;0,9458;0,6602;0,4205;0,2674;0,0441;0,0021;0,0003;0,0;0,0;0,0;0,0001
78;parcialmente_nublado;0,0007;0,0009;0,001;0,0009;0,0008;0,0033;0,0494;0,2138;0,3245;0,5972;0,5801;0,9864;1,0;0,6616;0,4846;0,3361;0,18;0,0475;0,0055;0,0007;0,0006;0,0004;0,0004;0,0004
79;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0449;0,196;0,402;0,6841;0,8407;0,9693;1,0;0,9295;0,654;0,5102;0,2563;0,0491;0,0022;0,0003;0,0;0,0;0,0;0,0001
80;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0361;0,1883;0,4765;0,6283;0,9765;0,9491;1,0;0,9076;0,8062;0,4966;0,2631;0,0501;0,0025;0,0003;0,0;0,0;0,0;0,0001
81;parcialmente_nublado;0,0009;0,0008;0,001;0,0011;0,0008;0,0041;0,0504;0,1545;0,4149;0,5294;0,9976;0,7911;0,9142;0,8559;0,6075;0,3185;0,1862;0,0522;0,0048;0,0008;0,0005;0,0004;0,0004;0,0004
82;parcialmente_nublado;0,0011;0,001;0,0011;0,0011;0,0005;0,0035;0,0542;0,1765;0,303;0,7421;0,6713;0,8503;0,8183;0,774;0,5324;0,3411;0,2107;0,0411;0,0046;0,0009;0,0006;0,0005;0,0004;0,0004
83;parcialmente_nublado;0,0008;0,0009;0,0008;0,001;0,0008;0,0042;0,051;0,1826;0,4226;0,5411;0,7102;0,7948;0,8413;0,7652;0,4914;0,3462;0,2263;0,0491;0,005;0,0008;0,0006;0,0003;0,0004;0,0005
84;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,0496;0,1972;0,4408;0,6909;0,9179;0,9566;0,937;0,8444;0,7028;0,4631;0,2425;0,0398;0,0019;0,0003;0,0;0,0;0,0;0,0001
85;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0439;0,2114;0,4495;0,7819;1,0;1,0;0,854;0,9209;0,6196;0,4878;0,2516;0,0491;0,0021;0,0003;0,0;0,0;0,0;0,0001
86;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0442;0,2143;0,3941;0,7371;0,7904;0,9903;0,9685;0,7851;0,6935;0,4564;0,2387;0,0481;0,0021;0,0003;0,0;0,0;0,0;0,0001
87;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0126;0,0754;0,2792;0,4406;0,6358;0,8041;0,7444;0,8184;0,6435;0,4302;0,4103;0,1912;0,0582;0,0045;0,0;0,0002;0,0019;0,0017;0,0014
88;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0401;0,2244;0,4398;0,7224;0,9353;0,9318;1,0;0,8721;0,7384;0,4914;0,2475;0,0482;0,0022;0,0003;0,0;0,0;0,0;0,0001
89;parcialmente_nublado;0,0009;0,0009;0,0009;0,0012;0,0009;0,0039;0,0538;0,1923;0,4208;0,6195;0,9156;0,8633;0,9364;0,7388;0,6067;0,3966;0,1802;0,0636;0,0056;0,0007;0,0006;0,0004;0,0004;0,0005
90;parcialmente_nublado;0,0009;0,0008;0,0011;0,0011;0,0009;0,0044;0,0511;0,165;0,4331;0,5276;0,8482;0,8618;0,9201;0,747;0,5482;0,426;0,193;0,0471;0,0047;0,0008;0,0006;0,0004;0,0005;0,0004
91;parcialmente_nublado;0,0009;0,0009;0,0012;0,0011;0,0008;0,0044;0,0527;0,1856;0,4282;0,6336;0,6915;0,8759;0,847;0,7468;0,6977;0,4019;0,1432;0,0497;0,0047;0,0008;0,0006;0,0004;0,0004;0,0005
92;parcialmente_nublado;0,0013;0,001;0,0008;0,0008;0,0008;0,0046;0,0393;0,209;0,3232;0,5164;0,9124;0,8597;1,0;0,9207;0,6089;0,4346;0,2047;0,045;0,0059;0,0008;0,0006;0,0004;0,0004;0,0003
93;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0438;0,217;0,4717;0,7465;0,9514;0,9858;1,0;0,9117;0,6956;0,5088;0,2378;0,0438;0,0022;0,0002;0,0;0,0;0,0;0,0001
94;parcialmente_nublado;0,001;0,0009;0,0014;0,0014;0,0008;0,004;0,0499;0,2059;0,4298;0,6337;0,687;0,9745;0,8433;0,7;0,5751;0,2998;0,2031;0,0525;0,0054;0,0007;0,0006;0,0004;0,0004;0,0004
95;parcialmente_nublado;0,0011;0,001;0,0011;0,0011;0,0007;0,0045;0,0483;0,1792;0,4306;0,5657;0,8293;0,8843;0,9944;0,6474;0,6798;0,3328;0,2048;0,054;0,0052;0,001;0,0006;0,0004;0,0004;0,0005
96;parcialmente_nublado;0,0009;0,001;0,0011;0,0011;0,0007;0,0046;0,0525;0,2089;0,4057;0,5952;0,7671;0,9291;0,8699;0,7584;0,5768;0,419;0,187;0,0375;0,0049;0,0008;0,0007;0,0004;0,0004;0,0004
97;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0128;0,0494;0,2747;0,2801;0,4393;0,5947;0,6898;0,5131;0,3976;0,5257;0,3372;0,1397;0,0637;0,004;0,0;0,0001;0,0015;0,0019;0,0017
98;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,041;0,2082;0,4687;0,6524;0,9744;0,9675;0,9902;0,8393;0,7496;0,5161;0,2365;0,0493;0,0023;0,0003;0,0;0,0;0,0;0,0001
99;parcialmente_nublado;0,001;0,0009;0,0013;0,0012;0,001;0,0044;0,0505;0,197;0,3778;0,6317;0,8017;0,9101;0,907;0,6048;0,549;0,3448;0,1898;0,0663;0,0046;0,0008;0,0005;0,0004;0,0005;0,0005
100;parcialmente_nublado;0,001;0,0009;0,001;0,0012;0,0008;0,004;0,0598;0,1983;0,3808;0,5423;0,7332;0,6802;0,6239;0,6106;0,7217;0,3646;0,2146;0,0526;0,0057;0,0008;0,0006;0,0003;0,0003;0,0005
101;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0115;0,081;0,3105;0,4202;0,4968;0,667;0,8234;0,6079;0,8296;0,5078;0,2577;0,2536;0,047;0,0042;0,0;0,0002;0,0019;0,0014;0,0017
102;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0374;0,2209;0,4252;0,6242;0,8644;0,9127;0,9492;0,8591;0,7067;0,4891;0,2262;0,0513;0,0021;0,0003;0,0;0,0;0,0;0,0001
103;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0465;0,2123;0,3805;0,6662;0,8934;0,8991;1,0;0,9118;0,67;0,5175;0,2488;0,0394;0,0021;0,0003;0,0;0,0;0,0;0,0001
104;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0126;0,0939;0,2369;0,4884;0,4047;0,6541;0,5187;0,6256;0,6344;0,5597;0,2553;0,182;0,0437;0,0036;0,0;0,0002;0,0019;0,0016;0,0014
105;parcialmente_nublado;0,0009;0,0009;0,0011;0,0013;0,001;0,0044;0,042;0,1748;0,4753;0,639;0,6811;0,9249;0,9699;0,9445;0,5966;0,4416;0,182;0,051;0,0058;0,0008;0,0005;0,0004;0,0004;0,0003
106;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0123;0,0774;0,2466;0,461;0,7169;0,5975;0,5886;0,6656;0,5995;0,5665;0,372;0,1549;0,0441;0,0042;0,0;0,0002;0,0017;0,001;0,0021
107;parcialmente_nublado;0,0012;0,0008;0,0011;0,0009;0,0008;0,0042;0,0658;0,2133;0,3184;0,6375;0,6973;0,7544;0,9964;0,7898;0,6028;0,4897;0,187;0,0473;0,0056;0,0007;0,0006;0,0005;0,0004;0,0005
108;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0474;0,2325;0,4296;0,7058;0,8521;1,0;0,8869;0,9002;0,655;0,5151;0,2369;0,0451;0,0021;0,0003;0,0;0,0;0,0;0,0001
109;parcialmente_nublado;0,001;0,0011;0,0012;0,0012;0,0009;0,0041;0,0585;0,1541;0,3777;0,5224;0,6695;0,8408;0,7919;0,8811;0,6112;0,3719;0,2023;0,0619;0,0051;0,0008;0,0006;0,0004;0,0004;0,0005
110;parcialmente_nublado;0,0009;0,0009;0,0011;0,0011;0,0007;0,0034;0,0512;0,1635;0,4276;0,7297;0,7559;0,7584;0,7798;0,7459;0,5789;0,4116;0,1986;0,062;0,0058;0,0008;0,0006;0,0004;0,0004;0,0004
111;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0436;0,2211;0,4811;0,5763;0,8959;1,0;0,9232;0,907;0,7081;0,527;0,265;0,0472;0,0023;0,0003;0,0;0,0;0,0;0,0001
