id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
12;parcialmente_nublado;0,0008;0,0011;0,0013;0,001;0,0005;0,0042;0,0579;0,1642;0,3327;0,5487;0,8142;0,5968;0,6635;0,674;0,6436;0,3243;0,1877;0,0527;0,0043;0,0008;0,0007;0,0004;0,0004;0,0004
13;parcialmente_nublado;0,001;0,0009;0,001;0,0011;0,0008;0,0041;0,0567;0,1611;0,3407;0,7271;0,6423;0,7992;0,7591;0,7772;0,5068;0,4028;0,1753;0,0485;0,0045;0,0007;0,0006;0,0004;0,0005;0,0004
14;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0452;0,1706;0,4772;0,5994;0,7261;0,9452;0,9174;0,8298;0,5476;0,4907;0,2538;0,0537;0,0019;0,0003;0,0;0,0;0,0;0,0001
15;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0108;0,0898;0,3113;0,4016;0,4882;0,6668;0,7467;0,5585;0,5932;0,4476;0,3758;0,2294;0,0511;0,0044;0,0;0,0002;0,0015;0,0016;0,0017
16;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0025;0,0393;0,2213;0,4605;0,7034;0,779;0,8023;1,0;0,9398;0,6081;0,5284;0,2552;0,0428;0,0022;0,0003;0,0;0,0;0,0;0,0001
17;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,0434;0,1249;0,508;0,744;1,0;0,8875;0,9887;0,9968;0,7267;0,4569;0,2312;0,0519;0,0019;0,0003;0,0;0,0;0,0;0,0001
18;parcialmente_nublado;0,001;0,0009;0,001;0,0012;0,0008;0,0049;0,0591;0,1972;0,4693;0,704;0,6251;0,9442;0,6847;0,7767;0,4432;0,3335;0,1984;0,0505;0,0042;0,0008;0,0006;0,0004;0,0004;0,0005
19;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0125;0,0978;0,2281;0,3894;0,5704;0,6247;0,7613;0,6243;0,6217;0,3412;0,3961;0,2054;0,051;0,0038;0,0;0,0002;0,0011;0,0015;0,0018
20;parcialmente_nublado;0,0011;0,0009;0,0012;0,0008;0,0008;0,0037;0,052;0,1855;0,3941;0,5792;0,9691;1,0;0,7954;0,7774;0,598;0,4326;0,1515;0,0456;0,0052;0,0009;0,0005;0,0004;0,0004;0,0004
21;parcialmente_nublado;0,0011;0,0009;0,0011;0,0013;0,0008;0,0049;0,0508;0,1628;0,4253;0,6905;0,9399;0,7857;1,0;0,6276;0,6155;0,375;0,206;0,0569;0,0056;0,0008;0,0006;0,0004;0,0004;0,0004
22;parcialmente_nublado;0,0008;0,0008;0,0011;0,0012;0,0009;0,003;0,0507;0,1918;0,2733;0,6007;0,9027;0,716;0,818;0,6371;0,6043;0,3199;0,2131;0,0522;0,005;0,0009;0,0005;0,0004;0,0005;0,0004
23;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0099;0,0946;0,3036;0,4289;0,5227;0,5313;0,7037;0,7201;0,5559;0,494;0,3815;0,196;0,0479;0,0039;0,0;0,0002;0,0017;0,002;0,0015
24;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0115;0,0932;0,2435;0,3434;0,4972;0,6659;0,6954;0,5683;0,5469;0,4779;0,3303;0,2281;0,049;0,0043;0,0;0,0002;0,002;0,0018;0,0018
25;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0099;0,0936;0,23;0,4223;0,6292;0,7543;0,7085;0,6238;0,5972;0,516;0,3763;0,1917;0,0492;0,0041;0,0;0,0002;0,0015;0,0015;0,0018
26;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0108;0,0828;0,2535;0,3691;0,4265;0,6474;0,7765;0,7402;0,6276;0,4759;0,3782;0,1801;0,0496;0,0042;0,0;0,0002;0,0013;0,0015;0,0024
27;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0449;0,1865;0,4658;0,77;0,7659;0,9835;1,0;1,0;0,7503;0,4181;0,2269;0,0459;0,0024;0,0003;0,0;0,0;0,0;0,0001
28;nublado;0,0005;0,0;0,0;0,0001;0,0;0,013;0,0819;0,2466;0,3857;0,4884;0,727;0,6514;0,5738;0,6925;0,4264;0,3287;0,1653;0,0443;0,004;0,0;0,0002;0,0018;0,0017;0,0016
29;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0434;0,16;0,4226;0,5618;0,8071;0,8746;0,9741;1,0;0,6986;0,4732;0,2727;0,0451;0,0022;0,0003;0,0;0,0;0,0;0,0001
30;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0357;0,2266;0,4387;0,5906;0,8377;0,8627;0,9031;0,8248;0,7912;0,5022;0,2319;0,0571;0,0017;0,0002;0,0;0,0;0,0;0,0001
31;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0099;0,0893;0,278;0,3606;0,563;0,7248;0,616;0,603;0,5485;0,4396;0,3553;0,1918;0,0375;0,0039;0,0;0,0002;0,0016;0,0017;0,0018
32;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0517;0,2178;0,478;0,768;0,8454;0,8706;0,7593;0,8801;0,7128;0,463;0,2795;0,0375;0,0025;0,0003;0,0;0,0;0,0;0,0001
33;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0122;0,089;0,218;0,4472;0,6204;0,8196;0,774;0,6621;0,8067;0,4707;0,3773;0,1669;0,0504;0,0044;0,0;0,0002;0,0018;0,0016;0,0019
34;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0111;0,0962;0,2933;0,421;0,5811;0,7982;0,6878;0,5586;0,6908;0,4909;0,3728;0,1924;0,0507;0,0047;0,0;0,0002;0,0014;0,0016;0,0018
35;parcialmente_nublado;0,001;0,0009;0,0011;0,0011;0,0009;0,0047;0,0491;0,1791;0,4042;0,5021;0,8258;0,9361;0,6224;0,7388;0,661;0,4104;0,1974;0,0455;0,0057;0,0008;0,0005;0,0004;0,0003;0,0005
36;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0106;0,0928;0,2682;0,3971;0,5471;0,6498;0,6678;0,7454;0,6317;0,4019;0,2928;0,1787;0,0506;0,003;0,0;0,0002;0,0013;0,0019;0,0015
37;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0477;0,2443;0,4914;0,7578;0,9246;0,8665;1,0;0,9537;0,741;0,5187;0,2103;0,0479;0,002;0,0003;0,0;0,0;0,0;0,0001
38;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0539;0,1905;0,3656;0,7478;0,9328;1,0;0,907;0,9174;0,6439;0,4476;0,2155;0,0451;0,0025;0,0003;0,0;0,0;0,0;0,0001
39;parcialmente_nublado;0,001;0,0011;0,001;0,001;0,0007;0,0034;0,049;0,1776;0,3205;0,7046;0,7258;0,9187;0,82;0,7479;0,5787;0,4452;0,2001;0,0543;0,0058;0,0009;0,0006;0,0004;0,0004;0,0004
40;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0122;0,0707;0,2476;0,4769;0,5098;0,7716;0,733;0,7564;0,547;0,5442;0,4518;0,1941;0,0512;0,0043;0,0;0,0002;0,0018;0,0017;0,0021
41;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0157;0,0965;0,3098;0,3517;0,4292;0,684;0,7409;0,5434;0,5766;0,5208;0,3073;0,1811;0,055;0,004;0,0;0,0002;0,002;0,0014;0,002
42;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0407;0,2167;0,4361;0,689;0,877;0,7927;0,9571;0,8736;0,7244;0,5491;0,2843;0,0406;0,0024;0,0003;0,0;0,0;0,0;0,0001
43;parcialmente_nublado;0,0009;0,0008;0,0011;0,0012;0,0007;0,004;0,0608;0,1692;0,3733;0,6859;0,7986;0,8891;0,7747;0,7571;0,5114;0,4157;0,2291;0,0442;0,0043;0,0008;0,0008;0,0004;0,0003;0,0005
44;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0037;0,0483;0,1812;0,4432;0,7527;1,0;1,0;0,8599;0,9188;0,6653;0,4147;0,2773;0,043;0,0021;0,0003;0,0;0,0;0,0;0,0001
45;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0023;0,0339;0,2297;0,503;0,6451;0,958;1,0;0,9265;0,8866;0,7132;0,5042;0,2111;0,0347;0,0021;0,0003;0,0;0,0;0,0;0,0001
46;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0495;0,2146;0,3975;0,5213;0,9057;0,9905;0,9596;0,9549;0,7288;0,5437;0,2486;0,0476;0,0025;0,0003;0,0;0,0;0,0;0,0001
47;parcialmente_nublado;0,0009;0,0008;0,0012;0,0013;0,0009;0,0032;0,048;0,2161;0,3839;0,4838;0,786;0,9399;1,0;0,6796;0,5031;0,3889;0,1936;0,0457;0,0062;0,0008;0,0006;0,0004;0,0004;0,0004
48;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0126;0,0942;0,2579;0,4985;0,5587;0,7306;0,8554;0,6521;0,6446;0,5078;0,3931;0,1395;0,0623;0,0038;0,0;0,0002;0,0015;0,0018;0,0019
49;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0409;0,173;0,4736;0,66;0,8166;1,0;0,86;0,8616;0,5602;0,528;0,241;0,0415;0,002;0,0004;0,0;0,0;0,0;0,0001
50;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,0392;0,239;0,5252;0,6556;0,8136;0,9153;1,0;1,0;0,709;0,4516;0,2079;0,0394;0,0017;0,0003;0,0;0,0;0,0;0,0001
