id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
9;ceu_aberto;9;22;119,0;411,81;3,461
9;ceu_aberto;10;22;222,38;377,87;1,699
10;parcialmente_nublado;1;13;123,14;418,21;3,396
10;parcialmente_nublado;2;18;193,28;297,68;1,54
10;parcialmente_nublado;3;16;249,24;430,51;1,727
10;parcialmente_nublado;4;16;173,32;277,86;1,603
10;parcialmente_nublado;5;19;63,11;138,46;2,194
10;parcialmente_nublado;6;12;83,68;153,48;1,834
10;parcialmente_nublado;7;26;124,89;159,87;1,28
10;parcialmente_nublado;8;14;199,3;369,51;1,854
10;parcialmente_nublado;9;27;59,68;484,36;8,116
10;parcialmente_nublado;10;6;197,77;311,13;1,573
11;parcialmente_nublado;1;16;183,94;389,9;2,12
11;parcialmente_nublado;2;5;123,21;220,07;1,786
11;parcialmente_nublado;3;7;180,1;305,2;1,695
11;parcialmente_nublado;4;15;133,38;230,33;1,727
11;parcialmente_nublado;5;6;143,21;170,61;1,191
11;parcialmente_nublado;6;30;145,29;241,01;1,659
11;parcialmente_nublado;7;14;197,75;409,81;2,072
11;parcialmente_nublado;8;16;64,69;214,17;3,311
11;parcialmente_nublado;9;34;77,08;409,63;5,314
11;parcialmente_nublado;10;2;158,5;297,21;1,875
12;nublado;1;1;89,06;293,24;3,293
12;nublado;2;10;107,4;217,06;2,021
12;nublado;3;29;211,08;256,85;1,217
12;nublado;4;23;74,65;379,92;5,089
12;nublado;5;15;197,46;190,5;0,965
12;nublado;6;6;72,31;282,35;3,905
12;nublado;7;34;105,89;351,81;3,322
12;nublado;8;18;80,07;212,3;2,651
12;nublado;9;12;205,32;145,84;0,71
12;nublado;10;30;132,52;103,95;0,784
13;parcialmente_nublado;1;24;62,16;317,72;5,111
13;parcialmente_nublado;2;24;50,58;491,8;9,723
13;parcialmente_nublado;3;14;63,87;319,14;4,997
13;parcialmente_nublado;4;14;143,95;292,59;2,033
13;parcialmente_nublado;5;21;210,78;445,18;2,112
13;parcialmente_nublado;6;4;136,09;322,26;2,368
13;parcialmente_nublado;7;21;239,57;382,06;1,595
13;parcialmente_nublado;8;4;211,17;298,97;1,416
13;parcialmente_nublado;9;2;231,02;105,79;0,458
13;parcialmente_nublado;10;6;223,21;188,27;0,843
14;ceu_aberto;1;29;201,2;444,94;2,211
14;ceu_aberto;2;9;64,27;237,21;3,691
14;ceu_aberto;3;10;116,83;471,94;4,04
14;ceu_aberto;4;7;111,29;216,81;1,948
14;ceu_aberto;5;30;136,03;273,43;2,01
14;ceu_aberto;6;8;244,17;136,08;0,557
14;ceu_aberto;7;9;183,8;175,71;0,956
14;ceu_aberto;8;26;224,35;105,08;0,468
14;ceu_aberto;9;22;172,73;494,74;2,864
14;ceu_aberto;10;10;247,01;116,32;0,471
15;parcialmente_nublado;1;26;110,49;453,62;4,106
15;parcialmente_nublado;2;23;225,96;434,22;1,922
15;parcialmente_nublado;3;18;213,65;331,61;1,552
15;parcialmente_nublado;4;22;205,31;153,17;0,746
15;parcialmente_nublado;5;28;97,42;484,8;4,976
15;parcialmente_nublado;6;10;151,53;176,57;1,165
15;parcialmente_nublado;7;12;165,16;404,41;2,449
15;parcialmente_nublado;8;3;161,24;125,04;0,775
15;parcialmente_nublado;9;17;149,08;456,28;3,061
15;parcialmente_nublado;10;19;206,33;247,47;1,199
16;parcialmente_nublado;1;1;211,37;326,4;1,544
16;parcialmente_nublado;2;17;67,7;281,78;4,162
16;parcialmente_nublado;3;30;192,58;203,68;1,058
16;parcialmente_nublado;4;20;57,84;474,32;8,201
16;parcialmente_nublado;5;26;217,69;442,84;2,034
16;parcialmente_nublado;6;27;76,31;481,01;6,303
16;parcialmente_nublado;7;21;145,71;419,71;2,88
16;parcialmente_nublado;8;31;175,4;152,31;0,868
16;parcialmente_nublado;9;12;244,38;218,06;0,892
16;parcialmente_nublado;10;25;231,37;252,76;1,092
17;parcialmente_nublado;1;4;209,89;318,38;1,517
17;parcialmente_nublado;2;9;189,71;318,28;1,678
17;parcialmente_nublado;3;20;67,67;492,07;7,272
17;parcialmente_nublado;4;20;121,0;316,33;2,614
17;parcialmente_nublado;5;19;201,05;112,8;0,561
17;parcialmente_nublado;6;4;221,96;247,82;1,117
17;parcialmente_nublado;7;3;189,7;346,28;1,825
17;parcialmente_nublado;8;5;211,41;170,67;0,807
17;parcialmente_nublado;9;1;136,77;476,39;3,483
17;parcialmente_nublado;10;24;108,35;303,66;2,803
18;ceu_aberto;1;5;144,82;400,18;2,763
18;ceu_aberto;2;6;223,96;170,92;0,763
18;ceu_aberto;3;10;167,38;115,47;0,69
18;ceu_aberto;4;9;104,45;350,2;3,353
18;ceu_aberto;5;27;244,24;345,1;1,413
18;ceu_aberto;6;2;103,79;489,0;4,711
18;ceu_aberto;7;9;190,87;174,64;0,915
18;ceu_aberto;8;16;241,3;390,71;1,619
18;ceu_aberto;9;4;206,44;340,88;1,651
18;ceu_aberto;10;32;204,61;476,09;2,327
19;parcialmente_nublado;1;31;92,05;121,69;1,322
19;parcialmente_nublado;2;13;67,43;343,53;5,095
19;parcialmente_nublado;3;19;158,58;234,08;1,476
19;parcialmente_nublado;4;16;202,43;381,51;1,885
19;parcialmente_nublado;5;5;239,03;269,35;1,127
19;parcialmente_nublado;6;6;210,07;121,21;0,577
19;parcialmente_nublado;7;6;237,59;447,47;1,883
19;parcialmente_nublado;8;31;99,42;333,29;3,352
19;parcialmente_nublado;9;15;226,02;226,06;1,0
19;parcialmente_nublado;10;7;103,06;242,24;2,35
20;nublado;1;27;192,31;401,18;2,086
20;nublado;2;2;202,53;205,37;1,014
20;nublado;3;28;104,88;371,85;3,545
20;nublado;4;26;52,17;392,13;7,516
20;nublado;5;1;209,02;250,47;1,198
20;nublado;6;33;169,76;429,9;2,532
20;nublado;7;21;63,6;450,13;7,078
20;nublado;8;29;108,35;203,27;1,876
20;nublado;9;28;104,64;386,72;3,696
20;nublado;10;11;68,76;361,87;5,263
21;ceu_aberto;1;5;239,37;466,88;1,95
21;ceu_aberto;2;23;174,87;126,89;0,726
21;ceu_aberto;3;22;113,56;296,76;2,613
21;ceu_aberto;4;28;128,61;120,4;0,936
21;ceu_aberto;5;20;225,72;487,36;2,159
21;ceu_aberto;6;17;61,47;380,8;6,195
21;ceu_aberto;7;17;162,94;290,57;1,783
21;ceu_aberto;8;3;236,02;486,21;2,06
21;ceu_aberto;9;7;104,44;118,19;1,132
21;ceu_aberto;10;34;226,63;263,69;1,164
22;parcialmente_nublado;1;13;153,84;414,19;2,692
22;parcialmente_nublado;2;6;245,46;127,41;0,519
22;parcialmente_nublado;3;5;197,52;276,4;1,399
22;parcialmente_nublado;4;27;111,87;289,25;2,586
22;parcialmente_nublado;5;26;127,01;490,36;3,861
22;parcialmente_nublado;6;34;141,88;141,48;0,997
22;parcialmente_nublado;7;12;133,54;468,28;3,507
22;parcialmente_nublado;8;23;223,33;311,95;1,397
22;parcialmente_nublado;9;20;129,8;415,08;3,198
22;parcialmente_nublado;10;18;153,3;429,81;2,804
23;nublado;1;5;236,33;376,11;1,591
23;nublado;2;17;201,34;253,71;1,26
23;nublado;3;12;78,48;438,22;5,584
23;nublado;4;12;187,17;254,15;1,358
23;nublado;5;31;178,11;478,11;2,684
23;nublado;6;6;177,41;414,6;2,337
23;nublado;7;17;102,3;245,21;2,397
23;nublado;8;2;108,82;364,83;3,353
23;nublado;9;25;66,57;495,09;7,437
23;nublado;10;22;173,7;434,14;2,499
24;ceu_aberto;1;1;156,0;489,45;3,137
24;ceu_aberto;2;22;123,35;371,4;3,011
24;ceu_aberto;3;19;132,43;270,69;2,044
24;ceu_aberto;4;6;236,59;300,15;1,269
24;ceu_aberto;5;33;243,85;105,64;0,433
24;ceu_aberto;6;8;143,34;288,59;2,013
24;ceu_aberto;7;23;162,11;170,73;1,053
24;ceu_aberto;8;34;123,74;362,82;2,932
24;ceu_aberto;9;25;62,72;410,06;6,538
24;ceu_aberto;10;15;157,18;448,75;2,855
25;nublado;1;28;183,12;362,6;1,98
25;nublado;2;8;191,75;245,41;1,28
25;nublado;3;33;188,4;410,09;2,177
25;nublado;4;19;187,76;423,91;2,258
25;nublado;5;19;70,9;322,83;4,553
25;nublado;6;1;213,81;437,47;2,046
25;nublado;7;24;138,24;167,23;1,21
25;nublado;8;1;58,29;472,85;8,112
25;nublado;9;2;58,24;190,46;3,27
25;nublado;10;28;184,3;199,14;1,081
26;parcialmente_nublado;1;16;106,62;350,8;3,29
26;parcialmente_nublado;2;26;204,27;108,93;0,533
26;parcialmente_nublado;3;27;223,52;122,18;0,547
26;parcialmente_nublado;4;17;248,22;376,98;1,519
26;parcialmente_nublado;5;18;62,85;256,7;4,084
26;parcialmente_nublado;6;10;151,38;141,02;0,932
26;parcialmente_nublado;7;24;222,57;202,72;0,911
26;parcialmente_nublado;8;1;151,68;155,87;1,028
26;parcialmente_nublado;9;32;178,15;373,58;2,097
26;parcialmente_nublado;10;11;158,32;274,51;1,734
27;ceu_aberto;1;8;195,17;106,94;0,548
27;ceu_aberto;2;21;222,44;453,2;2,037
27;ceu_aberto;3;2;79,31;413,95;5,219
27;ceu_aberto;4;31;211,19;110,21;0,522
27;ceu_aberto;5;20;211,73;435,32;2,056
27;ceu_aberto;6;16;239,06;449,03;1,878
27;ceu_aberto;7;16;186,87;177,94;0,952
27;ceu_aberto;8;3;207,82;156,83;0,755
27;ceu_aberto;9;7;233,63;175,51;0,751
27;ceu_aberto;10;22;76,33;437,9;5,737
28;ceu_aberto;1;5;200,89;387,34;1,928
28;ceu_aberto;2;12;110,56;159,56;1,443
28;ceu_aberto;3;24;234,21;201,42;0,86
28;ceu_aberto;4;27;180,16;214,87;1,193
28;ceu_aberto;5;14;144,77;491,31;3,394
28;ceu_aberto;6;6;121,86;328,44;2,695
28;ceu_aberto;7;28;92,59;227,88;2,461
28;ceu_aberto;8;34;215,08;434,05;2,018
28;ceu_aberto;9;4;202,11;169,19;0,837
28;ceu_aberto;10;3;226,84;128,56;0,567
29;ceu_aberto;1;16;147,27;369,74;2,511
29;ceu_aberto;2;16;225,17;278,57;1,237
29;ceu_aberto;3;33;137,19;397,83;2,9
29;ceu_aberto;4;33;138,93;382,63;2,754
29;ceu_aberto;5;1;168,68;243,28;1,442
29;ceu_aberto;6;2;222,7;127,12;0,571
29;ceu_aberto;7;14;117,18;156,1;1,332
29;ceu_aberto;8;12;226,41;210,38;0,929
29;ceu_aberto;9;19;234,37;304,63;1,3
29;ceu_aberto;10;7;118,05;151,03;1,279
30;parcialmente_nublado;1;18;212,31;179,19;0,844
30;parcialmente_nublado;2;22;117,9;391,72;3,322
30;parcialmente_nublado;3;27;142,46;217,18;1,524
30;parcialmente_nublado;4;20;88,75;156,16;1,76
30;parcialmente_nublado;5;2;171,79;320,83;1,868
30;parcialmente_nublado;6;27;115,78;255,47;2,207
30;parcialmente_nublado;7;31;114,16;422,82;3,704
30;parcialmente_nublado;8;21;215,3;174,08;0,809
30;parcialmente_nublado;9;5;197,8;273,22;1,381
30;parcialmente_nublado;10;22;144,46;290,38;2,01
31;ceu_aberto;1;15;110,02;373,7;3,397
31;ceu_aberto;2;24;115,24;105,27;0,913
31;ceu_aberto;3;4;212,94;487,72;2,29
31;ceu_aberto;4;33;70,92;147,27;2,077
31;ceu_aberto;5;3;213,46;299,13;1,401
31;ceu_aberto;6;3;93,34;127,37;1,365
31;ceu_aberto;7;6;119,1;118,81;0,998
31;ceu_aberto;8;16;124,26;279,5;2,249
31;ceu_aberto;9;5;75,14;164,59;2,19
31;ceu_aberto;10;3;172,55;168,49;0,976
32;nublado;1;21;67,77;441,93;6,521
32;nublado;2;26;218,93;418,88;1,913
32;nublado;3;2;79,45;189,28;2,382
32;nublado;4;34;103,43;338,65;3,274
32;nublado;5;28;222,16;415,23;1,869
32;nublado;6;4;201,77;306,29;1,518
32;nublado;7;6;51,58;342,59;6,642
32;nublado;8;27;68,04;480,72;7,065
32;nublado;9;3;201,26;271,58;1,349
32;nublado;10;30;199,58;418,73;2,098
33;nublado;1;34;226,21;321,72;1,422
33;nublado;2;25;231,79;329,96;1,424
33;nublado;3;19;68,27;273,63;4,008
33;nublado;4;25;133,87;327,02;2,443
33;nublado;5;23;222,49;425,11;1,911
33;nublado;6;33;56,2;440,24;7,833
33;nublado;7;6;54,96;287,36;5,229
33;nublado;8;28;99,3;110,99;1,118
33;nublado;9;26;165,6;240,23;1,451
33;nublado;10;3;111,75;210,29;1,882
34;nublado;1;20;78,02;494,59;6,339
34;nublado;2;11;200,54;435,07;2,169
34;nublado;3;21;88,02;360,04;4,09
34;nublado;4;5;166,66;243,6;1,462
34;nublado;5;28;67,96;370,39;5,45
34;nublado;6;13;162,97;484,71;2,974
34;nublado;7;4;95,26;467,69;4,91
34;nublado;8;20;51,65;127,56;2,47
34;nublado;9;8;96,95;354,87;3,66
34;nublado;10;33;221,06;179,26;0,811
35;ceu_aberto;1;29;149,34;437,47;2,929
35;ceu_aberto;2;11;222,5;137,46;0,618
35;ceu_aberto;3;7;131,09;373,97;2,853
35;ceu_aberto;4;18;139,74;191,38;1,37
35;ceu_aberto;5;25;175,66;489,82;2,788
35;ceu_aberto;6;15;125,9;417,41;3,315
35;ceu_aberto;7;1;172,23;248,64;1,444
35;ceu_aberto;8;14;64,76;100,97;1,559
35;ceu_aberto;9;22;246,68;228,89;0,928
35;ceu_aberto;10;3;236,53;227,25;0,961
36;nublado;1;10;150,47;433,74;2,883
36;nublado;2;31;244,19;288,1;1,18
36;nublado;3;5;243,12;165,43;0,68
36;nublado;4;21;151,15;287,48;1,902
36;nublado;5;17;246,2;345,61;1,404
36;nublado;6;6;189,74;234,58;1,236
36;nublado;7;21;153,34;185,31;1,208
36;nublado;8;5;165,39;414,73;2,508
36;nublado;9;14;122,13;433,96;3,553
36;nublado;10;26;98,76;490,42;4,966
37;ceu_aberto;1;1;76,85;147,09;1,914
37;ceu_aberto;2;25;196,79;445,97;2,266
37;ceu_aberto;3;22;234,49;189,63;0,809
37;ceu_aberto;4;26;55,6;190,03;3,418
37;ceu_aberto;5;15;183,14;368,89;2,014
37;ceu_aberto;6;2;103,48;125,39;1,212
37;ceu_aberto;7;15;221,04;107,37;0,486
37;ceu_aberto;8;13;122,32;238,71;1,952
37;ceu_aberto;9;29;163,3;192,8;1,181
37;ceu_aberto;10;16;79,66;356,05;4,47
38;parcialmente_nublado;1;27;127,97;214,67;1,678
38;parcialmente_nublado;2;30;74,46;284,78;3,825
38;parcialmente_nublado;3;5;237,35;169,36;0,714
38;parcialmente_nublado;4;20;73,01;122,49;1,678
38;parcialmente_nublado;5;29;116,62;316,4;2,713
38;parcialmente_nublado;6;7;112,31;398,74;3,55
38;parcialmente_nublado;7;9;77,92;374,04;4,8
38;parcialmente_nublado;8;5;80,65;250,98;3,112
38;parcialmente_nublado;9;14;140,78;254,52;1,808
38;parcialmente_nublado;10;33;115,35;180,79;1,567
39;parcialmente_nublado;1;30;160,81;498,61;3,101
39;parcialmente_nublado;2;23;156,29;416,62;2,666
39;parcialmente_nublado;3;29;136,25;140,2;1,029
39;parcialmente_nublado;4;6;210,9;338,65;1,606
39;parcialmente_nublado;5;6;218,68;405,89;1,856
39;parcialmente_nublado;6;17;72,13;134,42;1,864
39;parcialmente_nublado;7;11;99,01;340,69;3,441
39;parcialmente_nublado;8;15;85,88;330,35;3,847
39;parcialmente_nublado;9;4;58,63;419,53;7,156
39;parcialmente_nublado;10;2;156,8;293,57;1,872
40;nublado;1;26;195,22;360,15;1,845
40;nublado;2;13;206,56;439,16;2,126
40;nublado;3;9;167,49;474,46;2,833
40;nublado;4;20;145,81;202,91;1,392
40;nublado;5;7;73,05;283,05;3,875
40;nublado;6;20;243,46;192,02;0,789
40;nublado;7;29;199,42;238,08;1,194
40;nublado;8;14;232,25;379,51;1,634
40;nublado;9;12;125,05;115,4;0,923
40;nublado;10;7;163,4;149,35;0,914
41;parcialmente_nublado;1;26;139,02;353,78;2,545
41;parcialmente_nublado;2;4;63,33;344,63;5,442
41;parcialmente_nublado;3;22;71,79;182,69;2,545
41;parcialmente_nublado;4;11;93,21;343,75;3,688
41;parcialmente_nublado;5;19;223,02;235,57;1,056
41;parcialmente_nublado;6;24;243,66;323,59;1,328
41;parcialmente_nublado;7;25;215,5;342,54;1,59
41;parcialmente_nublado;8;21;82,96;184,27;2,221
41;parcialmente_nublado;9;5;241,36;483,85;2,005
41;parcialmente_nublado;10;13;223,6;415,49;1,858
42;nublado;1;32;91,29;481,34;5,273
42;nublado;2;5;167,07;446,74;2,674
42;nublado;3;28;220,75;120,0;0,544
42;nublado;4;6;248,03;105,87;0,427
42;nublado;5;10;54,38;463,87;8,53
42;nublado;6;19;236,5;467,99;1,979
42;nublado;7;24;144,6;464,35;3,211
42;nublado;8;27;144,18;144,48;1,002
42;nublado;9;33;210,95;252,24;1,196
42;nublado;10;4;109,88;469,32;4,271
43;nublado;1;24;82,34;159,61;1,938
43;nublado;2;19;195,95;435,23;2,221
43;nublado;3;22;147,95;274,4;1,855
43;nublado;4;1;220,24;472,12;2,144
43;nublado;5;8;89,61;461,36;5,149
43;nublado;6;31;101,52;240,91;2,373
43;nublado;7;16;152,94;460,73;3,012
43;nublado;8;28;90,41;492,86;5,451
43;nublado;9;8;141,19;356,86;2,528
43;nublado;10;4;114,55;248,0;2,165
44;parcialmente_nublado;1;26;102,16;465,86;4,56
44;parcialmente_nublado;2;20;76,24;417,0;5,47
44;parcialmente_nublado;3;25;178,06;248,5;1,396
44;parcialmente_nublado;4;18;52,66;350,97;6,665
44;parcialmente_nublado;5;4;230,36;245,19;1,064
44;parcialmente_nublado;6;8;185,32;466,81;2,519
44;parcialmente_nublado;7;30;124,49;180,33;1,449
44;parcialmente_nublado;8;28;103,8;214,26;2,064
44;parcialmente_nublado;9;26;73,89;228,52;3,093
44;parcialmente_nublado;10;3;248,07;129,65;0,523
45;parcialmente_nublado;1;4;201,12;486,21;2,418
45;parcialmente_nublado;2;26;97,99;173,6;1,772
45;parcialmente_nublado;3;18;213,66;139,66;0,654
45;parcialmente_nublado;4;7;87,19;460,42;5,281
45;parcialmente_nublado;5;19;100,72;460,53;4,572
45;parcialmente_nublado;6;8;240,37;203,16;0,845
45;parcialmente_nublado;7;34;214,21;133,59;0,624
45;parcialmente_nublado;8;10;132,8;132,12;0,995
45;parcialmente_nublado;9;11;218,75;168,02;0,768
45;parcialmente_nublado;10;25;133,18;310,56;2,332
46;ceu_aberto;1;11;160,56;277,77;1,73
46;ceu_aberto;2;8;186,71;217,81;1,167
46;ceu_aberto;3;34;140,52;227,72;1,621
46;ceu_aberto;4;27;182,23;404,07;2,217
46;ceu_aberto;5;3;235,84;349,72;1,483
46;ceu_aberto;6;2;65,27;225,22;3,451
46;ceu_aberto;7;23;52,55;222,66;4,237
46;ceu_aberto;8;3;92,7;158,69;1,712
46;ceu_aberto;9;10;246,15;423,4;1,72
46;ceu_aberto;10;25;95,55;365,17;3,822
47;nublado;1;18;71,91;112,76;1,568
47;nublado;2;10;52,46;390,02;7,435
47;nublado;3;16;213,53;394,26;1,846
47;nublado;4;17;242,3;495,9;2,047
47;nublado;5;21;67,91;401,66;5,915
47;nublado;6;20;171,49;237,9;1,387
47;nublado;7;13;65,77;457,77;6,96
47;nublado;8;5;173,44;104,75;0,604
47;nublado;9;21;138,98;306,78;2,207
47;nublado;10;32;155,63;382,33;2,457
48;parcialmente_nublado;1;33;50,33;176,22;3,501
48;parcialmente_nublado;2;3;182,39;212,65;1,166
48;parcialmente_nublado;3;18;198,62;438,62;2,208
48;parcialmente_nublado;4;4;55,31;268,06;4,847
48;parcialmente_nublado;5;10;236,38;307,04;1,299
48;parcialmente_nublado;6;20;148,43;122,53;0,826
48;parcialmente_nublado;7;20;61,96;186,78;3,015
48;parcialmente_nublado;8;2;113,1;246,08;2,176
48;parcialmente_nublado;9;3;219,77;117,31;0,534
48;parcialmente_nublado;10;20;113,54;218,13;1,921
49;ceu_aberto;1;11;143,2;458,94;3,205
49;ceu_aberto;2;28;76,97;269,51;3,501
49;ceu_aberto;3;17;77,36;494,38;6,391
49;ceu_aberto;4;15;74,41;170,84;2,296
49;ceu_aberto;5;14;130,3;329,16;2,526
49;ceu_aberto;6;20;144,63;176,36;1,219
49;ceu_aberto;7;21;105,13;332,93;3,167
49;ceu_aberto;8;14;151,15;204,9;1,356
49;ceu_aberto;9;5;63,06;290,92;4,613
49;ceu_aberto;10;10;54,09;303,94;5,619
50;ceu_aberto;1;29;231,61;208,66;0,901
50;ceu_aberto;2;32;249,08;424,65;1,705
50;ceu_aberto;3;33;91,16;326,81;3,585
50;ceu_aberto;4;14;209,02;212,66;1,017
50;ceu_aberto;5;10;157,4;443,99;2,821
50;ceu_aberto;6;22;72,94;455,97;6,251
50;ceu_aberto;7;23;81,44;343,87;4,222
50;ceu_aberto;8;8;173,65;253,76;1,461
50;ceu_aberto;9;16;201,06;281,65;1,401
50;ceu_aberto;10;17;152,22;105,45;0,693
